|dates|Rush_Indiana_UnitedStates.JHU_ConfirmedCases.data|Rush_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Rush_Indiana_UnitedStates.NYT_ConfirmedCases.data|Rush_Indiana_UnitedStates.NYT_ConfirmedCases.missing|Rush_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Rush_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Rush_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Rush_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-26|2933.0|0|3004.0|0|32.0|0|0.0|100
0|2021-11-27|2933.0|0|3004.0|0|32.0|0|0.0|100
0|2021-11-28|2933.0|0|3004.0|0|32.0|0|0.0|100
0|2021-11-29|2983.0|0|3054.0|0|32.0|0|0.0|100
0|2021-11-30|2996.0|0|3067.0|0|32.0|0|0.0|100
0|2021-12-01|3043.0|0|3114.0|0|32.0|0|0.0|100
0|2021-12-02|3043.0|0|3139.0|0|32.0|0|0.0|100
0|2021-12-03|3095.0|0|3166.0|0|33.0|0|0.0|100
0|2021-12-04|3095.0|0|3166.0|0|33.0|0|0.0|100
0|2021-12-05|3095.0|0|3166.0|0|33.0|0|0.0|100
0|2021-12-06|3148.0|0|3219.0|0|33.0|0|0.0|100
0|2021-12-07|3156.0|0|3227.0|0|33.0|0|0.0|100
0|2021-12-08|3183.0|0|3254.0|0|33.0|0|0.0|100
0|2021-12-09|3200.0|0|3271.0|0|33.0|0|0.0|100
0|2021-12-10|3220.0|0|3291.0|0|33.0|0|0.0|100
0|2021-12-11|3220.0|0|3291.0|0|33.0|0|0.0|100
0|2021-12-12|3220.0|0|3291.0|0|33.0|0|0.0|100
0|2021-12-13|3256.0|0|3327.0|0|33.0|0|0.0|100
0|2021-12-14|3256.0|0|3346.0|0|33.0|0|0.0|100
0|2021-12-15|3292.0|0|3363.0|0|34.0|0|0.0|100
0|2021-12-16|3299.0|0|3370.0|0|35.0|0|0.0|100
0|2021-12-17|3319.0|0|3390.0|0|35.0|0|0.0|100
0|2021-12-18|3319.0|0|3390.0|0|35.0|0|0.0|100
0|2021-12-19|3319.0|0|3390.0|0|35.0|0|0.0|100
0|2021-12-20|3346.0|0|3417.0|0|36.0|0|0.0|100
0|2021-12-21|3355.0|0|3426.0|0|36.0|0|0.0|100
0|2021-12-22|3374.0|0|3445.0|0|36.0|0|0.0|100
0|2021-12-23|3374.0|0|3445.0|0|36.0|0|0.0|100
0|2021-12-24|3374.0|0|3445.0|0|36.0|0|0.0|100
0|2021-12-25|3374.0|0|3445.0|0|36.0|0|0.0|100
0|2021-12-26|3374.0|0|3445.0|0|36.0|0|0.0|100
0|2021-12-27|3418.0|0|3489.0|0|36.0|0|0.0|100
0|2021-12-28|3423.0|0|3494.0|0|36.0|0|0.0|100
0|2021-12-29|3437.0|0|3508.0|0|36.0|0|0.0|100
0|2021-12-30|3465.0|0|3536.0|0|36.0|0|0.0|100
0|2021-12-31|3465.0|0|3536.0|0|36.0|0|0.0|100
0|2022-01-01|3465.0|0|3536.0|0|36.0|0|0.0|100
0|2022-01-02|3465.0|0|3536.0|0|36.0|0|0.0|100
0|2022-01-03|3530.0|0|3601.0|0|36.0|0|0.0|100
0|2022-01-04|3549.0|0|3620.0|0|36.0|0|0.0|100
0|2022-01-05|3586.0|0|3657.0|0|36.0|0|0.0|100
0|2022-01-06|3616.0|0|3687.0|0|36.0|0|0.0|100
0|2022-01-07|3647.0|0|3718.0|0|36.0|0|0.0|100
0|2022-01-08|3647.0|0|3718.0|0|36.0|0|0.0|100
0|2022-01-09|3647.0|0|3718.0|0|36.0|0|0.0|100
0|2022-01-10|3712.0|0|3783.0|0|36.0|0|0.0|100
0|2022-01-11|3741.0|0|3813.0|0|36.0|0|0.0|100
0|2022-01-12|3767.0|0|3839.0|0|36.0|0|0.0|100
0|2022-01-13|3767.0|0|3873.0|0|36.0|0|0.0|100
0|2022-01-14|3843.0|0|3915.0|0|36.0|0|0.0|100
0|2022-01-15|3843.0|0|3915.0|0|36.0|0|0.0|100
0|2022-01-16|3843.0|0|3915.0|0|36.0|0|0.0|100
0|2022-01-17|3957.0|0|0.0|100|36.0|0|0.0|100
