|dates|Monterey_California_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Monterey_California_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Monterey_California_UnitedStates.Male_Total_Population.data|Monterey_California_UnitedStates.Male_Total_Population.missing|Monterey_California_UnitedStates.Female_Total_Population.data|Monterey_California_UnitedStates.Female_Total_Population.missing|Monterey_California_UnitedStates.MaleAndFemale_Under18_Population.data|Monterey_California_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-12-17|59201.0|0|221787.0|0|213807.0|0|113834.0|0
0|2021-12-18|59201.0|0|221787.0|0|213807.0|0|113834.0|0
0|2021-12-19|59201.0|0|221787.0|0|213807.0|0|113834.0|0
0|2021-12-20|59201.0|0|221787.0|0|213807.0|0|113834.0|0
0|2021-12-21|59201.0|0|221787.0|0|213807.0|0|113834.0|0
0|2021-12-22|59201.0|0|221787.0|0|213807.0|0|113834.0|0
0|2021-12-23|59201.0|0|221787.0|0|213807.0|0|113834.0|0
0|2021-12-24|59201.0|0|221787.0|0|213807.0|0|113834.0|0
0|2021-12-25|59201.0|0|221787.0|0|213807.0|0|113834.0|0
0|2021-12-26|59201.0|0|221787.0|0|213807.0|0|113834.0|0
0|2021-12-27|59201.0|0|221787.0|0|213807.0|0|113834.0|0
0|2021-12-28|59201.0|0|221787.0|0|213807.0|0|113834.0|0
0|2021-12-29|59201.0|0|221787.0|0|213807.0|0|113834.0|0
0|2021-12-30|59201.0|0|221787.0|0|213807.0|0|113834.0|0
0|2021-12-31|59201.0|0|221787.0|0|213807.0|0|113834.0|0
0|2022-01-01|59201.0|0|221787.0|0|213807.0|0|113834.0|0
0|2022-01-02|59201.0|0|221787.0|0|213807.0|0|113834.0|0
0|2022-01-03|59201.0|0|221787.0|0|213807.0|0|113834.0|0
0|2022-01-04|59201.0|0|221787.0|0|213807.0|0|113834.0|0
0|2022-01-05|59201.0|0|221787.0|0|213807.0|0|113834.0|0
0|2022-01-06|59201.0|0|221787.0|0|213807.0|0|113834.0|0
0|2022-01-07|59201.0|0|221787.0|0|213807.0|0|113834.0|0
0|2022-01-08|59201.0|0|221787.0|0|213807.0|0|113834.0|0
0|2022-01-09|59201.0|0|221787.0|0|213807.0|0|113834.0|0
0|2022-01-10|59201.0|0|221787.0|0|213807.0|0|113834.0|0
0|2022-01-11|59201.0|0|221787.0|0|213807.0|0|113834.0|0
0|2022-01-12|59201.0|0|221787.0|0|213807.0|0|113834.0|0
0|2022-01-13|59201.0|0|221787.0|0|213807.0|0|113834.0|0
0|2022-01-14|59201.0|0|221787.0|0|213807.0|0|113834.0|0
0|2022-01-15|59201.0|0|221787.0|0|213807.0|0|113834.0|0
0|2022-01-16|59201.0|0|221787.0|0|213807.0|0|113834.0|0
0|2022-01-17|59201.0|0|221787.0|0|213807.0|0|113834.0|0
