|dates|Monroe_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Monroe_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Monroe_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Monroe_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Monroe_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Monroe_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Monroe_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Monroe_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-29|2649.0|0|2649.0|0|68.0|0|0.0|100
0|2021-12-30|2649.0|0|2649.0|0|68.0|0|0.0|100
0|2021-12-31|2649.0|0|2649.0|0|68.0|0|0.0|100
0|2022-01-01|2649.0|0|2649.0|0|68.0|0|0.0|100
0|2022-01-02|2649.0|0|2649.0|0|68.0|0|0.0|100
0|2022-01-03|2689.0|0|2689.0|0|69.0|0|0.0|100
0|2022-01-04|2709.0|0|2709.0|0|69.0|0|0.0|100
0|2022-01-05|2731.0|0|2731.0|0|69.0|0|0.0|100
0|2022-01-06|2745.0|0|2745.0|0|69.0|0|0.0|100
0|2022-01-07|2758.0|0|2758.0|0|69.0|0|0.0|100
0|2022-01-08|2758.0|0|2758.0|0|69.0|0|0.0|100
0|2022-01-09|2758.0|0|2758.0|0|69.0|0|0.0|100
0|2022-01-10|2793.0|0|2793.0|0|69.0|0|0.0|100
0|2022-01-11|2815.0|0|2815.0|0|69.0|0|0.0|100
0|2022-01-12|2836.0|0|2836.0|0|69.0|0|0.0|100
0|2022-01-13|2836.0|0|2857.0|0|69.0|0|0.0|100
0|2022-01-14|2882.0|0|2882.0|0|69.0|0|0.0|100
0|2022-01-15|2882.0|0|2882.0|0|69.0|0|0.0|100
0|2022-01-16|2882.0|0|2882.0|0|69.0|0|0.0|100
0|2022-01-17|2882.0|0|0.0|100|69.0|0|0.0|100
