|dates|Lincoln_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Lincoln_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Lincoln_Tennessee_UnitedStates.NYT_ConfirmedCases.data|Lincoln_Tennessee_UnitedStates.NYT_ConfirmedCases.missing|Lincoln_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Lincoln_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Lincoln_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Lincoln_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-25|6824.0|0|6824.0|0|91.0|0|0.0|100
0|2021-11-26|6824.0|0|6824.0|0|91.0|0|0.0|100
0|2021-11-27|6824.0|0|6824.0|0|91.0|0|0.0|100
0|2021-11-28|6824.0|0|6824.0|0|91.0|0|0.0|100
0|2021-11-29|6836.0|0|6836.0|0|91.0|0|0.0|100
0|2021-11-30|6840.0|0|6840.0|0|92.0|0|0.0|100
0|2021-12-01|6847.0|0|6847.0|0|95.0|0|0.0|100
0|2021-12-02|6850.0|0|6850.0|0|96.0|0|0.0|100
0|2021-12-03|6857.0|0|6857.0|0|97.0|0|0.0|100
0|2021-12-04|6857.0|0|6857.0|0|97.0|0|0.0|100
0|2021-12-05|6857.0|0|6857.0|0|97.0|0|0.0|100
0|2021-12-06|6866.0|0|6866.0|0|99.0|0|0.0|100
0|2021-12-07|6873.0|0|6873.0|0|99.0|0|0.0|100
0|2021-12-08|6879.0|0|6879.0|0|99.0|0|0.0|100
0|2021-12-09|6879.0|0|6879.0|0|99.0|0|0.0|100
0|2021-12-10|6887.0|0|6887.0|0|99.0|0|0.0|100
0|2021-12-11|6887.0|0|6887.0|0|99.0|0|0.0|100
0|2021-12-12|6887.0|0|6887.0|0|99.0|0|0.0|100
0|2021-12-13|6895.0|0|6895.0|0|99.0|0|0.0|100
0|2021-12-14|6895.0|0|6901.0|0|99.0|0|0.0|100
0|2021-12-15|6907.0|0|6907.0|0|100.0|0|0.0|100
0|2021-12-16|6916.0|0|6916.0|0|100.0|0|0.0|100
0|2021-12-17|6923.0|0|6923.0|0|103.0|0|0.0|100
0|2021-12-18|6923.0|0|6923.0|0|103.0|0|0.0|100
0|2021-12-19|6923.0|0|6923.0|0|103.0|0|0.0|100
0|2021-12-20|6932.0|0|6932.0|0|104.0|0|0.0|100
0|2021-12-21|6938.0|0|6938.0|0|107.0|0|0.0|100
0|2021-12-22|6949.0|0|6949.0|0|108.0|0|0.0|100
0|2021-12-23|6964.0|0|6964.0|0|128.0|0|0.0|100
0|2021-12-24|6964.0|0|6964.0|0|128.0|0|0.0|100
0|2021-12-25|6964.0|0|6964.0|0|128.0|0|0.0|100
0|2021-12-26|6964.0|0|6964.0|0|128.0|0|0.0|100
0|2021-12-27|6981.0|0|6981.0|0|132.0|0|0.0|100
0|2021-12-28|6994.0|0|6994.0|0|132.0|0|0.0|100
0|2021-12-29|7017.0|0|7017.0|0|133.0|0|0.0|100
0|2021-12-30|7038.0|0|7038.0|0|133.0|0|0.0|100
0|2021-12-31|7038.0|0|7038.0|0|133.0|0|0.0|100
0|2022-01-01|7038.0|0|7038.0|0|133.0|0|0.0|100
0|2022-01-02|7038.0|0|7038.0|0|133.0|0|0.0|100
0|2022-01-03|7149.0|0|7149.0|0|133.0|0|0.0|100
0|2022-01-04|7171.0|0|7171.0|0|134.0|0|0.0|100
0|2022-01-05|7171.0|0|7171.0|0|134.0|0|0.0|100
0|2022-01-06|7171.0|0|7171.0|0|134.0|0|0.0|100
0|2022-01-07|7171.0|0|7171.0|0|134.0|0|0.0|100
0|2022-01-08|7171.0|0|7171.0|0|134.0|0|0.0|100
0|2022-01-09|7171.0|0|7171.0|0|134.0|0|0.0|100
0|2022-01-10|7171.0|0|7171.0|0|134.0|0|0.0|100
0|2022-01-11|7171.0|0|7171.0|0|134.0|0|0.0|100
0|2022-01-12|7416.0|0|7416.0|0|135.0|0|0.0|100
0|2022-01-13|7416.0|0|7416.0|0|135.0|0|0.0|100
0|2022-01-14|7416.0|0|7416.0|0|135.0|0|0.0|100
0|2022-01-15|7416.0|0|7416.0|0|135.0|0|0.0|100
0|2022-01-16|7416.0|0|7416.0|0|135.0|0|0.0|100
0|2022-01-17|7416.0|0|0.0|100|135.0|0|0.0|100
