|dates|Washoe_Nevada_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Washoe_Nevada_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Washoe_Nevada_UnitedStates.Male_Total_Population.data|Washoe_Nevada_UnitedStates.Male_Total_Population.missing|Washoe_Nevada_UnitedStates.Female_Total_Population.data|Washoe_Nevada_UnitedStates.Female_Total_Population.missing|Washoe_Nevada_UnitedStates.MaleAndFemale_Under18_Population.data|Washoe_Nevada_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-12|76161.0|0|234560.0|0|231175.0|0|100776.0|0
0|2021-11-13|76161.0|0|234560.0|0|231175.0|0|100776.0|0
0|2021-11-14|76161.0|0|234560.0|0|231175.0|0|100776.0|0
0|2021-11-15|76161.0|0|234560.0|0|231175.0|0|100776.0|0
0|2021-11-16|76161.0|0|234560.0|0|231175.0|0|100776.0|0
0|2021-11-17|76161.0|0|234560.0|0|231175.0|0|100776.0|0
0|2021-11-18|76161.0|0|234560.0|0|231175.0|0|100776.0|0
0|2021-11-19|76161.0|0|234560.0|0|231175.0|0|100776.0|0
0|2021-11-20|76161.0|0|234560.0|0|231175.0|0|100776.0|0
0|2021-11-21|76161.0|0|234560.0|0|231175.0|0|100776.0|0
0|2021-11-22|76161.0|0|234560.0|0|231175.0|0|100776.0|0
0|2021-11-23|76161.0|0|234560.0|0|231175.0|0|100776.0|0
0|2021-11-24|76161.0|0|234560.0|0|231175.0|0|100776.0|0
0|2021-11-25|76161.0|0|234560.0|0|231175.0|0|100776.0|0
0|2021-11-26|76161.0|0|234560.0|0|231175.0|0|100776.0|0
0|2021-11-27|76161.0|0|234560.0|0|231175.0|0|100776.0|0
0|2021-11-28|76161.0|0|234560.0|0|231175.0|0|100776.0|0
0|2021-11-29|76161.0|0|234560.0|0|231175.0|0|100776.0|0
0|2021-11-30|76161.0|0|234560.0|0|231175.0|0|100776.0|0
0|2021-12-01|76161.0|0|234560.0|0|231175.0|0|100776.0|0
0|2021-12-02|76161.0|0|234560.0|0|231175.0|0|100776.0|0
0|2021-12-03|76161.0|0|234560.0|0|231175.0|0|100776.0|0
0|2021-12-04|76161.0|0|234560.0|0|231175.0|0|100776.0|0
0|2021-12-05|76161.0|0|234560.0|0|231175.0|0|100776.0|0
0|2021-12-06|76161.0|0|234560.0|0|231175.0|0|100776.0|0
0|2021-12-07|76161.0|0|234560.0|0|231175.0|0|100776.0|0
0|2021-12-08|76161.0|0|234560.0|0|231175.0|0|100776.0|0
0|2021-12-09|76161.0|0|234560.0|0|231175.0|0|100776.0|0
0|2021-12-10|76161.0|0|234560.0|0|231175.0|0|100776.0|0
0|2021-12-11|76161.0|0|234560.0|0|231175.0|0|100776.0|0
0|2021-12-12|76161.0|0|234560.0|0|231175.0|0|100776.0|0
0|2021-12-13|76161.0|0|234560.0|0|231175.0|0|100776.0|0
0|2021-12-14|76161.0|0|234560.0|0|231175.0|0|100776.0|0
0|2021-12-15|76161.0|0|234560.0|0|231175.0|0|100776.0|0
0|2021-12-16|76161.0|0|234560.0|0|231175.0|0|100776.0|0
0|2021-12-17|76161.0|0|234560.0|0|231175.0|0|100776.0|0
0|2021-12-18|76161.0|0|234560.0|0|231175.0|0|100776.0|0
0|2021-12-19|76161.0|0|234560.0|0|231175.0|0|100776.0|0
0|2021-12-20|76161.0|0|234560.0|0|231175.0|0|100776.0|0
0|2021-12-21|76161.0|0|234560.0|0|231175.0|0|100776.0|0
0|2021-12-22|76161.0|0|234560.0|0|231175.0|0|100776.0|0
0|2021-12-23|76161.0|0|234560.0|0|231175.0|0|100776.0|0
0|2021-12-24|76161.0|0|234560.0|0|231175.0|0|100776.0|0
0|2021-12-25|76161.0|0|234560.0|0|231175.0|0|100776.0|0
0|2021-12-26|76161.0|0|234560.0|0|231175.0|0|100776.0|0
0|2021-12-27|76161.0|0|234560.0|0|231175.0|0|100776.0|0
0|2021-12-28|76161.0|0|234560.0|0|231175.0|0|100776.0|0
0|2021-12-29|76161.0|0|234560.0|0|231175.0|0|100776.0|0
0|2021-12-30|76161.0|0|234560.0|0|231175.0|0|100776.0|0
0|2021-12-31|76161.0|0|234560.0|0|231175.0|0|100776.0|0
0|2022-01-01|76161.0|0|234560.0|0|231175.0|0|100776.0|0
0|2022-01-02|76161.0|0|234560.0|0|231175.0|0|100776.0|0
0|2022-01-03|76161.0|0|234560.0|0|231175.0|0|100776.0|0
0|2022-01-04|76161.0|0|234560.0|0|231175.0|0|100776.0|0
0|2022-01-05|76161.0|0|234560.0|0|231175.0|0|100776.0|0
0|2022-01-06|76161.0|0|234560.0|0|231175.0|0|100776.0|0
0|2022-01-07|76161.0|0|234560.0|0|231175.0|0|100776.0|0
0|2022-01-08|76161.0|0|234560.0|0|231175.0|0|100776.0|0
0|2022-01-09|76161.0|0|234560.0|0|231175.0|0|100776.0|0
0|2022-01-10|76161.0|0|234560.0|0|231175.0|0|100776.0|0
0|2022-01-11|76161.0|0|234560.0|0|231175.0|0|100776.0|0
0|2022-01-12|76161.0|0|234560.0|0|231175.0|0|100776.0|0
0|2022-01-13|76161.0|0|234560.0|0|231175.0|0|100776.0|0
0|2022-01-14|76161.0|0|234560.0|0|231175.0|0|100776.0|0
0|2022-01-15|76161.0|0|234560.0|0|231175.0|0|100776.0|0
0|2022-01-16|76161.0|0|234560.0|0|231175.0|0|100776.0|0
0|2022-01-17|76161.0|0|234560.0|0|231175.0|0|100776.0|0
