|dates|Hocking_Ohio_UnitedStates.JHU_ConfirmedCases.data|Hocking_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Hocking_Ohio_UnitedStates.NYT_ConfirmedCases.data|Hocking_Ohio_UnitedStates.NYT_ConfirmedCases.missing|Hocking_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Hocking_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Hocking_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Hocking_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-09|3717.0|0|3717.0|0|89.0|0|0.0|100
0|2021-11-10|3717.0|0|3734.0|0|89.0|0|0.0|100
0|2021-11-11|3744.0|0|3744.0|0|89.0|0|0.0|100
0|2021-11-12|3755.0|0|3755.0|0|90.0|0|0.0|100
0|2021-11-13|3775.0|0|3775.0|0|90.0|0|0.0|100
0|2021-11-14|3786.0|0|3786.0|0|90.0|0|0.0|100
0|2021-11-15|3801.0|0|3801.0|0|90.0|0|0.0|100
0|2021-11-16|3819.0|0|3819.0|0|90.0|0|0.0|100
0|2021-11-17|3841.0|0|3841.0|0|90.0|0|0.0|100
0|2021-11-18|3852.0|0|3852.0|0|90.0|0|0.0|100
0|2021-11-19|3877.0|0|3877.0|0|90.0|0|0.0|100
0|2021-11-20|3889.0|0|3889.0|0|90.0|0|0.0|100
0|2021-11-21|3895.0|0|3895.0|0|90.0|0|0.0|100
0|2021-11-22|3911.0|0|3911.0|0|90.0|0|0.0|100
0|2021-11-23|3935.0|0|3935.0|0|90.0|0|0.0|100
0|2021-11-24|3952.0|0|3952.0|0|90.0|0|0.0|100
0|2021-11-25|3952.0|0|3952.0|0|90.0|0|0.0|100
0|2021-11-26|3968.0|0|3968.0|0|93.0|0|0.0|100
0|2021-11-27|3980.0|0|3980.0|0|93.0|0|0.0|100
0|2021-11-28|3996.0|0|3996.0|0|93.0|0|0.0|100
0|2021-11-29|4014.0|0|4014.0|0|93.0|0|0.0|100
0|2021-11-30|4030.0|0|4030.0|0|93.0|0|0.0|100
0|2021-12-01|4046.0|0|4046.0|0|93.0|0|0.0|100
0|2021-12-02|4071.0|0|4071.0|0|93.0|0|0.0|100
0|2021-12-03|4071.0|0|4101.0|0|93.0|0|0.0|100
0|2021-12-04|4120.0|0|4120.0|0|93.0|0|0.0|100
0|2021-12-05|4124.0|0|4124.0|0|93.0|0|0.0|100
0|2021-12-06|4142.0|0|4142.0|0|93.0|0|0.0|100
0|2021-12-07|4171.0|0|4171.0|0|93.0|0|0.0|100
0|2021-12-08|4188.0|0|4188.0|0|93.0|0|0.0|100
0|2021-12-09|4207.0|0|4207.0|0|93.0|0|0.0|100
0|2021-12-10|4229.0|0|4229.0|0|93.0|0|0.0|100
0|2021-12-11|4252.0|0|4252.0|0|93.0|0|0.0|100
0|2021-12-12|4258.0|0|4258.0|0|93.0|0|0.0|100
0|2021-12-13|4282.0|0|4282.0|0|93.0|0|0.0|100
0|2021-12-14|4282.0|0|4318.0|0|93.0|0|0.0|100
0|2021-12-15|4282.0|0|4344.0|0|93.0|0|0.0|100
0|2021-12-16|4377.0|0|4377.0|0|93.0|0|0.0|100
0|2021-12-17|4401.0|0|4401.0|0|94.0|0|0.0|100
0|2021-12-18|4420.0|0|4420.0|0|94.0|0|0.0|100
0|2021-12-19|4428.0|0|4428.0|0|94.0|0|0.0|100
0|2021-12-20|4440.0|0|4440.0|0|94.0|0|0.0|100
0|2021-12-21|4459.0|0|4459.0|0|94.0|0|0.0|100
0|2021-12-22|4471.0|0|4471.0|0|94.0|0|0.0|100
0|2021-12-23|4491.0|0|4491.0|0|94.0|0|0.0|100
0|2021-12-24|4510.0|0|4510.0|0|95.0|0|0.0|100
0|2021-12-25|4510.0|0|4510.0|0|95.0|0|0.0|100
0|2021-12-26|4528.0|0|4528.0|0|95.0|0|0.0|100
0|2021-12-27|4536.0|0|4536.0|0|95.0|0|0.0|100
0|2021-12-28|4597.0|0|4597.0|0|95.0|0|0.0|100
0|2021-12-29|4638.0|0|4638.0|0|95.0|0|0.0|100
0|2021-12-30|4694.0|0|4694.0|0|95.0|0|0.0|100
0|2021-12-31|4709.0|0|4709.0|0|96.0|0|0.0|100
0|2022-01-01|4709.0|0|4709.0|0|96.0|0|0.0|100
0|2022-01-02|4759.0|0|4759.0|0|96.0|0|0.0|100
0|2022-01-03|4802.0|0|4802.0|0|96.0|0|0.0|100
0|2022-01-04|4852.0|0|4852.0|0|98.0|0|0.0|100
0|2022-01-05|4899.0|0|4899.0|0|98.0|0|0.0|100
0|2022-01-06|4955.0|0|4955.0|0|98.0|0|0.0|100
0|2022-01-07|4995.0|0|4995.0|0|100.0|0|0.0|100
0|2022-01-08|5041.0|0|5041.0|0|100.0|0|0.0|100
0|2022-01-09|5061.0|0|5061.0|0|100.0|0|0.0|100
0|2022-01-10|5105.0|0|5105.0|0|100.0|0|0.0|100
0|2022-01-11|5142.0|0|5142.0|0|101.0|0|0.0|100
0|2022-01-12|5194.0|0|5194.0|0|101.0|0|0.0|100
0|2022-01-13|5194.0|0|5260.0|0|101.0|0|0.0|100
0|2022-01-14|5333.0|0|5333.0|0|103.0|0|0.0|100
0|2022-01-15|5433.0|0|5433.0|0|103.0|0|0.0|100
0|2022-01-16|5486.0|0|5486.0|0|103.0|0|0.0|100
0|2022-01-17|5521.0|0|0.0|100|103.0|0|0.0|100
