|dates|Reagan_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Reagan_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Reagan_Texas_UnitedStates.Male_Total_Population.data|Reagan_Texas_UnitedStates.Male_Total_Population.missing|Reagan_Texas_UnitedStates.Female_Total_Population.data|Reagan_Texas_UnitedStates.Female_Total_Population.missing|Reagan_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Reagan_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-12-01|420.0|0|2001.0|0|1740.0|0|1091.0|0
0|2021-12-02|420.0|0|2001.0|0|1740.0|0|1091.0|0
0|2021-12-03|420.0|0|2001.0|0|1740.0|0|1091.0|0
0|2021-12-04|420.0|0|2001.0|0|1740.0|0|1091.0|0
0|2021-12-05|420.0|0|2001.0|0|1740.0|0|1091.0|0
0|2021-12-06|420.0|0|2001.0|0|1740.0|0|1091.0|0
0|2021-12-07|420.0|0|2001.0|0|1740.0|0|1091.0|0
0|2021-12-08|420.0|0|2001.0|0|1740.0|0|1091.0|0
0|2021-12-09|420.0|0|2001.0|0|1740.0|0|1091.0|0
0|2021-12-10|420.0|0|2001.0|0|1740.0|0|1091.0|0
0|2021-12-11|420.0|0|2001.0|0|1740.0|0|1091.0|0
0|2021-12-12|420.0|0|2001.0|0|1740.0|0|1091.0|0
0|2021-12-13|420.0|0|2001.0|0|1740.0|0|1091.0|0
0|2021-12-14|420.0|0|2001.0|0|1740.0|0|1091.0|0
0|2021-12-15|420.0|0|2001.0|0|1740.0|0|1091.0|0
0|2021-12-16|420.0|0|2001.0|0|1740.0|0|1091.0|0
0|2021-12-17|420.0|0|2001.0|0|1740.0|0|1091.0|0
0|2021-12-18|420.0|0|2001.0|0|1740.0|0|1091.0|0
0|2021-12-19|420.0|0|2001.0|0|1740.0|0|1091.0|0
0|2021-12-20|420.0|0|2001.0|0|1740.0|0|1091.0|0
0|2021-12-21|420.0|0|2001.0|0|1740.0|0|1091.0|0
0|2021-12-22|420.0|0|2001.0|0|1740.0|0|1091.0|0
0|2021-12-23|420.0|0|2001.0|0|1740.0|0|1091.0|0
0|2021-12-24|420.0|0|2001.0|0|1740.0|0|1091.0|0
0|2021-12-25|420.0|0|2001.0|0|1740.0|0|1091.0|0
0|2021-12-26|420.0|0|2001.0|0|1740.0|0|1091.0|0
0|2021-12-27|420.0|0|2001.0|0|1740.0|0|1091.0|0
0|2021-12-28|420.0|0|2001.0|0|1740.0|0|1091.0|0
0|2021-12-29|420.0|0|2001.0|0|1740.0|0|1091.0|0
0|2021-12-30|420.0|0|2001.0|0|1740.0|0|1091.0|0
0|2021-12-31|420.0|0|2001.0|0|1740.0|0|1091.0|0
0|2022-01-01|420.0|0|2001.0|0|1740.0|0|1091.0|0
0|2022-01-02|420.0|0|2001.0|0|1740.0|0|1091.0|0
0|2022-01-03|420.0|0|2001.0|0|1740.0|0|1091.0|0
0|2022-01-04|420.0|0|2001.0|0|1740.0|0|1091.0|0
0|2022-01-05|420.0|0|2001.0|0|1740.0|0|1091.0|0
0|2022-01-06|420.0|0|2001.0|0|1740.0|0|1091.0|0
0|2022-01-07|420.0|0|2001.0|0|1740.0|0|1091.0|0
0|2022-01-08|420.0|0|2001.0|0|1740.0|0|1091.0|0
0|2022-01-09|420.0|0|2001.0|0|1740.0|0|1091.0|0
0|2022-01-10|420.0|0|2001.0|0|1740.0|0|1091.0|0
0|2022-01-11|420.0|0|2001.0|0|1740.0|0|1091.0|0
0|2022-01-12|420.0|0|2001.0|0|1740.0|0|1091.0|0
0|2022-01-13|420.0|0|2001.0|0|1740.0|0|1091.0|0
0|2022-01-14|420.0|0|2001.0|0|1740.0|0|1091.0|0
0|2022-01-15|420.0|0|2001.0|0|1740.0|0|1091.0|0
0|2022-01-16|420.0|0|2001.0|0|1740.0|0|1091.0|0
0|2022-01-17|420.0|0|2001.0|0|1740.0|0|1091.0|0
