|dates|Ector_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Ector_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Ector_Texas_UnitedStates.Male_Total_Population.data|Ector_Texas_UnitedStates.Male_Total_Population.missing|Ector_Texas_UnitedStates.Female_Total_Population.data|Ector_Texas_UnitedStates.Female_Total_Population.missing|Ector_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Ector_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-13|15760.0|0|82485.0|0|79639.0|0|48856.0|0
0|2021-11-14|15760.0|0|82485.0|0|79639.0|0|48856.0|0
0|2021-11-15|15760.0|0|82485.0|0|79639.0|0|48856.0|0
0|2021-11-16|15760.0|0|82485.0|0|79639.0|0|48856.0|0
0|2021-11-17|15760.0|0|82485.0|0|79639.0|0|48856.0|0
0|2021-11-18|15760.0|0|82485.0|0|79639.0|0|48856.0|0
0|2021-11-19|15760.0|0|82485.0|0|79639.0|0|48856.0|0
0|2021-11-20|15760.0|0|82485.0|0|79639.0|0|48856.0|0
0|2021-11-21|15760.0|0|82485.0|0|79639.0|0|48856.0|0
0|2021-11-22|15760.0|0|82485.0|0|79639.0|0|48856.0|0
0|2021-11-23|15760.0|0|82485.0|0|79639.0|0|48856.0|0
0|2021-11-24|15760.0|0|82485.0|0|79639.0|0|48856.0|0
0|2021-11-25|15760.0|0|82485.0|0|79639.0|0|48856.0|0
0|2021-11-26|15760.0|0|82485.0|0|79639.0|0|48856.0|0
0|2021-11-27|15760.0|0|82485.0|0|79639.0|0|48856.0|0
0|2021-11-28|15760.0|0|82485.0|0|79639.0|0|48856.0|0
0|2021-11-29|15760.0|0|82485.0|0|79639.0|0|48856.0|0
0|2021-11-30|15760.0|0|82485.0|0|79639.0|0|48856.0|0
0|2021-12-01|15760.0|0|82485.0|0|79639.0|0|48856.0|0
0|2021-12-02|15760.0|0|82485.0|0|79639.0|0|48856.0|0
0|2021-12-03|15760.0|0|82485.0|0|79639.0|0|48856.0|0
0|2021-12-04|15760.0|0|82485.0|0|79639.0|0|48856.0|0
0|2021-12-05|15760.0|0|82485.0|0|79639.0|0|48856.0|0
0|2021-12-06|15760.0|0|82485.0|0|79639.0|0|48856.0|0
0|2021-12-07|15760.0|0|82485.0|0|79639.0|0|48856.0|0
0|2021-12-08|15760.0|0|82485.0|0|79639.0|0|48856.0|0
0|2021-12-09|15760.0|0|82485.0|0|79639.0|0|48856.0|0
0|2021-12-10|15760.0|0|82485.0|0|79639.0|0|48856.0|0
0|2021-12-11|15760.0|0|82485.0|0|79639.0|0|48856.0|0
0|2021-12-12|15760.0|0|82485.0|0|79639.0|0|48856.0|0
0|2021-12-13|15760.0|0|82485.0|0|79639.0|0|48856.0|0
0|2021-12-14|15760.0|0|82485.0|0|79639.0|0|48856.0|0
0|2021-12-15|15760.0|0|82485.0|0|79639.0|0|48856.0|0
0|2021-12-16|15760.0|0|82485.0|0|79639.0|0|48856.0|0
0|2021-12-17|15760.0|0|82485.0|0|79639.0|0|48856.0|0
0|2021-12-18|15760.0|0|82485.0|0|79639.0|0|48856.0|0
0|2021-12-19|15760.0|0|82485.0|0|79639.0|0|48856.0|0
0|2021-12-20|15760.0|0|82485.0|0|79639.0|0|48856.0|0
0|2021-12-21|15760.0|0|82485.0|0|79639.0|0|48856.0|0
0|2021-12-22|15760.0|0|82485.0|0|79639.0|0|48856.0|0
0|2021-12-23|15760.0|0|82485.0|0|79639.0|0|48856.0|0
0|2021-12-24|15760.0|0|82485.0|0|79639.0|0|48856.0|0
0|2021-12-25|15760.0|0|82485.0|0|79639.0|0|48856.0|0
0|2021-12-26|15760.0|0|82485.0|0|79639.0|0|48856.0|0
0|2021-12-27|15760.0|0|82485.0|0|79639.0|0|48856.0|0
0|2021-12-28|15760.0|0|82485.0|0|79639.0|0|48856.0|0
0|2021-12-29|15760.0|0|82485.0|0|79639.0|0|48856.0|0
0|2021-12-30|15760.0|0|82485.0|0|79639.0|0|48856.0|0
0|2021-12-31|15760.0|0|82485.0|0|79639.0|0|48856.0|0
0|2022-01-01|15760.0|0|82485.0|0|79639.0|0|48856.0|0
0|2022-01-02|15760.0|0|82485.0|0|79639.0|0|48856.0|0
0|2022-01-03|15760.0|0|82485.0|0|79639.0|0|48856.0|0
0|2022-01-04|15760.0|0|82485.0|0|79639.0|0|48856.0|0
0|2022-01-05|15760.0|0|82485.0|0|79639.0|0|48856.0|0
0|2022-01-06|15760.0|0|82485.0|0|79639.0|0|48856.0|0
0|2022-01-07|15760.0|0|82485.0|0|79639.0|0|48856.0|0
0|2022-01-08|15760.0|0|82485.0|0|79639.0|0|48856.0|0
0|2022-01-09|15760.0|0|82485.0|0|79639.0|0|48856.0|0
0|2022-01-10|15760.0|0|82485.0|0|79639.0|0|48856.0|0
0|2022-01-11|15760.0|0|82485.0|0|79639.0|0|48856.0|0
0|2022-01-12|15760.0|0|82485.0|0|79639.0|0|48856.0|0
0|2022-01-13|15760.0|0|82485.0|0|79639.0|0|48856.0|0
0|2022-01-14|15760.0|0|82485.0|0|79639.0|0|48856.0|0
0|2022-01-15|15760.0|0|82485.0|0|79639.0|0|48856.0|0
0|2022-01-16|15760.0|0|82485.0|0|79639.0|0|48856.0|0
0|2022-01-17|15760.0|0|82485.0|0|79639.0|0|48856.0|0
