|dates|Grant_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|Grant_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|Grant_Wisconsin_UnitedStates.NYT_ConfirmedCases.data|Grant_Wisconsin_UnitedStates.NYT_ConfirmedCases.missing|Grant_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|Grant_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|Grant_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|Grant_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-15|7972.0|0|7972.0|0|117.0|0|0.0|100
0|2021-11-16|8024.0|0|8024.0|0|119.0|0|0.0|100
0|2021-11-17|8058.0|0|8058.0|0|119.0|0|0.0|100
0|2021-11-18|8091.0|0|8091.0|0|119.0|0|0.0|100
0|2021-11-19|8141.0|0|8141.0|0|119.0|0|0.0|100
0|2021-11-20|8141.0|0|8141.0|0|119.0|0|0.0|100
0|2021-11-21|8141.0|0|8141.0|0|119.0|0|0.0|100
0|2021-11-22|8235.0|0|8235.0|0|119.0|0|0.0|100
0|2021-11-23|8259.0|0|8259.0|0|119.0|0|0.0|100
0|2021-11-24|8306.0|0|8306.0|0|119.0|0|0.0|100
0|2021-11-25|8345.0|0|8345.0|0|119.0|0|0.0|100
0|2021-11-26|8361.0|0|8361.0|0|119.0|0|0.0|100
0|2021-11-27|8361.0|0|8361.0|0|119.0|0|0.0|100
0|2021-11-28|8361.0|0|8361.0|0|119.0|0|0.0|100
0|2021-11-29|8408.0|0|8408.0|0|119.0|0|0.0|100
0|2021-11-30|8455.0|0|8455.0|0|119.0|0|0.0|100
0|2021-12-01|8510.0|0|8510.0|0|119.0|0|0.0|100
0|2021-12-02|8552.0|0|8552.0|0|119.0|0|0.0|100
0|2021-12-03|8605.0|0|8605.0|0|121.0|0|0.0|100
0|2021-12-04|8605.0|0|8605.0|0|121.0|0|0.0|100
0|2021-12-05|8605.0|0|8605.0|0|121.0|0|0.0|100
0|2021-12-06|8605.0|0|8605.0|0|121.0|0|0.0|100
0|2021-12-07|8605.0|0|8605.0|0|121.0|0|0.0|100
0|2021-12-08|8746.0|0|8746.0|0|122.0|0|0.0|100
0|2021-12-09|8835.0|0|8835.0|0|123.0|0|0.0|100
0|2021-12-10|8889.0|0|8889.0|0|123.0|0|0.0|100
0|2021-12-11|8889.0|0|8889.0|0|123.0|0|0.0|100
0|2021-12-12|8889.0|0|8889.0|0|123.0|0|0.0|100
0|2021-12-13|8966.0|0|8966.0|0|123.0|0|0.0|100
0|2021-12-14|8966.0|0|9006.0|0|123.0|0|0.0|100
0|2021-12-15|9055.0|0|9055.0|0|123.0|0|0.0|100
0|2021-12-16|9093.0|0|9093.0|0|124.0|0|0.0|100
0|2021-12-17|9123.0|0|9123.0|0|124.0|0|0.0|100
0|2021-12-18|9123.0|0|9123.0|0|124.0|0|0.0|100
0|2021-12-19|9123.0|0|9123.0|0|124.0|0|0.0|100
0|2021-12-20|9192.0|0|9192.0|0|124.0|0|0.0|100
0|2021-12-21|9220.0|0|9220.0|0|125.0|0|0.0|100
0|2021-12-22|9268.0|0|9268.0|0|125.0|0|0.0|100
0|2021-12-23|9303.0|0|9303.0|0|125.0|0|0.0|100
0|2021-12-24|9346.0|0|9346.0|0|126.0|0|0.0|100
0|2021-12-25|9346.0|0|9346.0|0|126.0|0|0.0|100
0|2021-12-26|9346.0|0|9346.0|0|126.0|0|0.0|100
0|2021-12-27|9370.0|0|9370.0|0|126.0|0|0.0|100
0|2021-12-28|9421.0|0|9421.0|0|127.0|0|0.0|100
0|2021-12-29|9460.0|0|9460.0|0|127.0|0|0.0|100
0|2021-12-30|9487.0|0|9487.0|0|127.0|0|0.0|100
0|2021-12-31|9554.0|0|9554.0|0|127.0|0|0.0|100
0|2022-01-01|9554.0|0|9554.0|0|127.0|0|0.0|100
0|2022-01-02|9554.0|0|9554.0|0|127.0|0|0.0|100
0|2022-01-03|9605.0|0|9605.0|0|127.0|0|0.0|100
0|2022-01-04|9605.0|0|9690.0|0|127.0|0|0.0|100
0|2022-01-05|9796.0|0|9796.0|0|129.0|0|0.0|100
0|2022-01-06|9875.0|0|9875.0|0|129.0|0|0.0|100
0|2022-01-07|9974.0|0|9974.0|0|129.0|0|0.0|100
0|2022-01-08|9974.0|0|9974.0|0|129.0|0|0.0|100
0|2022-01-09|9974.0|0|9974.0|0|129.0|0|0.0|100
0|2022-01-10|10160.0|0|10160.0|0|129.0|0|0.0|100
0|2022-01-11|10273.0|0|10273.0|0|129.0|0|0.0|100
0|2022-01-12|10383.0|0|10383.0|0|129.0|0|0.0|100
0|2022-01-13|10383.0|0|10524.0|0|129.0|0|0.0|100
0|2022-01-14|10383.0|0|10644.0|0|132.0|0|0.0|100
0|2022-01-15|10644.0|0|10644.0|0|132.0|0|0.0|100
0|2022-01-16|10644.0|0|10644.0|0|132.0|0|0.0|100
0|2022-01-17|10815.0|0|0.0|100|132.0|0|0.0|100
