|dates|Campbell_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Campbell_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Campbell_Tennessee_UnitedStates.NYT_ConfirmedCases.data|Campbell_Tennessee_UnitedStates.NYT_ConfirmedCases.missing|Campbell_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Campbell_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Campbell_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Campbell_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-16|7752.0|0|7752.0|0|95.0|0|0.0|100
0|2021-12-17|7764.0|0|7764.0|0|96.0|0|0.0|100
0|2021-12-18|7764.0|0|7764.0|0|96.0|0|0.0|100
0|2021-12-19|7764.0|0|7764.0|0|96.0|0|0.0|100
0|2021-12-20|7794.0|0|7794.0|0|97.0|0|0.0|100
0|2021-12-21|7813.0|0|7813.0|0|98.0|0|0.0|100
0|2021-12-22|7829.0|0|7829.0|0|98.0|0|0.0|100
0|2021-12-23|7854.0|0|7854.0|0|121.0|0|0.0|100
0|2021-12-24|7854.0|0|7854.0|0|121.0|0|0.0|100
0|2021-12-25|7854.0|0|7854.0|0|121.0|0|0.0|100
0|2021-12-26|7854.0|0|7854.0|0|121.0|0|0.0|100
0|2021-12-27|7891.0|0|7891.0|0|126.0|0|0.0|100
0|2021-12-28|7951.0|0|7951.0|0|128.0|0|0.0|100
0|2021-12-29|7989.0|0|7989.0|0|128.0|0|0.0|100
0|2021-12-30|8026.0|0|8026.0|0|128.0|0|0.0|100
0|2021-12-31|8026.0|0|8026.0|0|128.0|0|0.0|100
0|2022-01-01|8026.0|0|8026.0|0|128.0|0|0.0|100
0|2022-01-02|8026.0|0|8026.0|0|128.0|0|0.0|100
0|2022-01-03|8157.0|0|8157.0|0|128.0|0|0.0|100
0|2022-01-04|8182.0|0|8182.0|0|128.0|0|0.0|100
0|2022-01-05|8182.0|0|8182.0|0|129.0|0|0.0|100
0|2022-01-06|8182.0|0|8182.0|0|129.0|0|0.0|100
0|2022-01-07|8182.0|0|8182.0|0|129.0|0|0.0|100
0|2022-01-08|8182.0|0|8182.0|0|129.0|0|0.0|100
0|2022-01-09|8182.0|0|8182.0|0|129.0|0|0.0|100
0|2022-01-10|8182.0|0|8182.0|0|129.0|0|0.0|100
0|2022-01-11|8182.0|0|8182.0|0|129.0|0|0.0|100
0|2022-01-12|8499.0|0|8499.0|0|129.0|0|0.0|100
0|2022-01-13|8499.0|0|8499.0|0|129.0|0|0.0|100
0|2022-01-14|8499.0|0|8499.0|0|129.0|0|0.0|100
0|2022-01-15|8499.0|0|8499.0|0|129.0|0|0.0|100
0|2022-01-16|8499.0|0|8499.0|0|129.0|0|0.0|100
0|2022-01-17|8499.0|0|0.0|100|129.0|0|0.0|100
