|dates|Owsley_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Owsley_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Owsley_Kentucky_UnitedStates.Male_Total_Population.data|Owsley_Kentucky_UnitedStates.Male_Total_Population.missing|Owsley_Kentucky_UnitedStates.Female_Total_Population.data|Owsley_Kentucky_UnitedStates.Female_Total_Population.missing|Owsley_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Owsley_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-12-19|877.0|0|2208.0|0|2264.0|0|1009.0|0
0|2021-12-20|877.0|0|2208.0|0|2264.0|0|1009.0|0
0|2021-12-21|877.0|0|2208.0|0|2264.0|0|1009.0|0
0|2021-12-22|877.0|0|2208.0|0|2264.0|0|1009.0|0
0|2021-12-23|877.0|0|2208.0|0|2264.0|0|1009.0|0
0|2021-12-24|877.0|0|2208.0|0|2264.0|0|1009.0|0
0|2021-12-25|877.0|0|2208.0|0|2264.0|0|1009.0|0
0|2021-12-26|877.0|0|2208.0|0|2264.0|0|1009.0|0
0|2021-12-27|877.0|0|2208.0|0|2264.0|0|1009.0|0
0|2021-12-28|877.0|0|2208.0|0|2264.0|0|1009.0|0
0|2021-12-29|877.0|0|2208.0|0|2264.0|0|1009.0|0
0|2021-12-30|877.0|0|2208.0|0|2264.0|0|1009.0|0
0|2021-12-31|877.0|0|2208.0|0|2264.0|0|1009.0|0
0|2022-01-01|877.0|0|2208.0|0|2264.0|0|1009.0|0
0|2022-01-02|877.0|0|2208.0|0|2264.0|0|1009.0|0
0|2022-01-03|877.0|0|2208.0|0|2264.0|0|1009.0|0
0|2022-01-04|877.0|0|2208.0|0|2264.0|0|1009.0|0
0|2022-01-05|877.0|0|2208.0|0|2264.0|0|1009.0|0
0|2022-01-06|877.0|0|2208.0|0|2264.0|0|1009.0|0
0|2022-01-07|877.0|0|2208.0|0|2264.0|0|1009.0|0
0|2022-01-08|877.0|0|2208.0|0|2264.0|0|1009.0|0
0|2022-01-09|877.0|0|2208.0|0|2264.0|0|1009.0|0
0|2022-01-10|877.0|0|2208.0|0|2264.0|0|1009.0|0
0|2022-01-11|877.0|0|2208.0|0|2264.0|0|1009.0|0
0|2022-01-12|877.0|0|2208.0|0|2264.0|0|1009.0|0
0|2022-01-13|877.0|0|2208.0|0|2264.0|0|1009.0|0
0|2022-01-14|877.0|0|2208.0|0|2264.0|0|1009.0|0
0|2022-01-15|877.0|0|2208.0|0|2264.0|0|1009.0|0
0|2022-01-16|877.0|0|2208.0|0|2264.0|0|1009.0|0
0|2022-01-17|877.0|0|2208.0|0|2264.0|0|1009.0|0
