|dates|Lake_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lake_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lake_Florida_UnitedStates.Male_Total_Population.data|Lake_Florida_UnitedStates.Male_Total_Population.missing|Lake_Florida_UnitedStates.Female_Total_Population.data|Lake_Florida_UnitedStates.Female_Total_Population.missing|Lake_Florida_UnitedStates.MaleAndFemale_Under18_Population.data|Lake_Florida_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-14|95109.0|0|172515.0|0|183980.0|0|68268.0|0
0|2021-11-15|95109.0|0|172515.0|0|183980.0|0|68268.0|0
0|2021-11-16|95109.0|0|172515.0|0|183980.0|0|68268.0|0
0|2021-11-17|95109.0|0|172515.0|0|183980.0|0|68268.0|0
0|2021-11-18|95109.0|0|172515.0|0|183980.0|0|68268.0|0
0|2021-11-19|95109.0|0|172515.0|0|183980.0|0|68268.0|0
0|2021-11-20|95109.0|0|172515.0|0|183980.0|0|68268.0|0
0|2021-11-21|95109.0|0|172515.0|0|183980.0|0|68268.0|0
0|2021-11-22|95109.0|0|172515.0|0|183980.0|0|68268.0|0
0|2021-11-23|95109.0|0|172515.0|0|183980.0|0|68268.0|0
0|2021-11-24|95109.0|0|172515.0|0|183980.0|0|68268.0|0
0|2021-11-25|95109.0|0|172515.0|0|183980.0|0|68268.0|0
0|2021-11-26|95109.0|0|172515.0|0|183980.0|0|68268.0|0
0|2021-11-27|95109.0|0|172515.0|0|183980.0|0|68268.0|0
0|2021-11-28|95109.0|0|172515.0|0|183980.0|0|68268.0|0
0|2021-11-29|95109.0|0|172515.0|0|183980.0|0|68268.0|0
0|2021-11-30|95109.0|0|172515.0|0|183980.0|0|68268.0|0
0|2021-12-01|95109.0|0|172515.0|0|183980.0|0|68268.0|0
0|2021-12-02|95109.0|0|172515.0|0|183980.0|0|68268.0|0
0|2021-12-03|95109.0|0|172515.0|0|183980.0|0|68268.0|0
0|2021-12-04|95109.0|0|172515.0|0|183980.0|0|68268.0|0
0|2021-12-05|95109.0|0|172515.0|0|183980.0|0|68268.0|0
0|2021-12-06|95109.0|0|172515.0|0|183980.0|0|68268.0|0
0|2021-12-07|95109.0|0|172515.0|0|183980.0|0|68268.0|0
0|2021-12-08|95109.0|0|172515.0|0|183980.0|0|68268.0|0
0|2021-12-09|95109.0|0|172515.0|0|183980.0|0|68268.0|0
0|2021-12-10|95109.0|0|172515.0|0|183980.0|0|68268.0|0
0|2021-12-11|95109.0|0|172515.0|0|183980.0|0|68268.0|0
0|2021-12-12|95109.0|0|172515.0|0|183980.0|0|68268.0|0
0|2021-12-13|95109.0|0|172515.0|0|183980.0|0|68268.0|0
0|2021-12-14|95109.0|0|172515.0|0|183980.0|0|68268.0|0
0|2021-12-15|95109.0|0|172515.0|0|183980.0|0|68268.0|0
0|2021-12-16|95109.0|0|172515.0|0|183980.0|0|68268.0|0
0|2021-12-17|95109.0|0|172515.0|0|183980.0|0|68268.0|0
0|2021-12-18|95109.0|0|172515.0|0|183980.0|0|68268.0|0
0|2021-12-19|95109.0|0|172515.0|0|183980.0|0|68268.0|0
0|2021-12-20|95109.0|0|172515.0|0|183980.0|0|68268.0|0
0|2021-12-21|95109.0|0|172515.0|0|183980.0|0|68268.0|0
0|2021-12-22|95109.0|0|172515.0|0|183980.0|0|68268.0|0
0|2021-12-23|95109.0|0|172515.0|0|183980.0|0|68268.0|0
0|2021-12-24|95109.0|0|172515.0|0|183980.0|0|68268.0|0
0|2021-12-25|95109.0|0|172515.0|0|183980.0|0|68268.0|0
0|2021-12-26|95109.0|0|172515.0|0|183980.0|0|68268.0|0
0|2021-12-27|95109.0|0|172515.0|0|183980.0|0|68268.0|0
0|2021-12-28|95109.0|0|172515.0|0|183980.0|0|68268.0|0
0|2021-12-29|95109.0|0|172515.0|0|183980.0|0|68268.0|0
0|2021-12-30|95109.0|0|172515.0|0|183980.0|0|68268.0|0
0|2021-12-31|95109.0|0|172515.0|0|183980.0|0|68268.0|0
0|2022-01-01|95109.0|0|172515.0|0|183980.0|0|68268.0|0
0|2022-01-02|95109.0|0|172515.0|0|183980.0|0|68268.0|0
0|2022-01-03|95109.0|0|172515.0|0|183980.0|0|68268.0|0
0|2022-01-04|95109.0|0|172515.0|0|183980.0|0|68268.0|0
0|2022-01-05|95109.0|0|172515.0|0|183980.0|0|68268.0|0
0|2022-01-06|95109.0|0|172515.0|0|183980.0|0|68268.0|0
0|2022-01-07|95109.0|0|172515.0|0|183980.0|0|68268.0|0
0|2022-01-08|95109.0|0|172515.0|0|183980.0|0|68268.0|0
0|2022-01-09|95109.0|0|172515.0|0|183980.0|0|68268.0|0
0|2022-01-10|95109.0|0|172515.0|0|183980.0|0|68268.0|0
0|2022-01-11|95109.0|0|172515.0|0|183980.0|0|68268.0|0
0|2022-01-12|95109.0|0|172515.0|0|183980.0|0|68268.0|0
0|2022-01-13|95109.0|0|172515.0|0|183980.0|0|68268.0|0
0|2022-01-14|95109.0|0|172515.0|0|183980.0|0|68268.0|0
0|2022-01-15|95109.0|0|172515.0|0|183980.0|0|68268.0|0
0|2022-01-16|95109.0|0|172515.0|0|183980.0|0|68268.0|0
0|2022-01-17|95109.0|0|172515.0|0|183980.0|0|68268.0|0
