|dates|Bourbon_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Bourbon_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Bourbon_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Bourbon_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Bourbon_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Bourbon_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Bourbon_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Bourbon_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-06|3573.0|0|3573.0|0|39.0|0|0.0|100
0|2021-12-07|3578.0|0|3578.0|0|40.0|0|0.0|100
0|2021-12-08|3601.0|0|3601.0|0|40.0|0|0.0|100
0|2021-12-09|3605.0|0|3605.0|0|41.0|0|0.0|100
0|2021-12-10|3630.0|0|3630.0|0|41.0|0|0.0|100
0|2021-12-11|3630.0|0|3630.0|0|41.0|0|0.0|100
0|2021-12-12|3630.0|0|3630.0|0|41.0|0|0.0|100
0|2021-12-13|3642.0|0|3642.0|0|42.0|0|0.0|100
0|2021-12-14|3642.0|0|3655.0|0|42.0|0|0.0|100
0|2021-12-15|3668.0|0|3668.0|0|42.0|0|0.0|100
0|2021-12-16|3687.0|0|3687.0|0|42.0|0|0.0|100
0|2021-12-17|3694.0|0|3694.0|0|42.0|0|0.0|100
0|2021-12-18|3694.0|0|3694.0|0|42.0|0|0.0|100
0|2021-12-19|3694.0|0|3694.0|0|42.0|0|0.0|100
0|2021-12-20|3718.0|0|3718.0|0|42.0|0|0.0|100
0|2021-12-21|3727.0|0|3727.0|0|42.0|0|0.0|100
0|2021-12-22|3737.0|0|3737.0|0|42.0|0|0.0|100
0|2021-12-23|3737.0|0|3737.0|0|42.0|0|0.0|100
0|2021-12-24|3737.0|0|3737.0|0|42.0|0|0.0|100
0|2021-12-25|3737.0|0|3737.0|0|42.0|0|0.0|100
0|2021-12-26|3737.0|0|3737.0|0|42.0|0|0.0|100
0|2021-12-27|3791.0|0|3791.0|0|42.0|0|0.0|100
0|2021-12-28|3805.0|0|3805.0|0|42.0|0|0.0|100
0|2021-12-29|3828.0|0|3828.0|0|42.0|0|0.0|100
0|2021-12-30|3828.0|0|3828.0|0|42.0|0|0.0|100
0|2021-12-31|3828.0|0|3828.0|0|42.0|0|0.0|100
0|2022-01-01|3828.0|0|3828.0|0|42.0|0|0.0|100
0|2022-01-02|3828.0|0|3828.0|0|42.0|0|0.0|100
0|2022-01-03|3919.0|0|3919.0|0|43.0|0|0.0|100
0|2022-01-04|3938.0|0|3938.0|0|44.0|0|0.0|100
0|2022-01-05|3976.0|0|3976.0|0|44.0|0|0.0|100
0|2022-01-06|4016.0|0|4016.0|0|44.0|0|0.0|100
0|2022-01-07|4064.0|0|4064.0|0|44.0|0|0.0|100
0|2022-01-08|4064.0|0|4064.0|0|44.0|0|0.0|100
0|2022-01-09|4064.0|0|4064.0|0|44.0|0|0.0|100
0|2022-01-10|4121.0|0|4121.0|0|45.0|0|0.0|100
0|2022-01-11|4155.0|0|4155.0|0|45.0|0|0.0|100
0|2022-01-12|4198.0|0|4198.0|0|45.0|0|0.0|100
0|2022-01-13|4198.0|0|4243.0|0|45.0|0|0.0|100
0|2022-01-14|4305.0|0|4305.0|0|45.0|0|0.0|100
0|2022-01-15|4305.0|0|4305.0|0|45.0|0|0.0|100
0|2022-01-16|4305.0|0|4305.0|0|45.0|0|0.0|100
0|2022-01-17|4305.0|0|0.0|100|45.0|0|0.0|100
