|dates|Warren_NewYork_UnitedStates.JHU_ConfirmedCases.data|Warren_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Warren_NewYork_UnitedStates.NYT_ConfirmedCases.data|Warren_NewYork_UnitedStates.NYT_ConfirmedCases.missing|Warren_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Warren_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Warren_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Warren_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-20|8381.0|0|8381.0|0|103.0|0|0.0|100
0|2021-12-21|8414.0|0|8414.0|0|103.0|0|0.0|100
0|2021-12-22|8476.0|0|8476.0|0|103.0|0|0.0|100
0|2021-12-23|8550.0|0|8550.0|0|103.0|0|0.0|100
0|2021-12-24|8617.0|0|8617.0|0|103.0|0|0.0|100
0|2021-12-25|8617.0|0|8617.0|0|103.0|0|0.0|100
0|2021-12-26|8726.0|0|8726.0|0|103.0|0|0.0|100
0|2021-12-27|8748.0|0|8748.0|0|104.0|0|0.0|100
0|2021-12-28|8782.0|0|8782.0|0|104.0|0|0.0|100
0|2021-12-29|8893.0|0|8893.0|0|104.0|0|0.0|100
0|2021-12-30|8986.0|0|8986.0|0|105.0|0|0.0|100
0|2021-12-31|9116.0|0|9116.0|0|105.0|0|0.0|100
0|2022-01-01|9116.0|0|9221.0|0|105.0|0|0.0|100
0|2022-01-02|9116.0|0|9336.0|0|107.0|0|0.0|100
0|2022-01-03|9441.0|0|9441.0|0|107.0|0|0.0|100
0|2022-01-04|9553.0|0|9553.0|0|108.0|0|0.0|100
0|2022-01-05|9725.0|0|9725.0|0|108.0|0|0.0|100
0|2022-01-06|9934.0|0|9934.0|0|109.0|0|0.0|100
0|2022-01-07|10094.0|0|10094.0|0|109.0|0|0.0|100
0|2022-01-08|10360.0|0|10360.0|0|109.0|0|0.0|100
0|2022-01-09|10523.0|0|10523.0|0|111.0|0|0.0|100
0|2022-01-10|10642.0|0|10642.0|0|111.0|0|0.0|100
0|2022-01-11|10729.0|0|10729.0|0|111.0|0|0.0|100
0|2022-01-12|10883.0|0|10883.0|0|112.0|0|0.0|100
0|2022-01-13|10883.0|0|11065.0|0|112.0|0|0.0|100
0|2022-01-14|11257.0|0|11257.0|0|114.0|0|0.0|100
0|2022-01-15|11407.0|0|11407.0|0|114.0|0|0.0|100
0|2022-01-16|11533.0|0|11533.0|0|114.0|0|0.0|100
0|2022-01-17|11612.0|0|0.0|100|114.0|0|0.0|100
