|dates|Northampton_Virginia_UnitedStates.JHU_ConfirmedCases.data|Northampton_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Northampton_Virginia_UnitedStates.NYT_ConfirmedCases.data|Northampton_Virginia_UnitedStates.NYT_ConfirmedCases.missing|Northampton_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Northampton_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Northampton_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Northampton_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-09|1161.0|0|1161.0|0|45.0|0|0.0|100
0|2021-11-10|1161.0|0|1161.0|0|46.0|0|0.0|100
0|2021-11-11|1161.0|0|1161.0|0|46.0|0|0.0|100
0|2021-11-12|1162.0|0|1162.0|0|46.0|0|0.0|100
0|2021-11-13|1162.0|0|1162.0|0|46.0|0|0.0|100
0|2021-11-14|1162.0|0|1162.0|0|46.0|0|0.0|100
0|2021-11-15|1166.0|0|1166.0|0|46.0|0|0.0|100
0|2021-11-16|1166.0|0|1166.0|0|46.0|0|0.0|100
0|2021-11-17|1166.0|0|1166.0|0|46.0|0|0.0|100
0|2021-11-18|1167.0|0|1167.0|0|46.0|0|0.0|100
0|2021-11-19|1169.0|0|1169.0|0|46.0|0|0.0|100
0|2021-11-20|1169.0|0|1169.0|0|46.0|0|0.0|100
0|2021-11-21|1169.0|0|1169.0|0|46.0|0|0.0|100
0|2021-11-22|1171.0|0|1171.0|0|46.0|0|0.0|100
0|2021-11-23|1175.0|0|1175.0|0|46.0|0|0.0|100
0|2021-11-24|1176.0|0|1176.0|0|46.0|0|0.0|100
0|2021-11-25|1178.0|0|1178.0|0|46.0|0|0.0|100
0|2021-11-26|1179.0|0|1179.0|0|46.0|0|0.0|100
0|2021-11-27|1179.0|0|1179.0|0|46.0|0|0.0|100
0|2021-11-28|1179.0|0|1179.0|0|46.0|0|0.0|100
0|2021-11-29|1180.0|0|1180.0|0|46.0|0|0.0|100
0|2021-11-30|1180.0|0|1180.0|0|46.0|0|0.0|100
0|2021-12-01|1181.0|0|1181.0|0|46.0|0|0.0|100
0|2021-12-02|1182.0|0|1182.0|0|46.0|0|0.0|100
0|2021-12-03|1185.0|0|1185.0|0|46.0|0|0.0|100
0|2021-12-04|1185.0|0|1185.0|0|46.0|0|0.0|100
0|2021-12-05|1185.0|0|1185.0|0|46.0|0|0.0|100
0|2021-12-06|1196.0|0|1196.0|0|46.0|0|0.0|100
0|2021-12-07|1197.0|0|1197.0|0|47.0|0|0.0|100
0|2021-12-08|1197.0|0|1197.0|0|47.0|0|0.0|100
0|2021-12-09|1200.0|0|1200.0|0|47.0|0|0.0|100
0|2021-12-10|1201.0|0|1201.0|0|47.0|0|0.0|100
0|2021-12-11|1201.0|0|1201.0|0|47.0|0|0.0|100
0|2021-12-12|1201.0|0|1201.0|0|47.0|0|0.0|100
0|2021-12-13|1204.0|0|1204.0|0|47.0|0|0.0|100
0|2021-12-14|1204.0|0|1204.0|0|47.0|0|0.0|100
0|2021-12-15|1204.0|0|1204.0|0|48.0|0|0.0|100
0|2021-12-16|1209.0|0|1209.0|0|48.0|0|0.0|100
0|2021-12-17|1210.0|0|1210.0|0|48.0|0|0.0|100
0|2021-12-18|1210.0|0|1210.0|0|48.0|0|0.0|100
0|2021-12-19|1210.0|0|1210.0|0|48.0|0|0.0|100
0|2021-12-20|1215.0|0|1215.0|0|48.0|0|0.0|100
0|2021-12-21|1215.0|0|1215.0|0|48.0|0|0.0|100
0|2021-12-22|1218.0|0|1218.0|0|48.0|0|0.0|100
0|2021-12-23|1221.0|0|1221.0|0|48.0|0|0.0|100
0|2021-12-24|1224.0|0|1224.0|0|48.0|0|0.0|100
0|2021-12-25|1224.0|0|1224.0|0|48.0|0|0.0|100
0|2021-12-26|1224.0|0|1224.0|0|48.0|0|0.0|100
0|2021-12-27|1233.0|0|1233.0|0|48.0|0|0.0|100
0|2021-12-28|1235.0|0|1235.0|0|49.0|0|0.0|100
0|2021-12-29|1239.0|0|1239.0|0|49.0|0|0.0|100
0|2021-12-30|1260.0|0|1260.0|0|49.0|0|0.0|100
0|2021-12-31|1263.0|0|1263.0|0|49.0|0|0.0|100
0|2022-01-01|1263.0|0|1263.0|0|49.0|0|0.0|100
0|2022-01-02|1263.0|0|1263.0|0|49.0|0|0.0|100
0|2022-01-03|1316.0|0|1316.0|0|49.0|0|0.0|100
0|2022-01-04|1335.0|0|1335.0|0|49.0|0|0.0|100
0|2022-01-05|1340.0|0|1340.0|0|49.0|0|0.0|100
0|2022-01-06|1363.0|0|1363.0|0|49.0|0|0.0|100
0|2022-01-07|1401.0|0|1401.0|0|49.0|0|0.0|100
0|2022-01-08|1401.0|0|1401.0|0|49.0|0|0.0|100
0|2022-01-09|1401.0|0|1401.0|0|49.0|0|0.0|100
0|2022-01-10|1489.0|0|1489.0|0|49.0|0|0.0|100
0|2022-01-11|1505.0|0|1505.0|0|50.0|0|0.0|100
0|2022-01-12|1532.0|0|1532.0|0|50.0|0|0.0|100
0|2022-01-13|1532.0|0|1586.0|0|50.0|0|0.0|100
0|2022-01-14|1612.0|0|1612.0|0|51.0|0|0.0|100
0|2022-01-15|1612.0|0|1612.0|0|51.0|0|0.0|100
0|2022-01-16|1612.0|0|1612.0|0|51.0|0|0.0|100
0|2022-01-17|1723.0|0|0.0|100|51.0|0|0.0|100
