|dates|Warren_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Warren_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Warren_Tennessee_UnitedStates.NYT_ConfirmedCases.data|Warren_Tennessee_UnitedStates.NYT_ConfirmedCases.missing|Warren_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Warren_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Warren_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Warren_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-03|9200.0|0|9200.0|0|152.0|0|0.0|100
0|2022-01-04|9216.0|0|9216.0|0|152.0|0|0.0|100
0|2022-01-05|9216.0|0|9216.0|0|152.0|0|0.0|100
0|2022-01-06|9216.0|0|9216.0|0|152.0|0|0.0|100
0|2022-01-07|9216.0|0|9216.0|0|152.0|0|0.0|100
0|2022-01-08|9216.0|0|9216.0|0|152.0|0|0.0|100
0|2022-01-09|9216.0|0|9216.0|0|152.0|0|0.0|100
0|2022-01-10|9216.0|0|9216.0|0|152.0|0|0.0|100
0|2022-01-11|9216.0|0|9216.0|0|152.0|0|0.0|100
0|2022-01-12|9440.0|0|9440.0|0|153.0|0|0.0|100
0|2022-01-13|9440.0|0|9440.0|0|153.0|0|0.0|100
0|2022-01-14|9440.0|0|9440.0|0|153.0|0|0.0|100
0|2022-01-15|9440.0|0|9440.0|0|153.0|0|0.0|100
0|2022-01-16|9440.0|0|9440.0|0|153.0|0|0.0|100
0|2022-01-17|9440.0|0|0.0|100|153.0|0|0.0|100
