|dates|Brown_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Brown_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Brown_Nebraska_UnitedStates.NYT_ConfirmedCases.data|Brown_Nebraska_UnitedStates.NYT_ConfirmedCases.missing|Brown_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Brown_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Brown_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Brown_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-24|386.0|0|386.0|0|2.0|0|0.0|100
0|2021-11-25|386.0|0|386.0|0|2.0|0|0.0|100
0|2021-11-26|386.0|0|386.0|0|2.0|0|0.0|100
0|2021-11-27|386.0|0|386.0|0|2.0|0|0.0|100
0|2021-11-28|386.0|0|386.0|0|2.0|0|0.0|100
0|2021-11-29|388.0|0|388.0|0|2.0|0|0.0|100
0|2021-11-30|393.0|0|393.0|0|2.0|0|0.0|100
0|2021-12-01|394.0|0|394.0|0|2.0|0|0.0|100
0|2021-12-02|396.0|0|396.0|0|2.0|0|0.0|100
0|2021-12-03|400.0|0|400.0|0|2.0|0|0.0|100
0|2021-12-04|400.0|0|400.0|0|2.0|0|0.0|100
0|2021-12-05|400.0|0|400.0|0|2.0|0|0.0|100
0|2021-12-06|403.0|0|403.0|0|2.0|0|0.0|100
0|2021-12-07|403.0|0|403.0|0|2.0|0|0.0|100
0|2021-12-08|404.0|0|404.0|0|2.0|0|0.0|100
0|2021-12-09|404.0|0|404.0|0|2.0|0|0.0|100
0|2021-12-10|407.0|0|407.0|0|2.0|0|0.0|100
0|2021-12-11|407.0|0|407.0|0|2.0|0|0.0|100
0|2021-12-12|407.0|0|407.0|0|2.0|0|0.0|100
0|2021-12-13|408.0|0|408.0|0|2.0|0|0.0|100
0|2021-12-14|408.0|0|409.0|0|2.0|0|0.0|100
0|2021-12-15|412.0|0|412.0|0|2.0|0|0.0|100
0|2021-12-16|413.0|0|413.0|0|2.0|0|0.0|100
0|2021-12-17|413.0|0|413.0|0|2.0|0|0.0|100
0|2021-12-18|413.0|0|413.0|0|2.0|0|0.0|100
0|2021-12-19|413.0|0|413.0|0|2.0|0|0.0|100
0|2021-12-20|413.0|0|413.0|0|2.0|0|0.0|100
0|2021-12-21|413.0|0|413.0|0|2.0|0|0.0|100
0|2021-12-22|413.0|0|413.0|0|2.0|0|0.0|100
0|2021-12-23|412.0|0|412.0|0|2.0|0|0.0|100
0|2021-12-24|412.0|0|412.0|0|2.0|0|0.0|100
0|2021-12-25|412.0|0|412.0|0|2.0|0|0.0|100
0|2021-12-26|412.0|0|412.0|0|2.0|0|0.0|100
0|2021-12-27|412.0|0|412.0|0|2.0|0|0.0|100
0|2021-12-28|414.0|0|414.0|0|2.0|0|0.0|100
0|2021-12-29|413.0|0|413.0|0|2.0|0|0.0|100
0|2021-12-30|413.0|0|413.0|0|2.0|0|0.0|100
0|2021-12-31|413.0|0|413.0|0|2.0|0|0.0|100
0|2022-01-01|413.0|0|413.0|0|2.0|0|0.0|100
0|2022-01-02|413.0|0|413.0|0|2.0|0|0.0|100
0|2022-01-03|413.0|0|413.0|0|2.0|0|0.0|100
0|2022-01-04|413.0|0|413.0|0|2.0|0|0.0|100
0|2022-01-05|414.0|0|414.0|0|2.0|0|0.0|100
0|2022-01-06|415.0|0|415.0|0|2.0|0|0.0|100
0|2022-01-07|416.0|0|416.0|0|2.0|0|0.0|100
0|2022-01-08|416.0|0|416.0|0|2.0|0|0.0|100
0|2022-01-09|416.0|0|416.0|0|2.0|0|0.0|100
0|2022-01-10|417.0|0|417.0|0|2.0|0|0.0|100
0|2022-01-11|417.0|0|417.0|0|2.0|0|0.0|100
0|2022-01-12|416.0|0|416.0|0|2.0|0|0.0|100
0|2022-01-13|416.0|0|420.0|0|2.0|0|0.0|100
0|2022-01-14|421.0|0|421.0|0|2.0|0|0.0|100
0|2022-01-15|421.0|0|421.0|0|2.0|0|0.0|100
0|2022-01-16|421.0|0|421.0|0|2.0|0|0.0|100
0|2022-01-17|422.0|0|0.0|100|2.0|0|0.0|100
