|dates|Utah_Utah_UnitedStates.AveragePrecipitationTotal.data|Utah_Utah_UnitedStates.AveragePrecipitationTotal.missing|Utah_Utah_UnitedStates.AveragePrecipitation.data|Utah_Utah_UnitedStates.AveragePrecipitation.missing|Utah_Utah_UnitedStates.AverageWindDirection.data|Utah_Utah_UnitedStates.AverageWindDirection.missing|Utah_Utah_UnitedStates.AverageWindSpeed.data|Utah_Utah_UnitedStates.AverageWindSpeed.missing
0|2021-12-28|0.0|0|0.0|0|247.8125|0|9.391666666666667|0
0|2021-12-29|0.0|0|0.0008333333333333334|0|127.11805555555554|0|5.498611111111111|0
0|2021-12-30|0.0008333333333333334|0|0.0033333333333333327|0|171.45833333333334|0|9.229166666666666|0
0|2021-12-31|0.000625|0|0.0|0|268.16964285714283|0|11.58501984126984|0
0|2022-01-01|0.0|0|0.0|0|236.25|0|9.208333333333334|0
0|2022-01-02|0.0|0|0.0|0|97.91666666666667|0|3.1666666666666665|0
0|2022-01-03|0.0|0|0.0|0|137.91666666666666|0|4.125|0
0|2022-01-04|0.0|0|0.0|0|105.41666666666667|0|5.291666666666667|0
0|2022-01-05|0.0|0|0.0025|0|97.08333333333333|0|4.583333333333333|0
0|2022-01-06|0.0025|0|0.0|0|54.583333333333336|0|1.9166666666666667|0
0|2022-01-07|0.0|0|0.0|0|136.875|0|5.729166666666667|0
0|2022-01-08|0.00010416666666666667|0|0.0004166666666666667|0|185.83333333333334|0|8.46875|0
0|2022-01-09|0.0|0|0.0|0|97.08333333333333|0|2.7916666666666665|0
0|2022-01-10|0.0|0|0.0|0|113.33333333333333|0|2.6666666666666665|0
0|2022-01-11|0.0|0|0.0|0|87.5|0|2.4583333333333335|0
0|2022-01-12|0.0|0|0.0|0|100.83333333333333|0|2.0416666666666665|0
0|2022-01-13|0.0|0|0.0|0|140.0|0|3.875|0
0|2022-01-14|0.0|0|0.0|0|132.08333333333334|0|5.375|0
0|2022-01-15|0.0|0|0.0|0|96.875|0|3.1875|0
0|2022-01-16|0.0|0|0.0|0|110.0|0|2.5833333333333335|0
0|2022-01-17|0.0|0|0.0|0|91.25|0|1.625|0
