|dates|Olmsted_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Olmsted_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Olmsted_Minnesota_UnitedStates.Male_Total_Population.data|Olmsted_Minnesota_UnitedStates.Male_Total_Population.missing|Olmsted_Minnesota_UnitedStates.Female_Total_Population.data|Olmsted_Minnesota_UnitedStates.Female_Total_Population.missing|Olmsted_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.data|Olmsted_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-12-17|24272.0|0|76246.0|0|80031.0|0|38258.0|0
0|2021-12-18|24272.0|0|76246.0|0|80031.0|0|38258.0|0
0|2021-12-19|24272.0|0|76246.0|0|80031.0|0|38258.0|0
0|2021-12-20|24272.0|0|76246.0|0|80031.0|0|38258.0|0
0|2021-12-21|24272.0|0|76246.0|0|80031.0|0|38258.0|0
0|2021-12-22|24272.0|0|76246.0|0|80031.0|0|38258.0|0
0|2021-12-23|24272.0|0|76246.0|0|80031.0|0|38258.0|0
0|2021-12-24|24272.0|0|76246.0|0|80031.0|0|38258.0|0
0|2021-12-25|24272.0|0|76246.0|0|80031.0|0|38258.0|0
0|2021-12-26|24272.0|0|76246.0|0|80031.0|0|38258.0|0
0|2021-12-27|24272.0|0|76246.0|0|80031.0|0|38258.0|0
0|2021-12-28|24272.0|0|76246.0|0|80031.0|0|38258.0|0
0|2021-12-29|24272.0|0|76246.0|0|80031.0|0|38258.0|0
0|2021-12-30|24272.0|0|76246.0|0|80031.0|0|38258.0|0
0|2021-12-31|24272.0|0|76246.0|0|80031.0|0|38258.0|0
0|2022-01-01|24272.0|0|76246.0|0|80031.0|0|38258.0|0
0|2022-01-02|24272.0|0|76246.0|0|80031.0|0|38258.0|0
0|2022-01-03|24272.0|0|76246.0|0|80031.0|0|38258.0|0
0|2022-01-04|24272.0|0|76246.0|0|80031.0|0|38258.0|0
0|2022-01-05|24272.0|0|76246.0|0|80031.0|0|38258.0|0
0|2022-01-06|24272.0|0|76246.0|0|80031.0|0|38258.0|0
0|2022-01-07|24272.0|0|76246.0|0|80031.0|0|38258.0|0
0|2022-01-08|24272.0|0|76246.0|0|80031.0|0|38258.0|0
0|2022-01-09|24272.0|0|76246.0|0|80031.0|0|38258.0|0
0|2022-01-10|24272.0|0|76246.0|0|80031.0|0|38258.0|0
0|2022-01-11|24272.0|0|76246.0|0|80031.0|0|38258.0|0
0|2022-01-12|24272.0|0|76246.0|0|80031.0|0|38258.0|0
0|2022-01-13|24272.0|0|76246.0|0|80031.0|0|38258.0|0
0|2022-01-14|24272.0|0|76246.0|0|80031.0|0|38258.0|0
0|2022-01-15|24272.0|0|76246.0|0|80031.0|0|38258.0|0
0|2022-01-16|24272.0|0|76246.0|0|80031.0|0|38258.0|0
0|2022-01-17|24272.0|0|76246.0|0|80031.0|0|38258.0|0
