|dates|McLean_Illinois_UnitedStates.JHU_ConfirmedCases.data|McLean_Illinois_UnitedStates.JHU_ConfirmedCases.missing|McLean_Illinois_UnitedStates.NYT_ConfirmedCases.data|McLean_Illinois_UnitedStates.NYT_ConfirmedCases.missing|McLean_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|McLean_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|McLean_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|McLean_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-21|24442.0|0|24442.0|0|228.0|0|0.0|100
0|2021-11-22|24596.0|0|24596.0|0|227.0|0|0.0|100
0|2021-11-23|24668.0|0|24668.0|0|227.0|0|0.0|100
0|2021-11-24|24779.0|0|24779.0|0|227.0|0|0.0|100
0|2021-11-25|24779.0|0|24779.0|0|227.0|0|0.0|100
0|2021-11-26|24779.0|0|24779.0|0|227.0|0|0.0|100
0|2021-11-27|24779.0|0|24779.0|0|227.0|0|0.0|100
0|2021-11-28|24779.0|0|24779.0|0|227.0|0|0.0|100
0|2021-11-29|25151.0|0|25151.0|0|229.0|0|0.0|100
0|2021-11-30|25233.0|0|25233.0|0|229.0|0|0.0|100
0|2021-12-01|25399.0|0|25399.0|0|232.0|0|0.0|100
0|2021-12-02|25638.0|0|25638.0|0|233.0|0|0.0|100
0|2021-12-03|25737.0|0|25737.0|0|233.0|0|0.0|100
0|2021-12-04|25737.0|0|25737.0|0|233.0|0|0.0|100
0|2021-12-05|25737.0|0|25737.0|0|233.0|0|0.0|100
0|2021-12-06|26080.0|0|26080.0|0|233.0|0|0.0|100
0|2021-12-07|26264.0|0|26264.0|0|236.0|0|0.0|100
0|2021-12-08|26388.0|0|26388.0|0|236.0|0|0.0|100
0|2021-12-09|26566.0|0|26566.0|0|236.0|0|0.0|100
0|2021-12-10|26700.0|0|26700.0|0|237.0|0|0.0|100
0|2021-12-11|26700.0|0|26700.0|0|237.0|0|0.0|100
0|2021-12-12|26700.0|0|26700.0|0|237.0|0|0.0|100
0|2021-12-13|26982.0|0|26982.0|0|237.0|0|0.0|100
0|2021-12-14|26982.0|0|27068.0|0|237.0|0|0.0|100
0|2021-12-15|27248.0|0|27248.0|0|240.0|0|0.0|100
0|2021-12-16|27406.0|0|27406.0|0|240.0|0|0.0|100
0|2021-12-17|27545.0|0|27545.0|0|240.0|0|0.0|100
0|2021-12-18|27545.0|0|27545.0|0|240.0|0|0.0|100
0|2021-12-19|27545.0|0|27545.0|0|240.0|0|0.0|100
0|2021-12-20|27839.0|0|27839.0|0|240.0|0|0.0|100
0|2021-12-21|28037.0|0|28037.0|0|240.0|0|0.0|100
0|2021-12-22|28166.0|0|28166.0|0|240.0|0|0.0|100
0|2021-12-23|28400.0|0|28400.0|0|240.0|0|0.0|100
0|2021-12-24|28400.0|0|28400.0|0|240.0|0|0.0|100
0|2021-12-25|28400.0|0|28400.0|0|240.0|0|0.0|100
0|2021-12-26|28400.0|0|28400.0|0|240.0|0|0.0|100
0|2021-12-27|29056.0|0|29056.0|0|243.0|0|0.0|100
0|2021-12-28|29248.0|0|29248.0|0|243.0|0|0.0|100
0|2021-12-29|29629.0|0|29629.0|0|243.0|0|0.0|100
0|2021-12-30|30224.0|0|30224.0|0|243.0|0|0.0|100
0|2021-12-31|30224.0|0|30224.0|0|243.0|0|0.0|100
0|2022-01-01|30224.0|0|30224.0|0|243.0|0|0.0|100
0|2022-01-02|30224.0|0|30224.0|0|243.0|0|0.0|100
0|2022-01-03|31827.0|0|31827.0|0|245.0|0|0.0|100
0|2022-01-04|32281.0|0|32281.0|0|245.0|0|0.0|100
0|2022-01-05|32943.0|0|32943.0|0|246.0|0|0.0|100
0|2022-01-06|34162.0|0|34162.0|0|248.0|0|0.0|100
0|2022-01-07|35127.0|0|35127.0|0|250.0|0|0.0|100
0|2022-01-08|35127.0|0|35127.0|0|250.0|0|0.0|100
0|2022-01-09|35127.0|0|35127.0|0|250.0|0|0.0|100
0|2022-01-10|36873.0|0|36873.0|0|252.0|0|0.0|100
0|2022-01-11|37435.0|0|37435.0|0|253.0|0|0.0|100
0|2022-01-12|38298.0|0|38298.0|0|253.0|0|0.0|100
0|2022-01-13|38298.0|0|39398.0|0|253.0|0|0.0|100
0|2022-01-14|40098.0|0|40098.0|0|257.0|0|0.0|100
0|2022-01-15|40098.0|0|40098.0|0|257.0|0|0.0|100
0|2022-01-16|40098.0|0|40098.0|0|257.0|0|0.0|100
0|2022-01-17|40098.0|0|0.0|100|257.0|0|0.0|100
