|dates|St.Martin_Louisiana_UnitedStates.JHU_ConfirmedCases.data|St.Martin_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|St.Martin_Louisiana_UnitedStates.NYT_ConfirmedCases.data|St.Martin_Louisiana_UnitedStates.NYT_ConfirmedCases.missing|St.Martin_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|St.Martin_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|St.Martin_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|St.Martin_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-20|8617.0|0|8617.0|0|163.0|0|0.0|100
0|2021-12-21|8641.0|0|8641.0|0|163.0|0|0.0|100
0|2021-12-22|8648.0|0|8648.0|0|163.0|0|0.0|100
0|2021-12-23|8677.0|0|8677.0|0|163.0|0|0.0|100
0|2021-12-24|8677.0|0|8677.0|0|163.0|0|0.0|100
0|2021-12-25|8677.0|0|8677.0|0|163.0|0|0.0|100
0|2021-12-26|8677.0|0|8677.0|0|163.0|0|0.0|100
0|2021-12-27|8767.0|0|8767.0|0|163.0|0|0.0|100
0|2021-12-28|8794.0|0|8794.0|0|163.0|0|0.0|100
0|2021-12-29|8870.0|0|8870.0|0|163.0|0|0.0|100
0|2021-12-30|8981.0|0|8981.0|0|163.0|0|0.0|100
0|2021-12-31|8981.0|0|8981.0|0|163.0|0|0.0|100
0|2022-01-01|8981.0|0|8981.0|0|163.0|0|0.0|100
0|2022-01-02|8981.0|0|8981.0|0|163.0|0|0.0|100
0|2022-01-03|9212.0|0|9212.0|0|163.0|0|0.0|100
0|2022-01-04|9260.0|0|9260.0|0|163.0|0|0.0|100
0|2022-01-05|9328.0|0|9328.0|0|163.0|0|0.0|100
0|2022-01-06|9468.0|0|9468.0|0|163.0|0|0.0|100
0|2022-01-07|9596.0|0|9596.0|0|163.0|0|0.0|100
0|2022-01-08|9596.0|0|9596.0|0|163.0|0|0.0|100
0|2022-01-09|9596.0|0|9596.0|0|163.0|0|0.0|100
0|2022-01-10|10018.0|0|10018.0|0|163.0|0|0.0|100
0|2022-01-11|10068.0|0|10068.0|0|164.0|0|0.0|100
0|2022-01-12|10068.0|0|10068.0|0|164.0|0|0.0|100
0|2022-01-13|10068.0|0|10068.0|0|164.0|0|0.0|100
0|2022-01-14|10471.0|0|10471.0|0|164.0|0|0.0|100
0|2022-01-15|10471.0|0|10471.0|0|164.0|0|0.0|100
0|2022-01-16|10471.0|0|10471.0|0|164.0|0|0.0|100
0|2022-01-17|10471.0|0|0.0|100|164.0|0|0.0|100
