|dates|Salem_NewJersey_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Salem_NewJersey_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Salem_NewJersey_UnitedStates.Male_Total_Population.data|Salem_NewJersey_UnitedStates.Male_Total_Population.missing|Salem_NewJersey_UnitedStates.Female_Total_Population.data|Salem_NewJersey_UnitedStates.Female_Total_Population.missing|Salem_NewJersey_UnitedStates.MaleAndFemale_Under18_Population.data|Salem_NewJersey_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-06|11637.0|0|30717.0|0|31890.0|0|13379.0|0
0|2021-11-07|11637.0|0|30717.0|0|31890.0|0|13379.0|0
0|2021-11-08|11637.0|0|30717.0|0|31890.0|0|13379.0|0
0|2021-11-09|11637.0|0|30717.0|0|31890.0|0|13379.0|0
0|2021-11-10|11637.0|0|30717.0|0|31890.0|0|13379.0|0
0|2021-11-11|11637.0|0|30717.0|0|31890.0|0|13379.0|0
0|2021-11-12|11637.0|0|30717.0|0|31890.0|0|13379.0|0
0|2021-11-13|11637.0|0|30717.0|0|31890.0|0|13379.0|0
0|2021-11-14|11637.0|0|30717.0|0|31890.0|0|13379.0|0
0|2021-11-15|11637.0|0|30717.0|0|31890.0|0|13379.0|0
0|2021-11-16|11637.0|0|30717.0|0|31890.0|0|13379.0|0
0|2021-11-17|11637.0|0|30717.0|0|31890.0|0|13379.0|0
0|2021-11-18|11637.0|0|30717.0|0|31890.0|0|13379.0|0
0|2021-11-19|11637.0|0|30717.0|0|31890.0|0|13379.0|0
0|2021-11-20|11637.0|0|30717.0|0|31890.0|0|13379.0|0
0|2021-11-21|11637.0|0|30717.0|0|31890.0|0|13379.0|0
0|2021-11-22|11637.0|0|30717.0|0|31890.0|0|13379.0|0
0|2021-11-23|11637.0|0|30717.0|0|31890.0|0|13379.0|0
0|2021-11-24|11637.0|0|30717.0|0|31890.0|0|13379.0|0
0|2021-11-25|11637.0|0|30717.0|0|31890.0|0|13379.0|0
0|2021-11-26|11637.0|0|30717.0|0|31890.0|0|13379.0|0
0|2021-11-27|11637.0|0|30717.0|0|31890.0|0|13379.0|0
0|2021-11-28|11637.0|0|30717.0|0|31890.0|0|13379.0|0
0|2021-11-29|11637.0|0|30717.0|0|31890.0|0|13379.0|0
0|2021-11-30|11637.0|0|30717.0|0|31890.0|0|13379.0|0
0|2021-12-01|11637.0|0|30717.0|0|31890.0|0|13379.0|0
0|2021-12-02|11637.0|0|30717.0|0|31890.0|0|13379.0|0
0|2021-12-03|11637.0|0|30717.0|0|31890.0|0|13379.0|0
0|2021-12-04|11637.0|0|30717.0|0|31890.0|0|13379.0|0
0|2021-12-05|11637.0|0|30717.0|0|31890.0|0|13379.0|0
0|2021-12-06|11637.0|0|30717.0|0|31890.0|0|13379.0|0
0|2021-12-07|11637.0|0|30717.0|0|31890.0|0|13379.0|0
0|2021-12-08|11637.0|0|30717.0|0|31890.0|0|13379.0|0
0|2021-12-09|11637.0|0|30717.0|0|31890.0|0|13379.0|0
0|2021-12-10|11637.0|0|30717.0|0|31890.0|0|13379.0|0
0|2021-12-11|11637.0|0|30717.0|0|31890.0|0|13379.0|0
0|2021-12-12|11637.0|0|30717.0|0|31890.0|0|13379.0|0
0|2021-12-13|11637.0|0|30717.0|0|31890.0|0|13379.0|0
0|2021-12-14|11637.0|0|30717.0|0|31890.0|0|13379.0|0
0|2021-12-15|11637.0|0|30717.0|0|31890.0|0|13379.0|0
0|2021-12-16|11637.0|0|30717.0|0|31890.0|0|13379.0|0
0|2021-12-17|11637.0|0|30717.0|0|31890.0|0|13379.0|0
0|2021-12-18|11637.0|0|30717.0|0|31890.0|0|13379.0|0
0|2021-12-19|11637.0|0|30717.0|0|31890.0|0|13379.0|0
0|2021-12-20|11637.0|0|30717.0|0|31890.0|0|13379.0|0
0|2021-12-21|11637.0|0|30717.0|0|31890.0|0|13379.0|0
0|2021-12-22|11637.0|0|30717.0|0|31890.0|0|13379.0|0
0|2021-12-23|11637.0|0|30717.0|0|31890.0|0|13379.0|0
0|2021-12-24|11637.0|0|30717.0|0|31890.0|0|13379.0|0
0|2021-12-25|11637.0|0|30717.0|0|31890.0|0|13379.0|0
0|2021-12-26|11637.0|0|30717.0|0|31890.0|0|13379.0|0
0|2021-12-27|11637.0|0|30717.0|0|31890.0|0|13379.0|0
0|2021-12-28|11637.0|0|30717.0|0|31890.0|0|13379.0|0
0|2021-12-29|11637.0|0|30717.0|0|31890.0|0|13379.0|0
0|2021-12-30|11637.0|0|30717.0|0|31890.0|0|13379.0|0
0|2021-12-31|11637.0|0|30717.0|0|31890.0|0|13379.0|0
0|2022-01-01|11637.0|0|30717.0|0|31890.0|0|13379.0|0
0|2022-01-02|11637.0|0|30717.0|0|31890.0|0|13379.0|0
0|2022-01-03|11637.0|0|30717.0|0|31890.0|0|13379.0|0
0|2022-01-04|11637.0|0|30717.0|0|31890.0|0|13379.0|0
0|2022-01-05|11637.0|0|30717.0|0|31890.0|0|13379.0|0
0|2022-01-06|11637.0|0|30717.0|0|31890.0|0|13379.0|0
0|2022-01-07|11637.0|0|30717.0|0|31890.0|0|13379.0|0
0|2022-01-08|11637.0|0|30717.0|0|31890.0|0|13379.0|0
0|2022-01-09|11637.0|0|30717.0|0|31890.0|0|13379.0|0
0|2022-01-10|11637.0|0|30717.0|0|31890.0|0|13379.0|0
0|2022-01-11|11637.0|0|30717.0|0|31890.0|0|13379.0|0
0|2022-01-12|11637.0|0|30717.0|0|31890.0|0|13379.0|0
0|2022-01-13|11637.0|0|30717.0|0|31890.0|0|13379.0|0
0|2022-01-14|11637.0|0|30717.0|0|31890.0|0|13379.0|0
0|2022-01-15|11637.0|0|30717.0|0|31890.0|0|13379.0|0
0|2022-01-16|11637.0|0|30717.0|0|31890.0|0|13379.0|0
0|2022-01-17|11637.0|0|30717.0|0|31890.0|0|13379.0|0
