|dates|Charlotte_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Charlotte_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Charlotte_Florida_UnitedStates.Male_Total_Population.data|Charlotte_Florida_UnitedStates.Male_Total_Population.missing|Charlotte_Florida_UnitedStates.Female_Total_Population.data|Charlotte_Florida_UnitedStates.Female_Total_Population.missing|Charlotte_Florida_UnitedStates.MaleAndFemale_Under18_Population.data|Charlotte_Florida_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-09|74394.0|0|90256.0|0|94742.0|0|22067.0|0
0|2021-11-10|74394.0|0|90256.0|0|94742.0|0|22067.0|0
0|2021-11-11|74394.0|0|90256.0|0|94742.0|0|22067.0|0
0|2021-11-12|74394.0|0|90256.0|0|94742.0|0|22067.0|0
0|2021-11-13|74394.0|0|90256.0|0|94742.0|0|22067.0|0
0|2021-11-14|74394.0|0|90256.0|0|94742.0|0|22067.0|0
0|2021-11-15|74394.0|0|90256.0|0|94742.0|0|22067.0|0
0|2021-11-16|74394.0|0|90256.0|0|94742.0|0|22067.0|0
0|2021-11-17|74394.0|0|90256.0|0|94742.0|0|22067.0|0
0|2021-11-18|74394.0|0|90256.0|0|94742.0|0|22067.0|0
0|2021-11-19|74394.0|0|90256.0|0|94742.0|0|22067.0|0
0|2021-11-20|74394.0|0|90256.0|0|94742.0|0|22067.0|0
0|2021-11-21|74394.0|0|90256.0|0|94742.0|0|22067.0|0
0|2021-11-22|74394.0|0|90256.0|0|94742.0|0|22067.0|0
0|2021-11-23|74394.0|0|90256.0|0|94742.0|0|22067.0|0
0|2021-11-24|74394.0|0|90256.0|0|94742.0|0|22067.0|0
0|2021-11-25|74394.0|0|90256.0|0|94742.0|0|22067.0|0
0|2021-11-26|74394.0|0|90256.0|0|94742.0|0|22067.0|0
0|2021-11-27|74394.0|0|90256.0|0|94742.0|0|22067.0|0
0|2021-11-28|74394.0|0|90256.0|0|94742.0|0|22067.0|0
0|2021-11-29|74394.0|0|90256.0|0|94742.0|0|22067.0|0
0|2021-11-30|74394.0|0|90256.0|0|94742.0|0|22067.0|0
0|2021-12-01|74394.0|0|90256.0|0|94742.0|0|22067.0|0
0|2021-12-02|74394.0|0|90256.0|0|94742.0|0|22067.0|0
0|2021-12-03|74394.0|0|90256.0|0|94742.0|0|22067.0|0
0|2021-12-04|74394.0|0|90256.0|0|94742.0|0|22067.0|0
0|2021-12-05|74394.0|0|90256.0|0|94742.0|0|22067.0|0
0|2021-12-06|74394.0|0|90256.0|0|94742.0|0|22067.0|0
0|2021-12-07|74394.0|0|90256.0|0|94742.0|0|22067.0|0
0|2021-12-08|74394.0|0|90256.0|0|94742.0|0|22067.0|0
0|2021-12-09|74394.0|0|90256.0|0|94742.0|0|22067.0|0
0|2021-12-10|74394.0|0|90256.0|0|94742.0|0|22067.0|0
0|2021-12-11|74394.0|0|90256.0|0|94742.0|0|22067.0|0
0|2021-12-12|74394.0|0|90256.0|0|94742.0|0|22067.0|0
0|2021-12-13|74394.0|0|90256.0|0|94742.0|0|22067.0|0
0|2021-12-14|74394.0|0|90256.0|0|94742.0|0|22067.0|0
0|2021-12-15|74394.0|0|90256.0|0|94742.0|0|22067.0|0
0|2021-12-16|74394.0|0|90256.0|0|94742.0|0|22067.0|0
0|2021-12-17|74394.0|0|90256.0|0|94742.0|0|22067.0|0
0|2021-12-18|74394.0|0|90256.0|0|94742.0|0|22067.0|0
0|2021-12-19|74394.0|0|90256.0|0|94742.0|0|22067.0|0
0|2021-12-20|74394.0|0|90256.0|0|94742.0|0|22067.0|0
0|2021-12-21|74394.0|0|90256.0|0|94742.0|0|22067.0|0
0|2021-12-22|74394.0|0|90256.0|0|94742.0|0|22067.0|0
0|2021-12-23|74394.0|0|90256.0|0|94742.0|0|22067.0|0
0|2021-12-24|74394.0|0|90256.0|0|94742.0|0|22067.0|0
0|2021-12-25|74394.0|0|90256.0|0|94742.0|0|22067.0|0
0|2021-12-26|74394.0|0|90256.0|0|94742.0|0|22067.0|0
0|2021-12-27|74394.0|0|90256.0|0|94742.0|0|22067.0|0
0|2021-12-28|74394.0|0|90256.0|0|94742.0|0|22067.0|0
0|2021-12-29|74394.0|0|90256.0|0|94742.0|0|22067.0|0
0|2021-12-30|74394.0|0|90256.0|0|94742.0|0|22067.0|0
0|2021-12-31|74394.0|0|90256.0|0|94742.0|0|22067.0|0
0|2022-01-01|74394.0|0|90256.0|0|94742.0|0|22067.0|0
0|2022-01-02|74394.0|0|90256.0|0|94742.0|0|22067.0|0
0|2022-01-03|74394.0|0|90256.0|0|94742.0|0|22067.0|0
0|2022-01-04|74394.0|0|90256.0|0|94742.0|0|22067.0|0
0|2022-01-05|74394.0|0|90256.0|0|94742.0|0|22067.0|0
0|2022-01-06|74394.0|0|90256.0|0|94742.0|0|22067.0|0
0|2022-01-07|74394.0|0|90256.0|0|94742.0|0|22067.0|0
0|2022-01-08|74394.0|0|90256.0|0|94742.0|0|22067.0|0
0|2022-01-09|74394.0|0|90256.0|0|94742.0|0|22067.0|0
0|2022-01-10|74394.0|0|90256.0|0|94742.0|0|22067.0|0
0|2022-01-11|74394.0|0|90256.0|0|94742.0|0|22067.0|0
0|2022-01-12|74394.0|0|90256.0|0|94742.0|0|22067.0|0
0|2022-01-13|74394.0|0|90256.0|0|94742.0|0|22067.0|0
0|2022-01-14|74394.0|0|90256.0|0|94742.0|0|22067.0|0
0|2022-01-15|74394.0|0|90256.0|0|94742.0|0|22067.0|0
0|2022-01-16|74394.0|0|90256.0|0|94742.0|0|22067.0|0
0|2022-01-17|74394.0|0|90256.0|0|94742.0|0|22067.0|0
