|dates|Treutlen_Georgia_UnitedStates.JHU_ConfirmedCases.data|Treutlen_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Treutlen_Georgia_UnitedStates.NYT_ConfirmedCases.data|Treutlen_Georgia_UnitedStates.NYT_ConfirmedCases.missing|Treutlen_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Treutlen_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Treutlen_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Treutlen_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-04|1249.0|0|1253.0|0|54.0|0|0.0|100
0|2021-12-05|1249.0|0|1253.0|0|54.0|0|0.0|100
0|2021-12-06|1249.0|0|1254.0|0|54.0|0|0.0|100
0|2021-12-07|1249.0|0|1254.0|0|54.0|0|0.0|100
0|2021-12-08|1250.0|0|1255.0|0|54.0|0|0.0|100
0|2021-12-09|1250.0|0|1255.0|0|54.0|0|0.0|100
0|2021-12-10|1250.0|0|1255.0|0|54.0|0|0.0|100
0|2021-12-11|1250.0|0|1255.0|0|54.0|0|0.0|100
0|2021-12-12|1250.0|0|1255.0|0|54.0|0|0.0|100
0|2021-12-13|1250.0|0|1255.0|0|54.0|0|0.0|100
0|2021-12-14|1250.0|0|1255.0|0|54.0|0|0.0|100
0|2021-12-15|1251.0|0|1256.0|0|54.0|0|0.0|100
0|2021-12-16|1251.0|0|1256.0|0|54.0|0|0.0|100
0|2021-12-17|1251.0|0|1256.0|0|54.0|0|0.0|100
0|2021-12-18|1251.0|0|1256.0|0|54.0|0|0.0|100
0|2021-12-19|1251.0|0|1256.0|0|54.0|0|0.0|100
0|2021-12-20|1251.0|0|1255.0|0|55.0|0|0.0|100
0|2021-12-21|1251.0|0|1255.0|0|55.0|0|0.0|100
0|2021-12-22|1251.0|0|1255.0|0|55.0|0|0.0|100
0|2021-12-23|1252.0|0|1256.0|0|55.0|0|0.0|100
0|2021-12-24|1252.0|0|1256.0|0|55.0|0|0.0|100
0|2021-12-25|1252.0|0|1256.0|0|55.0|0|0.0|100
0|2021-12-26|1252.0|0|1256.0|0|55.0|0|0.0|100
0|2021-12-27|1257.0|0|1261.0|0|55.0|0|0.0|100
0|2021-12-28|1260.0|0|1264.0|0|55.0|0|0.0|100
0|2021-12-29|1264.0|0|1268.0|0|55.0|0|0.0|100
0|2021-12-30|1271.0|0|1275.0|0|55.0|0|0.0|100
0|2021-12-31|1274.0|0|1278.0|0|55.0|0|0.0|100
0|2022-01-01|1274.0|0|1278.0|0|55.0|0|0.0|100
0|2022-01-02|1274.0|0|1278.0|0|55.0|0|0.0|100
0|2022-01-03|1274.0|0|1278.0|0|55.0|0|0.0|100
0|2022-01-04|1285.0|0|1289.0|0|55.0|0|0.0|100
0|2022-01-05|1295.0|0|1299.0|0|55.0|0|0.0|100
0|2022-01-06|1295.0|0|1299.0|0|55.0|0|0.0|100
0|2022-01-07|1295.0|0|1299.0|0|55.0|0|0.0|100
0|2022-01-08|1295.0|0|1299.0|0|55.0|0|0.0|100
0|2022-01-09|1295.0|0|1299.0|0|55.0|0|0.0|100
0|2022-01-10|1322.0|0|1326.0|0|55.0|0|0.0|100
0|2022-01-11|1335.0|0|1339.0|0|55.0|0|0.0|100
0|2022-01-12|1343.0|0|1347.0|0|55.0|0|0.0|100
0|2022-01-13|1343.0|0|1356.0|0|55.0|0|0.0|100
0|2022-01-14|1381.0|0|1385.0|0|55.0|0|0.0|100
0|2022-01-15|1381.0|0|1385.0|0|55.0|0|0.0|100
0|2022-01-16|1381.0|0|1385.0|0|55.0|0|0.0|100
0|2022-01-17|1401.0|0|0.0|100|55.0|0|0.0|100
