|dates|Decatur_Iowa_UnitedStates.BLS_EmployedPopulation.data|Decatur_Iowa_UnitedStates.BLS_EmployedPopulation.missing|Decatur_Iowa_UnitedStates.BLS_UnemployedPopulation.data|Decatur_Iowa_UnitedStates.BLS_UnemployedPopulation.missing|Decatur_Iowa_UnitedStates.BLS_UnemploymentRate.data|Decatur_Iowa_UnitedStates.BLS_UnemploymentRate.missing|Decatur_Iowa_UnitedStates.BLS_LaborForcePopulation.data|Decatur_Iowa_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-12-24|4227.0|0|147.0|0|3.3607681755829906|0|4374.0|0
0|2021-12-25|4227.0|0|147.0|0|3.3607681755829906|0|4374.0|0
0|2021-12-26|4227.0|0|147.0|0|3.3607681755829906|0|4374.0|0
0|2021-12-27|4227.0|0|147.0|0|3.3607681755829906|0|4374.0|0
0|2021-12-28|4227.0|0|147.0|0|3.3607681755829906|0|4374.0|0
0|2021-12-29|4227.0|0|147.0|0|3.3607681755829906|0|4374.0|0
0|2021-12-30|4227.0|0|147.0|0|3.3607681755829906|0|4374.0|0
0|2021-12-31|4227.0|0|147.0|0|3.3607681755829906|0|4374.0|0
0|2022-01-01|4227.0|0|147.0|0|3.3607681755829906|0|4374.0|0
0|2022-01-02|4227.0|0|147.0|0|3.3607681755829906|0|4374.0|0
0|2022-01-03|4227.0|0|147.0|0|3.3607681755829906|0|4374.0|0
0|2022-01-04|4227.0|0|147.0|0|3.3607681755829906|0|4374.0|0
0|2022-01-05|4227.0|0|147.0|0|3.3607681755829906|0|4374.0|0
0|2022-01-06|4227.0|0|147.0|0|3.3607681755829906|0|4374.0|0
0|2022-01-07|4227.0|0|147.0|0|3.3607681755829906|0|4374.0|0
0|2022-01-08|4227.0|0|147.0|0|3.3607681755829906|0|4374.0|0
0|2022-01-09|4227.0|0|147.0|0|3.3607681755829906|0|4374.0|0
0|2022-01-10|4227.0|0|147.0|0|3.3607681755829906|0|4374.0|0
0|2022-01-11|4227.0|0|147.0|0|3.3607681755829906|0|4374.0|0
0|2022-01-12|4227.0|0|147.0|0|3.3607681755829906|0|4374.0|0
0|2022-01-13|4227.0|0|147.0|0|3.3607681755829906|0|4374.0|0
0|2022-01-14|4227.0|0|147.0|0|3.3607681755829906|0|4374.0|0
0|2022-01-15|4227.0|0|147.0|0|3.3607681755829906|0|4374.0|0
0|2022-01-16|4227.0|0|147.0|0|3.3607681755829906|0|4374.0|0
0|2022-01-17|4227.0|0|147.0|0|3.3607681755829906|0|4374.0|0
