|dates|Clay_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Clay_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Clay_Tennessee_UnitedStates.NYT_ConfirmedCases.data|Clay_Tennessee_UnitedStates.NYT_ConfirmedCases.missing|Clay_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Clay_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Clay_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Clay_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-22|1548.0|0|1548.0|0|37.0|0|0.0|100
0|2021-11-23|1548.0|0|1548.0|0|37.0|0|0.0|100
0|2021-11-24|1548.0|0|1548.0|0|37.0|0|0.0|100
0|2021-11-25|1548.0|0|1548.0|0|37.0|0|0.0|100
0|2021-11-26|1548.0|0|1548.0|0|37.0|0|0.0|100
0|2021-11-27|1548.0|0|1548.0|0|37.0|0|0.0|100
0|2021-11-28|1548.0|0|1548.0|0|37.0|0|0.0|100
0|2021-11-29|1550.0|0|1550.0|0|37.0|0|0.0|100
0|2021-11-30|1554.0|0|1554.0|0|37.0|0|0.0|100
0|2021-12-01|1554.0|0|1554.0|0|37.0|0|0.0|100
0|2021-12-02|1556.0|0|1556.0|0|37.0|0|0.0|100
0|2021-12-03|1559.0|0|1559.0|0|37.0|0|0.0|100
0|2021-12-04|1559.0|0|1559.0|0|37.0|0|0.0|100
0|2021-12-05|1559.0|0|1559.0|0|37.0|0|0.0|100
0|2021-12-06|1565.0|0|1565.0|0|37.0|0|0.0|100
0|2021-12-07|1570.0|0|1570.0|0|37.0|0|0.0|100
0|2021-12-08|1571.0|0|1571.0|0|37.0|0|0.0|100
0|2021-12-09|1571.0|0|1571.0|0|37.0|0|0.0|100
0|2021-12-10|1582.0|0|1582.0|0|37.0|0|0.0|100
0|2021-12-11|1582.0|0|1582.0|0|37.0|0|0.0|100
0|2021-12-12|1582.0|0|1582.0|0|37.0|0|0.0|100
0|2021-12-13|1591.0|0|1591.0|0|37.0|0|0.0|100
0|2021-12-14|1591.0|0|1594.0|0|37.0|0|0.0|100
0|2021-12-15|1598.0|0|1598.0|0|37.0|0|0.0|100
0|2021-12-16|1607.0|0|1607.0|0|37.0|0|0.0|100
0|2021-12-17|1610.0|0|1610.0|0|37.0|0|0.0|100
0|2021-12-18|1610.0|0|1610.0|0|37.0|0|0.0|100
0|2021-12-19|1610.0|0|1610.0|0|37.0|0|0.0|100
0|2021-12-20|1614.0|0|1614.0|0|37.0|0|0.0|100
0|2021-12-21|1617.0|0|1617.0|0|37.0|0|0.0|100
0|2021-12-22|1621.0|0|1621.0|0|37.0|0|0.0|100
0|2021-12-23|1627.0|0|1627.0|0|39.0|0|0.0|100
0|2021-12-24|1627.0|0|1627.0|0|39.0|0|0.0|100
0|2021-12-25|1627.0|0|1627.0|0|39.0|0|0.0|100
0|2021-12-26|1627.0|0|1627.0|0|39.0|0|0.0|100
0|2021-12-27|1629.0|0|1629.0|0|39.0|0|0.0|100
0|2021-12-28|1629.0|0|1635.0|0|39.0|0|0.0|100
0|2021-12-29|1644.0|0|1644.0|0|40.0|0|0.0|100
0|2021-12-30|1649.0|0|1649.0|0|40.0|0|0.0|100
0|2021-12-31|1649.0|0|1649.0|0|40.0|0|0.0|100
0|2022-01-01|1649.0|0|1649.0|0|40.0|0|0.0|100
0|2022-01-02|1649.0|0|1649.0|0|40.0|0|0.0|100
0|2022-01-03|1678.0|0|1678.0|0|40.0|0|0.0|100
0|2022-01-04|1683.0|0|1683.0|0|40.0|0|0.0|100
0|2022-01-05|1683.0|0|1683.0|0|40.0|0|0.0|100
0|2022-01-06|1683.0|0|1683.0|0|40.0|0|0.0|100
0|2022-01-07|1683.0|0|1683.0|0|40.0|0|0.0|100
0|2022-01-08|1683.0|0|1683.0|0|40.0|0|0.0|100
0|2022-01-09|1683.0|0|1683.0|0|40.0|0|0.0|100
0|2022-01-10|1683.0|0|1683.0|0|40.0|0|0.0|100
0|2022-01-11|1683.0|0|1683.0|0|40.0|0|0.0|100
0|2022-01-12|1726.0|0|1726.0|0|43.0|0|0.0|100
0|2022-01-13|1726.0|0|1726.0|0|43.0|0|0.0|100
0|2022-01-14|1726.0|0|1726.0|0|43.0|0|0.0|100
0|2022-01-15|1726.0|0|1726.0|0|43.0|0|0.0|100
0|2022-01-16|1726.0|0|1726.0|0|43.0|0|0.0|100
0|2022-01-17|1726.0|0|0.0|100|43.0|0|0.0|100
