|dates|Foster_NorthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Foster_NorthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Foster_NorthDakota_UnitedStates.Male_Total_Population.data|Foster_NorthDakota_UnitedStates.Male_Total_Population.missing|Foster_NorthDakota_UnitedStates.Female_Total_Population.data|Foster_NorthDakota_UnitedStates.Female_Total_Population.missing|Foster_NorthDakota_UnitedStates.MaleAndFemale_Under18_Population.data|Foster_NorthDakota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-11|724.0|0|1594.0|0|1622.0|0|680.0|0
0|2021-11-12|724.0|0|1594.0|0|1622.0|0|680.0|0
0|2021-11-13|724.0|0|1594.0|0|1622.0|0|680.0|0
0|2021-11-14|724.0|0|1594.0|0|1622.0|0|680.0|0
0|2021-11-15|724.0|0|1594.0|0|1622.0|0|680.0|0
0|2021-11-16|724.0|0|1594.0|0|1622.0|0|680.0|0
0|2021-11-17|724.0|0|1594.0|0|1622.0|0|680.0|0
0|2021-11-18|724.0|0|1594.0|0|1622.0|0|680.0|0
0|2021-11-19|724.0|0|1594.0|0|1622.0|0|680.0|0
0|2021-11-20|724.0|0|1594.0|0|1622.0|0|680.0|0
0|2021-11-21|724.0|0|1594.0|0|1622.0|0|680.0|0
0|2021-11-22|724.0|0|1594.0|0|1622.0|0|680.0|0
0|2021-11-23|724.0|0|1594.0|0|1622.0|0|680.0|0
0|2021-11-24|724.0|0|1594.0|0|1622.0|0|680.0|0
0|2021-11-25|724.0|0|1594.0|0|1622.0|0|680.0|0
0|2021-11-26|724.0|0|1594.0|0|1622.0|0|680.0|0
0|2021-11-27|724.0|0|1594.0|0|1622.0|0|680.0|0
0|2021-11-28|724.0|0|1594.0|0|1622.0|0|680.0|0
0|2021-11-29|724.0|0|1594.0|0|1622.0|0|680.0|0
0|2021-11-30|724.0|0|1594.0|0|1622.0|0|680.0|0
0|2021-12-01|724.0|0|1594.0|0|1622.0|0|680.0|0
0|2021-12-02|724.0|0|1594.0|0|1622.0|0|680.0|0
0|2021-12-03|724.0|0|1594.0|0|1622.0|0|680.0|0
0|2021-12-04|724.0|0|1594.0|0|1622.0|0|680.0|0
0|2021-12-05|724.0|0|1594.0|0|1622.0|0|680.0|0
0|2021-12-06|724.0|0|1594.0|0|1622.0|0|680.0|0
0|2021-12-07|724.0|0|1594.0|0|1622.0|0|680.0|0
0|2021-12-08|724.0|0|1594.0|0|1622.0|0|680.0|0
0|2021-12-09|724.0|0|1594.0|0|1622.0|0|680.0|0
0|2021-12-10|724.0|0|1594.0|0|1622.0|0|680.0|0
0|2021-12-11|724.0|0|1594.0|0|1622.0|0|680.0|0
0|2021-12-12|724.0|0|1594.0|0|1622.0|0|680.0|0
0|2021-12-13|724.0|0|1594.0|0|1622.0|0|680.0|0
0|2021-12-14|724.0|0|1594.0|0|1622.0|0|680.0|0
0|2021-12-15|724.0|0|1594.0|0|1622.0|0|680.0|0
0|2021-12-16|724.0|0|1594.0|0|1622.0|0|680.0|0
0|2021-12-17|724.0|0|1594.0|0|1622.0|0|680.0|0
0|2021-12-18|724.0|0|1594.0|0|1622.0|0|680.0|0
0|2021-12-19|724.0|0|1594.0|0|1622.0|0|680.0|0
0|2021-12-20|724.0|0|1594.0|0|1622.0|0|680.0|0
0|2021-12-21|724.0|0|1594.0|0|1622.0|0|680.0|0
0|2021-12-22|724.0|0|1594.0|0|1622.0|0|680.0|0
0|2021-12-23|724.0|0|1594.0|0|1622.0|0|680.0|0
0|2021-12-24|724.0|0|1594.0|0|1622.0|0|680.0|0
0|2021-12-25|724.0|0|1594.0|0|1622.0|0|680.0|0
0|2021-12-26|724.0|0|1594.0|0|1622.0|0|680.0|0
0|2021-12-27|724.0|0|1594.0|0|1622.0|0|680.0|0
0|2021-12-28|724.0|0|1594.0|0|1622.0|0|680.0|0
0|2021-12-29|724.0|0|1594.0|0|1622.0|0|680.0|0
0|2021-12-30|724.0|0|1594.0|0|1622.0|0|680.0|0
0|2021-12-31|724.0|0|1594.0|0|1622.0|0|680.0|0
0|2022-01-01|724.0|0|1594.0|0|1622.0|0|680.0|0
0|2022-01-02|724.0|0|1594.0|0|1622.0|0|680.0|0
0|2022-01-03|724.0|0|1594.0|0|1622.0|0|680.0|0
0|2022-01-04|724.0|0|1594.0|0|1622.0|0|680.0|0
0|2022-01-05|724.0|0|1594.0|0|1622.0|0|680.0|0
0|2022-01-06|724.0|0|1594.0|0|1622.0|0|680.0|0
0|2022-01-07|724.0|0|1594.0|0|1622.0|0|680.0|0
0|2022-01-08|724.0|0|1594.0|0|1622.0|0|680.0|0
0|2022-01-09|724.0|0|1594.0|0|1622.0|0|680.0|0
0|2022-01-10|724.0|0|1594.0|0|1622.0|0|680.0|0
0|2022-01-11|724.0|0|1594.0|0|1622.0|0|680.0|0
0|2022-01-12|724.0|0|1594.0|0|1622.0|0|680.0|0
0|2022-01-13|724.0|0|1594.0|0|1622.0|0|680.0|0
0|2022-01-14|724.0|0|1594.0|0|1622.0|0|680.0|0
0|2022-01-15|724.0|0|1594.0|0|1622.0|0|680.0|0
0|2022-01-16|724.0|0|1594.0|0|1622.0|0|680.0|0
0|2022-01-17|724.0|0|1594.0|0|1622.0|0|680.0|0
