|dates|Carlton_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Carlton_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Carlton_Minnesota_UnitedStates.NYT_ConfirmedCases.data|Carlton_Minnesota_UnitedStates.NYT_ConfirmedCases.missing|Carlton_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Carlton_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Carlton_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Carlton_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-03|6129.0|0|6129.0|0|80.0|0|0.0|100
0|2022-01-04|6175.0|0|6175.0|0|80.0|0|0.0|100
0|2022-01-05|6192.0|0|6192.0|0|80.0|0|0.0|100
0|2022-01-06|6213.0|0|6213.0|0|81.0|0|0.0|100
0|2022-01-07|6234.0|0|6234.0|0|81.0|0|0.0|100
0|2022-01-08|6234.0|0|6234.0|0|81.0|0|0.0|100
0|2022-01-09|6234.0|0|6234.0|0|81.0|0|0.0|100
0|2022-01-10|6262.0|0|6262.0|0|81.0|0|0.0|100
0|2022-01-11|6338.0|0|6338.0|0|81.0|0|0.0|100
0|2022-01-12|6361.0|0|6361.0|0|82.0|0|0.0|100
0|2022-01-13|6361.0|0|6406.0|0|82.0|0|0.0|100
0|2022-01-14|6431.0|0|6431.0|0|82.0|0|0.0|100
0|2022-01-15|6431.0|0|6431.0|0|82.0|0|0.0|100
0|2022-01-16|6431.0|0|6431.0|0|82.0|0|0.0|100
0|2022-01-17|6431.0|0|0.0|100|82.0|0|0.0|100
