|dates|Harrison_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Harrison_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Harrison_Mississippi_UnitedStates.NYT_ConfirmedCases.data|Harrison_Mississippi_UnitedStates.NYT_ConfirmedCases.missing|Harrison_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Harrison_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Harrison_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Harrison_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-29|34892.0|0|34892.0|0|556.0|0|0.0|100
0|2021-11-30|34920.0|0|34920.0|0|557.0|0|0.0|100
0|2021-12-01|34949.0|0|34949.0|0|557.0|0|0.0|100
0|2021-12-02|34981.0|0|34981.0|0|557.0|0|0.0|100
0|2021-12-03|34999.0|0|34999.0|0|558.0|0|0.0|100
0|2021-12-04|34999.0|0|34999.0|0|558.0|0|0.0|100
0|2021-12-05|34999.0|0|34999.0|0|558.0|0|0.0|100
0|2021-12-06|35042.0|0|35042.0|0|558.0|0|0.0|100
0|2021-12-07|35086.0|0|35086.0|0|559.0|0|0.0|100
0|2021-12-08|35122.0|0|35122.0|0|559.0|0|0.0|100
0|2021-12-09|35135.0|0|35135.0|0|560.0|0|0.0|100
0|2021-12-10|35150.0|0|35150.0|0|560.0|0|0.0|100
0|2021-12-11|35150.0|0|35150.0|0|560.0|0|0.0|100
0|2021-12-12|35150.0|0|35150.0|0|560.0|0|0.0|100
0|2021-12-13|35175.0|0|35175.0|0|560.0|0|0.0|100
0|2021-12-14|35175.0|0|35187.0|0|560.0|0|0.0|100
0|2021-12-15|35207.0|0|35207.0|0|561.0|0|0.0|100
0|2021-12-16|35236.0|0|35236.0|0|561.0|0|0.0|100
0|2021-12-17|35254.0|0|35254.0|0|562.0|0|0.0|100
0|2021-12-18|35254.0|0|35254.0|0|562.0|0|0.0|100
0|2021-12-19|35254.0|0|35254.0|0|562.0|0|0.0|100
0|2021-12-20|35313.0|0|35313.0|0|563.0|0|0.0|100
0|2021-12-21|35323.0|0|35323.0|0|565.0|0|0.0|100
0|2021-12-22|35351.0|0|35351.0|0|565.0|0|0.0|100
0|2021-12-23|35351.0|0|35351.0|0|565.0|0|0.0|100
0|2021-12-24|35351.0|0|35351.0|0|565.0|0|0.0|100
0|2021-12-25|35351.0|0|35351.0|0|565.0|0|0.0|100
0|2021-12-26|35351.0|0|35351.0|0|565.0|0|0.0|100
0|2021-12-27|35565.0|0|35565.0|0|565.0|0|0.0|100
0|2021-12-28|35682.0|0|35682.0|0|567.0|0|0.0|100
0|2021-12-29|35825.0|0|35825.0|0|567.0|0|0.0|100
0|2021-12-30|35987.0|0|35987.0|0|567.0|0|0.0|100
0|2021-12-31|35987.0|0|35987.0|0|567.0|0|0.0|100
0|2022-01-01|35987.0|0|35987.0|0|567.0|0|0.0|100
0|2022-01-02|35987.0|0|35987.0|0|567.0|0|0.0|100
0|2022-01-03|36758.0|0|36758.0|0|567.0|0|0.0|100
0|2022-01-04|37028.0|0|37028.0|0|569.0|0|0.0|100
0|2022-01-05|37544.0|0|37544.0|0|569.0|0|0.0|100
0|2022-01-06|37914.0|0|37914.0|0|569.0|0|0.0|100
0|2022-01-07|38403.0|0|38403.0|0|571.0|0|0.0|100
0|2022-01-08|38403.0|0|38403.0|0|571.0|0|0.0|100
0|2022-01-09|38403.0|0|38403.0|0|571.0|0|0.0|100
0|2022-01-10|38403.0|0|38880.0|0|571.0|0|0.0|100
0|2022-01-11|39720.0|0|39720.0|0|571.0|0|0.0|100
0|2022-01-12|39720.0|0|39934.0|0|571.0|0|0.0|100
0|2022-01-13|39720.0|0|40700.0|0|571.0|0|0.0|100
0|2022-01-14|41378.0|0|41378.0|0|574.0|0|0.0|100
0|2022-01-15|41378.0|0|41378.0|0|574.0|0|0.0|100
0|2022-01-16|41378.0|0|41378.0|0|574.0|0|0.0|100
0|2022-01-17|41378.0|0|0.0|100|574.0|0|0.0|100
