|dates|Sequatchie_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Sequatchie_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Sequatchie_Tennessee_UnitedStates.NYT_ConfirmedCases.data|Sequatchie_Tennessee_UnitedStates.NYT_ConfirmedCases.missing|Sequatchie_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Sequatchie_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Sequatchie_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Sequatchie_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-02|3071.0|0|3071.0|0|38.0|0|0.0|100
0|2021-12-03|3073.0|0|3073.0|0|39.0|0|0.0|100
0|2021-12-04|3073.0|0|3073.0|0|39.0|0|0.0|100
0|2021-12-05|3073.0|0|3073.0|0|39.0|0|0.0|100
0|2021-12-06|3082.0|0|3082.0|0|39.0|0|0.0|100
0|2021-12-07|3083.0|0|3083.0|0|40.0|0|0.0|100
0|2021-12-08|3085.0|0|3085.0|0|40.0|0|0.0|100
0|2021-12-09|3085.0|0|3085.0|0|40.0|0|0.0|100
0|2021-12-10|3089.0|0|3089.0|0|39.0|0|0.0|100
0|2021-12-11|3089.0|0|3089.0|0|39.0|0|0.0|100
0|2021-12-12|3089.0|0|3089.0|0|39.0|0|0.0|100
0|2021-12-13|3094.0|0|3094.0|0|40.0|0|0.0|100
0|2021-12-14|3094.0|0|3102.0|0|40.0|0|0.0|100
0|2021-12-15|3109.0|0|3109.0|0|41.0|0|0.0|100
0|2021-12-16|3112.0|0|3112.0|0|41.0|0|0.0|100
0|2021-12-17|3122.0|0|3122.0|0|42.0|0|0.0|100
0|2021-12-18|3122.0|0|3122.0|0|42.0|0|0.0|100
0|2021-12-19|3122.0|0|3122.0|0|42.0|0|0.0|100
0|2021-12-20|3133.0|0|3133.0|0|44.0|0|0.0|100
0|2021-12-21|3136.0|0|3136.0|0|45.0|0|0.0|100
0|2021-12-22|3143.0|0|3143.0|0|46.0|0|0.0|100
0|2021-12-23|3156.0|0|3156.0|0|60.0|0|0.0|100
0|2021-12-24|3156.0|0|3156.0|0|60.0|0|0.0|100
0|2021-12-25|3156.0|0|3156.0|0|60.0|0|0.0|100
0|2021-12-26|3156.0|0|3156.0|0|60.0|0|0.0|100
0|2021-12-27|3176.0|0|3176.0|0|58.0|0|0.0|100
0|2021-12-28|3183.0|0|3183.0|0|59.0|0|0.0|100
0|2021-12-29|3188.0|0|3188.0|0|59.0|0|0.0|100
0|2021-12-30|3206.0|0|3206.0|0|59.0|0|0.0|100
0|2021-12-31|3206.0|0|3206.0|0|59.0|0|0.0|100
0|2022-01-01|3206.0|0|3206.0|0|59.0|0|0.0|100
0|2022-01-02|3206.0|0|3206.0|0|59.0|0|0.0|100
0|2022-01-03|3250.0|0|3250.0|0|60.0|0|0.0|100
0|2022-01-04|3258.0|0|3258.0|0|60.0|0|0.0|100
0|2022-01-05|3258.0|0|3258.0|0|60.0|0|0.0|100
0|2022-01-06|3258.0|0|3258.0|0|60.0|0|0.0|100
0|2022-01-07|3258.0|0|3258.0|0|60.0|0|0.0|100
0|2022-01-08|3258.0|0|3258.0|0|60.0|0|0.0|100
0|2022-01-09|3258.0|0|3258.0|0|60.0|0|0.0|100
0|2022-01-10|3258.0|0|3258.0|0|60.0|0|0.0|100
0|2022-01-11|3258.0|0|3258.0|0|60.0|0|0.0|100
0|2022-01-12|3359.0|0|3359.0|0|60.0|0|0.0|100
0|2022-01-13|3359.0|0|3359.0|0|60.0|0|0.0|100
0|2022-01-14|3359.0|0|3359.0|0|60.0|0|0.0|100
0|2022-01-15|3359.0|0|3359.0|0|60.0|0|0.0|100
0|2022-01-16|3359.0|0|3359.0|0|60.0|0|0.0|100
0|2022-01-17|3359.0|0|0.0|100|60.0|0|0.0|100
