|dates|Harnett_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Harnett_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Harnett_NorthCarolina_UnitedStates.NYT_ConfirmedCases.data|Harnett_NorthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Harnett_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Harnett_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Harnett_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Harnett_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-04|21154.0|0|21154.0|0|280.0|0|0.0|100
0|2022-01-05|21345.0|0|21345.0|0|281.0|0|0.0|100
0|2022-01-06|21683.0|0|21683.0|0|281.0|0|0.0|100
0|2022-01-07|21974.0|0|21974.0|0|282.0|0|0.0|100
0|2022-01-08|21974.0|0|21974.0|0|282.0|0|0.0|100
0|2022-01-09|21974.0|0|21974.0|0|282.0|0|0.0|100
0|2022-01-10|22727.0|0|22727.0|0|282.0|0|0.0|100
0|2022-01-11|22903.0|0|22903.0|0|282.0|0|0.0|100
0|2022-01-12|23137.0|0|23137.0|0|282.0|0|0.0|100
0|2022-01-13|23137.0|0|23654.0|0|282.0|0|0.0|100
0|2022-01-14|24077.0|0|24077.0|0|283.0|0|0.0|100
0|2022-01-15|24077.0|0|24077.0|0|283.0|0|0.0|100
0|2022-01-16|24077.0|0|24077.0|0|283.0|0|0.0|100
0|2022-01-17|24077.0|0|0.0|100|283.0|0|0.0|100
