|dates|Kankakee_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Kankakee_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Kankakee_Illinois_UnitedStates.Male_Total_Population.data|Kankakee_Illinois_UnitedStates.Male_Total_Population.missing|Kankakee_Illinois_UnitedStates.Female_Total_Population.data|Kankakee_Illinois_UnitedStates.Female_Total_Population.missing|Kankakee_Illinois_UnitedStates.MaleAndFemale_Under18_Population.data|Kankakee_Illinois_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-12-20|18550.0|0|54154.0|0|55870.0|0|25023.0|0
0|2021-12-21|18550.0|0|54154.0|0|55870.0|0|25023.0|0
0|2021-12-22|18550.0|0|54154.0|0|55870.0|0|25023.0|0
0|2021-12-23|18550.0|0|54154.0|0|55870.0|0|25023.0|0
0|2021-12-24|18550.0|0|54154.0|0|55870.0|0|25023.0|0
0|2021-12-25|18550.0|0|54154.0|0|55870.0|0|25023.0|0
0|2021-12-26|18550.0|0|54154.0|0|55870.0|0|25023.0|0
0|2021-12-27|18550.0|0|54154.0|0|55870.0|0|25023.0|0
0|2021-12-28|18550.0|0|54154.0|0|55870.0|0|25023.0|0
0|2021-12-29|18550.0|0|54154.0|0|55870.0|0|25023.0|0
0|2021-12-30|18550.0|0|54154.0|0|55870.0|0|25023.0|0
0|2021-12-31|18550.0|0|54154.0|0|55870.0|0|25023.0|0
0|2022-01-01|18550.0|0|54154.0|0|55870.0|0|25023.0|0
0|2022-01-02|18550.0|0|54154.0|0|55870.0|0|25023.0|0
0|2022-01-03|18550.0|0|54154.0|0|55870.0|0|25023.0|0
0|2022-01-04|18550.0|0|54154.0|0|55870.0|0|25023.0|0
0|2022-01-05|18550.0|0|54154.0|0|55870.0|0|25023.0|0
0|2022-01-06|18550.0|0|54154.0|0|55870.0|0|25023.0|0
0|2022-01-07|18550.0|0|54154.0|0|55870.0|0|25023.0|0
0|2022-01-08|18550.0|0|54154.0|0|55870.0|0|25023.0|0
0|2022-01-09|18550.0|0|54154.0|0|55870.0|0|25023.0|0
0|2022-01-10|18550.0|0|54154.0|0|55870.0|0|25023.0|0
0|2022-01-11|18550.0|0|54154.0|0|55870.0|0|25023.0|0
0|2022-01-12|18550.0|0|54154.0|0|55870.0|0|25023.0|0
0|2022-01-13|18550.0|0|54154.0|0|55870.0|0|25023.0|0
0|2022-01-14|18550.0|0|54154.0|0|55870.0|0|25023.0|0
0|2022-01-15|18550.0|0|54154.0|0|55870.0|0|25023.0|0
0|2022-01-16|18550.0|0|54154.0|0|55870.0|0|25023.0|0
0|2022-01-17|18550.0|0|54154.0|0|55870.0|0|25023.0|0
