|dates|Aitkin_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Aitkin_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Aitkin_Minnesota_UnitedStates.NYT_ConfirmedCases.data|Aitkin_Minnesota_UnitedStates.NYT_ConfirmedCases.missing|Aitkin_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Aitkin_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Aitkin_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Aitkin_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-26|2158.0|0|2158.0|0|50.0|0|0.0|100
0|2021-11-27|2158.0|0|2158.0|0|50.0|0|0.0|100
0|2021-11-28|2158.0|0|2158.0|0|50.0|0|0.0|100
0|2021-11-29|2179.0|0|2179.0|0|50.0|0|0.0|100
0|2021-11-30|2215.0|0|2215.0|0|50.0|0|0.0|100
0|2021-12-01|2224.0|0|2224.0|0|50.0|0|0.0|100
0|2021-12-02|2237.0|0|2237.0|0|51.0|0|0.0|100
0|2021-12-03|2250.0|0|2250.0|0|52.0|0|0.0|100
0|2021-12-04|2250.0|0|2250.0|0|52.0|0|0.0|100
0|2021-12-05|2250.0|0|2250.0|0|52.0|0|0.0|100
0|2021-12-06|2272.0|0|2272.0|0|52.0|0|0.0|100
0|2021-12-07|2309.0|0|2309.0|0|52.0|0|0.0|100
0|2021-12-08|2315.0|0|2315.0|0|52.0|0|0.0|100
0|2021-12-09|2322.0|0|2322.0|0|53.0|0|0.0|100
0|2021-12-10|2334.0|0|2334.0|0|53.0|0|0.0|100
0|2021-12-11|2334.0|0|2334.0|0|53.0|0|0.0|100
0|2021-12-12|2334.0|0|2334.0|0|53.0|0|0.0|100
0|2021-12-13|2343.0|0|2343.0|0|53.0|0|0.0|100
0|2021-12-14|2343.0|0|2361.0|0|53.0|0|0.0|100
0|2021-12-15|2372.0|0|2372.0|0|53.0|0|0.0|100
0|2021-12-16|2381.0|0|2381.0|0|53.0|0|0.0|100
0|2021-12-17|2388.0|0|2388.0|0|53.0|0|0.0|100
0|2021-12-18|2388.0|0|2388.0|0|53.0|0|0.0|100
0|2021-12-19|2388.0|0|2388.0|0|53.0|0|0.0|100
0|2021-12-20|2389.0|0|2389.0|0|53.0|0|0.0|100
0|2021-12-21|2398.0|0|2398.0|0|53.0|0|0.0|100
0|2021-12-22|2404.0|0|2404.0|0|53.0|0|0.0|100
0|2021-12-23|2407.0|0|2407.0|0|53.0|0|0.0|100
0|2021-12-24|2407.0|0|2407.0|0|53.0|0|0.0|100
0|2021-12-25|2407.0|0|2407.0|0|53.0|0|0.0|100
0|2021-12-26|2407.0|0|2407.0|0|53.0|0|0.0|100
0|2021-12-27|2409.0|0|2409.0|0|53.0|0|0.0|100
0|2021-12-28|2421.0|0|2421.0|0|53.0|0|0.0|100
0|2021-12-29|2424.0|0|2424.0|0|54.0|0|0.0|100
0|2021-12-30|2424.0|0|2424.0|0|54.0|0|0.0|100
0|2021-12-31|2424.0|0|2424.0|0|54.0|0|0.0|100
0|2022-01-01|2424.0|0|2424.0|0|54.0|0|0.0|100
0|2022-01-02|2424.0|0|2424.0|0|54.0|0|0.0|100
0|2022-01-03|2425.0|0|2425.0|0|54.0|0|0.0|100
0|2022-01-04|2428.0|0|2428.0|0|54.0|0|0.0|100
0|2022-01-05|2434.0|0|2434.0|0|55.0|0|0.0|100
0|2022-01-06|2438.0|0|2438.0|0|55.0|0|0.0|100
0|2022-01-07|2442.0|0|2442.0|0|55.0|0|0.0|100
0|2022-01-08|2442.0|0|2442.0|0|55.0|0|0.0|100
0|2022-01-09|2442.0|0|2442.0|0|55.0|0|0.0|100
0|2022-01-10|2452.0|0|2452.0|0|55.0|0|0.0|100
0|2022-01-11|2484.0|0|2484.0|0|55.0|0|0.0|100
0|2022-01-12|2488.0|0|2488.0|0|55.0|0|0.0|100
0|2022-01-13|2488.0|0|2505.0|0|55.0|0|0.0|100
0|2022-01-14|2516.0|0|2516.0|0|56.0|0|0.0|100
0|2022-01-15|2516.0|0|2516.0|0|56.0|0|0.0|100
0|2022-01-16|2516.0|0|2516.0|0|56.0|0|0.0|100
0|2022-01-17|2516.0|0|0.0|100|56.0|0|0.0|100
