|dates|Lake_SouthDakota_UnitedStates.JHU_ConfirmedCases.data|Lake_SouthDakota_UnitedStates.JHU_ConfirmedCases.missing|Lake_SouthDakota_UnitedStates.NYT_ConfirmedCases.data|Lake_SouthDakota_UnitedStates.NYT_ConfirmedCases.missing|Lake_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Lake_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Lake_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Lake_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-30|1664.0|0|1664.0|0|20.0|0|0.0|100
0|2021-12-01|1675.0|0|1675.0|0|20.0|0|0.0|100
0|2021-12-02|1684.0|0|1684.0|0|20.0|0|0.0|100
0|2021-12-03|1692.0|0|1692.0|0|20.0|0|0.0|100
0|2021-12-04|1692.0|0|1692.0|0|20.0|0|0.0|100
0|2021-12-05|1692.0|0|1692.0|0|20.0|0|0.0|100
0|2021-12-06|1697.0|0|1697.0|0|20.0|0|0.0|100
0|2021-12-07|1711.0|0|1711.0|0|20.0|0|0.0|100
0|2021-12-08|1720.0|0|1720.0|0|20.0|0|0.0|100
0|2021-12-09|1724.0|0|1724.0|0|20.0|0|0.0|100
0|2021-12-10|1736.0|0|1736.0|0|20.0|0|0.0|100
0|2021-12-11|1736.0|0|1736.0|0|20.0|0|0.0|100
0|2021-12-12|1736.0|0|1736.0|0|20.0|0|0.0|100
0|2021-12-13|1744.0|0|1744.0|0|20.0|0|0.0|100
0|2021-12-14|1744.0|0|1746.0|0|20.0|0|0.0|100
0|2021-12-15|1762.0|0|1762.0|0|20.0|0|0.0|100
0|2021-12-16|1766.0|0|1766.0|0|20.0|0|0.0|100
0|2021-12-17|1774.0|0|1774.0|0|20.0|0|0.0|100
0|2021-12-18|1774.0|0|1774.0|0|20.0|0|0.0|100
0|2021-12-19|1774.0|0|1774.0|0|20.0|0|0.0|100
0|2021-12-20|1782.0|0|1782.0|0|22.0|0|0.0|100
0|2021-12-21|1784.0|0|1784.0|0|22.0|0|0.0|100
0|2021-12-22|1804.0|0|1804.0|0|22.0|0|0.0|100
0|2021-12-23|1813.0|0|1813.0|0|22.0|0|0.0|100
0|2021-12-24|1813.0|0|1813.0|0|22.0|0|0.0|100
0|2021-12-25|1813.0|0|1813.0|0|22.0|0|0.0|100
0|2021-12-26|1813.0|0|1813.0|0|22.0|0|0.0|100
0|2021-12-27|1820.0|0|1820.0|0|22.0|0|0.0|100
0|2021-12-28|1832.0|0|1832.0|0|22.0|0|0.0|100
0|2021-12-29|1841.0|0|1841.0|0|22.0|0|0.0|100
0|2021-12-30|1853.0|0|1853.0|0|22.0|0|0.0|100
0|2021-12-31|1853.0|0|1853.0|0|22.0|0|0.0|100
0|2022-01-01|1853.0|0|1853.0|0|22.0|0|0.0|100
0|2022-01-02|1853.0|0|1853.0|0|22.0|0|0.0|100
0|2022-01-03|1856.0|0|1856.0|0|22.0|0|0.0|100
0|2022-01-04|1885.0|0|1885.0|0|22.0|0|0.0|100
0|2022-01-05|1896.0|0|1896.0|0|22.0|0|0.0|100
0|2022-01-06|1905.0|0|1905.0|0|23.0|0|0.0|100
0|2022-01-07|1920.0|0|1920.0|0|23.0|0|0.0|100
0|2022-01-08|1920.0|0|1920.0|0|23.0|0|0.0|100
0|2022-01-09|1920.0|0|1920.0|0|23.0|0|0.0|100
0|2022-01-10|1943.0|0|1943.0|0|23.0|0|0.0|100
0|2022-01-11|1964.0|0|1964.0|0|23.0|0|0.0|100
0|2022-01-12|1997.0|0|1997.0|0|24.0|0|0.0|100
0|2022-01-13|1997.0|0|2020.0|0|24.0|0|0.0|100
0|2022-01-14|2020.0|0|2046.0|0|26.0|0|0.0|100
0|2022-01-15|2046.0|0|2046.0|0|26.0|0|0.0|100
0|2022-01-16|2046.0|0|2046.0|0|26.0|0|0.0|100
0|2022-01-17|2046.0|0|0.0|100|26.0|0|0.0|100
