|dates|Union_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Union_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Union_Mississippi_UnitedStates.NYT_ConfirmedCases.data|Union_Mississippi_UnitedStates.NYT_ConfirmedCases.missing|Union_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Union_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Union_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Union_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-06|7101.0|0|7101.0|0|100.0|0|0.0|100
0|2022-01-07|7146.0|0|7146.0|0|100.0|0|0.0|100
0|2022-01-08|7146.0|0|7146.0|0|100.0|0|0.0|100
0|2022-01-09|7146.0|0|7146.0|0|100.0|0|0.0|100
0|2022-01-10|7146.0|0|7190.0|0|100.0|0|0.0|100
0|2022-01-11|7299.0|0|7299.0|0|101.0|0|0.0|100
0|2022-01-12|7299.0|0|7342.0|0|101.0|0|0.0|100
0|2022-01-13|7299.0|0|7489.0|0|101.0|0|0.0|100
0|2022-01-14|7628.0|0|7628.0|0|101.0|0|0.0|100
0|2022-01-15|7628.0|0|7628.0|0|101.0|0|0.0|100
0|2022-01-16|7628.0|0|7628.0|0|101.0|0|0.0|100
0|2022-01-17|7628.0|0|0.0|100|101.0|0|0.0|100
