|dates|Madison_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Madison_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Madison_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Madison_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Madison_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Madison_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Madison_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Madison_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-06|17248.0|0|17248.0|0|200.0|0|0.0|100
0|2021-12-07|17369.0|0|17369.0|0|202.0|0|0.0|100
0|2021-12-08|17440.0|0|17440.0|0|202.0|0|0.0|100
0|2021-12-09|17499.0|0|17499.0|0|206.0|0|0.0|100
0|2021-12-10|17586.0|0|17586.0|0|206.0|0|0.0|100
0|2021-12-11|17586.0|0|17586.0|0|206.0|0|0.0|100
0|2021-12-12|17586.0|0|17586.0|0|206.0|0|0.0|100
0|2021-12-13|17688.0|0|17688.0|0|207.0|0|0.0|100
0|2021-12-14|17688.0|0|17784.0|0|207.0|0|0.0|100
0|2021-12-15|17842.0|0|17842.0|0|207.0|0|0.0|100
0|2021-12-16|17921.0|0|17921.0|0|208.0|0|0.0|100
0|2021-12-17|18002.0|0|18002.0|0|209.0|0|0.0|100
0|2021-12-18|18002.0|0|18002.0|0|209.0|0|0.0|100
0|2021-12-19|18002.0|0|18002.0|0|209.0|0|0.0|100
0|2021-12-20|18105.0|0|18105.0|0|212.0|0|0.0|100
0|2021-12-21|18191.0|0|18191.0|0|212.0|0|0.0|100
0|2021-12-22|18269.0|0|18269.0|0|212.0|0|0.0|100
0|2021-12-23|18269.0|0|18269.0|0|212.0|0|0.0|100
0|2021-12-24|18269.0|0|18269.0|0|212.0|0|0.0|100
0|2021-12-25|18269.0|0|18269.0|0|212.0|0|0.0|100
0|2021-12-26|18269.0|0|18269.0|0|212.0|0|0.0|100
0|2021-12-27|18446.0|0|18446.0|0|212.0|0|0.0|100
0|2021-12-28|18538.0|0|18538.0|0|212.0|0|0.0|100
0|2021-12-29|18597.0|0|18597.0|0|213.0|0|0.0|100
0|2021-12-30|18597.0|0|18597.0|0|213.0|0|0.0|100
0|2021-12-31|18597.0|0|18597.0|0|213.0|0|0.0|100
0|2022-01-01|18597.0|0|18597.0|0|213.0|0|0.0|100
0|2022-01-02|18597.0|0|18597.0|0|213.0|0|0.0|100
0|2022-01-03|18914.0|0|18914.0|0|213.0|0|0.0|100
0|2022-01-04|19060.0|0|19060.0|0|214.0|0|0.0|100
0|2022-01-05|19225.0|0|19225.0|0|216.0|0|0.0|100
0|2022-01-06|19438.0|0|19438.0|0|216.0|0|0.0|100
0|2022-01-07|19621.0|0|19621.0|0|219.0|0|0.0|100
0|2022-01-08|19621.0|0|19621.0|0|219.0|0|0.0|100
0|2022-01-09|19621.0|0|19621.0|0|219.0|0|0.0|100
0|2022-01-10|19844.0|0|19844.0|0|221.0|0|0.0|100
0|2022-01-11|20128.0|0|20128.0|0|221.0|0|0.0|100
0|2022-01-12|20352.0|0|20352.0|0|221.0|0|0.0|100
0|2022-01-13|20352.0|0|20583.0|0|221.0|0|0.0|100
0|2022-01-14|20842.0|0|20842.0|0|221.0|0|0.0|100
0|2022-01-15|20842.0|0|20842.0|0|221.0|0|0.0|100
0|2022-01-16|20842.0|0|20842.0|0|221.0|0|0.0|100
0|2022-01-17|20842.0|0|0.0|100|221.0|0|0.0|100
