|dates|Boise_Idaho_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Boise_Idaho_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Boise_Idaho_UnitedStates.Male_Total_Population.data|Boise_Idaho_UnitedStates.Male_Total_Population.missing|Boise_Idaho_UnitedStates.Female_Total_Population.data|Boise_Idaho_UnitedStates.Female_Total_Population.missing|Boise_Idaho_UnitedStates.MaleAndFemale_Under18_Population.data|Boise_Idaho_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-26|1919.0|0|3975.0|0|3659.0|0|1291.0|0
0|2021-11-27|1919.0|0|3975.0|0|3659.0|0|1291.0|0
0|2021-11-28|1919.0|0|3975.0|0|3659.0|0|1291.0|0
0|2021-11-29|1919.0|0|3975.0|0|3659.0|0|1291.0|0
0|2021-11-30|1919.0|0|3975.0|0|3659.0|0|1291.0|0
0|2021-12-01|1919.0|0|3975.0|0|3659.0|0|1291.0|0
0|2021-12-02|1919.0|0|3975.0|0|3659.0|0|1291.0|0
0|2021-12-03|1919.0|0|3975.0|0|3659.0|0|1291.0|0
0|2021-12-04|1919.0|0|3975.0|0|3659.0|0|1291.0|0
0|2021-12-05|1919.0|0|3975.0|0|3659.0|0|1291.0|0
0|2021-12-06|1919.0|0|3975.0|0|3659.0|0|1291.0|0
0|2021-12-07|1919.0|0|3975.0|0|3659.0|0|1291.0|0
0|2021-12-08|1919.0|0|3975.0|0|3659.0|0|1291.0|0
0|2021-12-09|1919.0|0|3975.0|0|3659.0|0|1291.0|0
0|2021-12-10|1919.0|0|3975.0|0|3659.0|0|1291.0|0
0|2021-12-11|1919.0|0|3975.0|0|3659.0|0|1291.0|0
0|2021-12-12|1919.0|0|3975.0|0|3659.0|0|1291.0|0
0|2021-12-13|1919.0|0|3975.0|0|3659.0|0|1291.0|0
0|2021-12-14|1919.0|0|3975.0|0|3659.0|0|1291.0|0
0|2021-12-15|1919.0|0|3975.0|0|3659.0|0|1291.0|0
0|2021-12-16|1919.0|0|3975.0|0|3659.0|0|1291.0|0
0|2021-12-17|1919.0|0|3975.0|0|3659.0|0|1291.0|0
0|2021-12-18|1919.0|0|3975.0|0|3659.0|0|1291.0|0
0|2021-12-19|1919.0|0|3975.0|0|3659.0|0|1291.0|0
0|2021-12-20|1919.0|0|3975.0|0|3659.0|0|1291.0|0
0|2021-12-21|1919.0|0|3975.0|0|3659.0|0|1291.0|0
0|2021-12-22|1919.0|0|3975.0|0|3659.0|0|1291.0|0
0|2021-12-23|1919.0|0|3975.0|0|3659.0|0|1291.0|0
0|2021-12-24|1919.0|0|3975.0|0|3659.0|0|1291.0|0
0|2021-12-25|1919.0|0|3975.0|0|3659.0|0|1291.0|0
0|2021-12-26|1919.0|0|3975.0|0|3659.0|0|1291.0|0
0|2021-12-27|1919.0|0|3975.0|0|3659.0|0|1291.0|0
0|2021-12-28|1919.0|0|3975.0|0|3659.0|0|1291.0|0
0|2021-12-29|1919.0|0|3975.0|0|3659.0|0|1291.0|0
0|2021-12-30|1919.0|0|3975.0|0|3659.0|0|1291.0|0
0|2021-12-31|1919.0|0|3975.0|0|3659.0|0|1291.0|0
0|2022-01-01|1919.0|0|3975.0|0|3659.0|0|1291.0|0
0|2022-01-02|1919.0|0|3975.0|0|3659.0|0|1291.0|0
0|2022-01-03|1919.0|0|3975.0|0|3659.0|0|1291.0|0
0|2022-01-04|1919.0|0|3975.0|0|3659.0|0|1291.0|0
0|2022-01-05|1919.0|0|3975.0|0|3659.0|0|1291.0|0
0|2022-01-06|1919.0|0|3975.0|0|3659.0|0|1291.0|0
0|2022-01-07|1919.0|0|3975.0|0|3659.0|0|1291.0|0
0|2022-01-08|1919.0|0|3975.0|0|3659.0|0|1291.0|0
0|2022-01-09|1919.0|0|3975.0|0|3659.0|0|1291.0|0
0|2022-01-10|1919.0|0|3975.0|0|3659.0|0|1291.0|0
0|2022-01-11|1919.0|0|3975.0|0|3659.0|0|1291.0|0
0|2022-01-12|1919.0|0|3975.0|0|3659.0|0|1291.0|0
0|2022-01-13|1919.0|0|3975.0|0|3659.0|0|1291.0|0
0|2022-01-14|1919.0|0|3975.0|0|3659.0|0|1291.0|0
0|2022-01-15|1919.0|0|3975.0|0|3659.0|0|1291.0|0
0|2022-01-16|1919.0|0|3975.0|0|3659.0|0|1291.0|0
0|2022-01-17|1919.0|0|3975.0|0|3659.0|0|1291.0|0
