|dates|Johnson_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Johnson_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Johnson_Nebraska_UnitedStates.Male_Total_Population.data|Johnson_Nebraska_UnitedStates.Male_Total_Population.missing|Johnson_Nebraska_UnitedStates.Female_Total_Population.data|Johnson_Nebraska_UnitedStates.Female_Total_Population.missing|Johnson_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.data|Johnson_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-21|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2021-11-22|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2021-11-23|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2021-11-24|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2021-11-25|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2021-11-26|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2021-11-27|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2021-11-28|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2021-11-29|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2021-11-30|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2021-12-01|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2021-12-02|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2021-12-03|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2021-12-04|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2021-12-05|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2021-12-06|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2021-12-07|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2021-12-08|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2021-12-09|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2021-12-10|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2021-12-11|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2021-12-12|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2021-12-13|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2021-12-14|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2021-12-15|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2021-12-16|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2021-12-17|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2021-12-18|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2021-12-19|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2021-12-20|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2021-12-21|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2021-12-22|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2021-12-23|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2021-12-24|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2021-12-25|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2021-12-26|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2021-12-27|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2021-12-28|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2021-12-29|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2021-12-30|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2021-12-31|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2022-01-01|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2022-01-02|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2022-01-03|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2022-01-04|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2022-01-05|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2022-01-06|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2022-01-07|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2022-01-08|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2022-01-09|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2022-01-10|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2022-01-11|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2022-01-12|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2022-01-13|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2022-01-14|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2022-01-15|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2022-01-16|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2022-01-17|963.0|0|3019.0|0|2115.0|0|966.0|0
