|dates|Collin_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Collin_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Collin_Texas_UnitedStates.Male_Total_Population.data|Collin_Texas_UnitedStates.Male_Total_Population.missing|Collin_Texas_UnitedStates.Female_Total_Population.data|Collin_Texas_UnitedStates.Female_Total_Population.missing|Collin_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Collin_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-13|110655.0|0|494802.0|0|510344.0|0|260476.0|0
0|2021-11-14|110655.0|0|494802.0|0|510344.0|0|260476.0|0
0|2021-11-15|110655.0|0|494802.0|0|510344.0|0|260476.0|0
0|2021-11-16|110655.0|0|494802.0|0|510344.0|0|260476.0|0
0|2021-11-17|110655.0|0|494802.0|0|510344.0|0|260476.0|0
0|2021-11-18|110655.0|0|494802.0|0|510344.0|0|260476.0|0
0|2021-11-19|110655.0|0|494802.0|0|510344.0|0|260476.0|0
0|2021-11-20|110655.0|0|494802.0|0|510344.0|0|260476.0|0
0|2021-11-21|110655.0|0|494802.0|0|510344.0|0|260476.0|0
0|2021-11-22|110655.0|0|494802.0|0|510344.0|0|260476.0|0
0|2021-11-23|110655.0|0|494802.0|0|510344.0|0|260476.0|0
0|2021-11-24|110655.0|0|494802.0|0|510344.0|0|260476.0|0
0|2021-11-25|110655.0|0|494802.0|0|510344.0|0|260476.0|0
0|2021-11-26|110655.0|0|494802.0|0|510344.0|0|260476.0|0
0|2021-11-27|110655.0|0|494802.0|0|510344.0|0|260476.0|0
0|2021-11-28|110655.0|0|494802.0|0|510344.0|0|260476.0|0
0|2021-11-29|110655.0|0|494802.0|0|510344.0|0|260476.0|0
0|2021-11-30|110655.0|0|494802.0|0|510344.0|0|260476.0|0
0|2021-12-01|110655.0|0|494802.0|0|510344.0|0|260476.0|0
0|2021-12-02|110655.0|0|494802.0|0|510344.0|0|260476.0|0
0|2021-12-03|110655.0|0|494802.0|0|510344.0|0|260476.0|0
0|2021-12-04|110655.0|0|494802.0|0|510344.0|0|260476.0|0
0|2021-12-05|110655.0|0|494802.0|0|510344.0|0|260476.0|0
0|2021-12-06|110655.0|0|494802.0|0|510344.0|0|260476.0|0
0|2021-12-07|110655.0|0|494802.0|0|510344.0|0|260476.0|0
0|2021-12-08|110655.0|0|494802.0|0|510344.0|0|260476.0|0
0|2021-12-09|110655.0|0|494802.0|0|510344.0|0|260476.0|0
0|2021-12-10|110655.0|0|494802.0|0|510344.0|0|260476.0|0
0|2021-12-11|110655.0|0|494802.0|0|510344.0|0|260476.0|0
0|2021-12-12|110655.0|0|494802.0|0|510344.0|0|260476.0|0
0|2021-12-13|110655.0|0|494802.0|0|510344.0|0|260476.0|0
0|2021-12-14|110655.0|0|494802.0|0|510344.0|0|260476.0|0
0|2021-12-15|110655.0|0|494802.0|0|510344.0|0|260476.0|0
0|2021-12-16|110655.0|0|494802.0|0|510344.0|0|260476.0|0
0|2021-12-17|110655.0|0|494802.0|0|510344.0|0|260476.0|0
0|2021-12-18|110655.0|0|494802.0|0|510344.0|0|260476.0|0
0|2021-12-19|110655.0|0|494802.0|0|510344.0|0|260476.0|0
0|2021-12-20|110655.0|0|494802.0|0|510344.0|0|260476.0|0
0|2021-12-21|110655.0|0|494802.0|0|510344.0|0|260476.0|0
0|2021-12-22|110655.0|0|494802.0|0|510344.0|0|260476.0|0
0|2021-12-23|110655.0|0|494802.0|0|510344.0|0|260476.0|0
0|2021-12-24|110655.0|0|494802.0|0|510344.0|0|260476.0|0
0|2021-12-25|110655.0|0|494802.0|0|510344.0|0|260476.0|0
0|2021-12-26|110655.0|0|494802.0|0|510344.0|0|260476.0|0
0|2021-12-27|110655.0|0|494802.0|0|510344.0|0|260476.0|0
0|2021-12-28|110655.0|0|494802.0|0|510344.0|0|260476.0|0
0|2021-12-29|110655.0|0|494802.0|0|510344.0|0|260476.0|0
0|2021-12-30|110655.0|0|494802.0|0|510344.0|0|260476.0|0
0|2021-12-31|110655.0|0|494802.0|0|510344.0|0|260476.0|0
0|2022-01-01|110655.0|0|494802.0|0|510344.0|0|260476.0|0
0|2022-01-02|110655.0|0|494802.0|0|510344.0|0|260476.0|0
0|2022-01-03|110655.0|0|494802.0|0|510344.0|0|260476.0|0
0|2022-01-04|110655.0|0|494802.0|0|510344.0|0|260476.0|0
0|2022-01-05|110655.0|0|494802.0|0|510344.0|0|260476.0|0
0|2022-01-06|110655.0|0|494802.0|0|510344.0|0|260476.0|0
0|2022-01-07|110655.0|0|494802.0|0|510344.0|0|260476.0|0
0|2022-01-08|110655.0|0|494802.0|0|510344.0|0|260476.0|0
0|2022-01-09|110655.0|0|494802.0|0|510344.0|0|260476.0|0
0|2022-01-10|110655.0|0|494802.0|0|510344.0|0|260476.0|0
0|2022-01-11|110655.0|0|494802.0|0|510344.0|0|260476.0|0
0|2022-01-12|110655.0|0|494802.0|0|510344.0|0|260476.0|0
0|2022-01-13|110655.0|0|494802.0|0|510344.0|0|260476.0|0
0|2022-01-14|110655.0|0|494802.0|0|510344.0|0|260476.0|0
0|2022-01-15|110655.0|0|494802.0|0|510344.0|0|260476.0|0
0|2022-01-16|110655.0|0|494802.0|0|510344.0|0|260476.0|0
0|2022-01-17|110655.0|0|494802.0|0|510344.0|0|260476.0|0
