|dates|Hardeman_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Hardeman_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Hardeman_Tennessee_UnitedStates.NYT_ConfirmedCases.data|Hardeman_Tennessee_UnitedStates.NYT_ConfirmedCases.missing|Hardeman_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Hardeman_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Hardeman_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Hardeman_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-25|5324.0|0|5324.0|0|93.0|0|0.0|100
0|2021-12-26|5324.0|0|5324.0|0|93.0|0|0.0|100
0|2021-12-27|5373.0|0|5373.0|0|96.0|0|0.0|100
0|2021-12-28|5386.0|0|5386.0|0|96.0|0|0.0|100
0|2021-12-29|5423.0|0|5423.0|0|96.0|0|0.0|100
0|2021-12-30|5462.0|0|5462.0|0|96.0|0|0.0|100
0|2021-12-31|5462.0|0|5462.0|0|96.0|0|0.0|100
0|2022-01-01|5462.0|0|5462.0|0|96.0|0|0.0|100
0|2022-01-02|5462.0|0|5462.0|0|96.0|0|0.0|100
0|2022-01-03|5646.0|0|5646.0|0|96.0|0|0.0|100
0|2022-01-04|5663.0|0|5663.0|0|96.0|0|0.0|100
0|2022-01-05|5663.0|0|5663.0|0|96.0|0|0.0|100
0|2022-01-06|5663.0|0|5663.0|0|96.0|0|0.0|100
0|2022-01-07|5663.0|0|5663.0|0|96.0|0|0.0|100
0|2022-01-08|5663.0|0|5663.0|0|96.0|0|0.0|100
0|2022-01-09|5663.0|0|5663.0|0|96.0|0|0.0|100
0|2022-01-10|5663.0|0|5663.0|0|96.0|0|0.0|100
0|2022-01-11|5663.0|0|5663.0|0|96.0|0|0.0|100
0|2022-01-12|5921.0|0|5921.0|0|96.0|0|0.0|100
0|2022-01-13|5921.0|0|5921.0|0|96.0|0|0.0|100
0|2022-01-14|5921.0|0|5921.0|0|96.0|0|0.0|100
0|2022-01-15|5921.0|0|5921.0|0|96.0|0|0.0|100
0|2022-01-16|5921.0|0|5921.0|0|96.0|0|0.0|100
0|2022-01-17|5921.0|0|0.0|100|96.0|0|0.0|100
