|dates|Multnomah_Oregon_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Multnomah_Oregon_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Multnomah_Oregon_UnitedStates.Male_Total_Population.data|Multnomah_Oregon_UnitedStates.Male_Total_Population.missing|Multnomah_Oregon_UnitedStates.Female_Total_Population.data|Multnomah_Oregon_UnitedStates.Female_Total_Population.missing|Multnomah_Oregon_UnitedStates.MaleAndFemale_Under18_Population.data|Multnomah_Oregon_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-22|109080.0|0|402182.0|0|409698.0|0|152901.0|0
0|2021-11-23|109080.0|0|402182.0|0|409698.0|0|152901.0|0
0|2021-11-24|109080.0|0|402182.0|0|409698.0|0|152901.0|0
0|2021-11-25|109080.0|0|402182.0|0|409698.0|0|152901.0|0
0|2021-11-26|109080.0|0|402182.0|0|409698.0|0|152901.0|0
0|2021-11-27|109080.0|0|402182.0|0|409698.0|0|152901.0|0
0|2021-11-28|109080.0|0|402182.0|0|409698.0|0|152901.0|0
0|2021-11-29|109080.0|0|402182.0|0|409698.0|0|152901.0|0
0|2021-11-30|109080.0|0|402182.0|0|409698.0|0|152901.0|0
0|2021-12-01|109080.0|0|402182.0|0|409698.0|0|152901.0|0
0|2021-12-02|109080.0|0|402182.0|0|409698.0|0|152901.0|0
0|2021-12-03|109080.0|0|402182.0|0|409698.0|0|152901.0|0
0|2021-12-04|109080.0|0|402182.0|0|409698.0|0|152901.0|0
0|2021-12-05|109080.0|0|402182.0|0|409698.0|0|152901.0|0
0|2021-12-06|109080.0|0|402182.0|0|409698.0|0|152901.0|0
0|2021-12-07|109080.0|0|402182.0|0|409698.0|0|152901.0|0
0|2021-12-08|109080.0|0|402182.0|0|409698.0|0|152901.0|0
0|2021-12-09|109080.0|0|402182.0|0|409698.0|0|152901.0|0
0|2021-12-10|109080.0|0|402182.0|0|409698.0|0|152901.0|0
0|2021-12-11|109080.0|0|402182.0|0|409698.0|0|152901.0|0
0|2021-12-12|109080.0|0|402182.0|0|409698.0|0|152901.0|0
0|2021-12-13|109080.0|0|402182.0|0|409698.0|0|152901.0|0
0|2021-12-14|109080.0|0|402182.0|0|409698.0|0|152901.0|0
0|2021-12-15|109080.0|0|402182.0|0|409698.0|0|152901.0|0
0|2021-12-16|109080.0|0|402182.0|0|409698.0|0|152901.0|0
0|2021-12-17|109080.0|0|402182.0|0|409698.0|0|152901.0|0
0|2021-12-18|109080.0|0|402182.0|0|409698.0|0|152901.0|0
0|2021-12-19|109080.0|0|402182.0|0|409698.0|0|152901.0|0
0|2021-12-20|109080.0|0|402182.0|0|409698.0|0|152901.0|0
0|2021-12-21|109080.0|0|402182.0|0|409698.0|0|152901.0|0
0|2021-12-22|109080.0|0|402182.0|0|409698.0|0|152901.0|0
0|2021-12-23|109080.0|0|402182.0|0|409698.0|0|152901.0|0
0|2021-12-24|109080.0|0|402182.0|0|409698.0|0|152901.0|0
0|2021-12-25|109080.0|0|402182.0|0|409698.0|0|152901.0|0
0|2021-12-26|109080.0|0|402182.0|0|409698.0|0|152901.0|0
0|2021-12-27|109080.0|0|402182.0|0|409698.0|0|152901.0|0
0|2021-12-28|109080.0|0|402182.0|0|409698.0|0|152901.0|0
0|2021-12-29|109080.0|0|402182.0|0|409698.0|0|152901.0|0
0|2021-12-30|109080.0|0|402182.0|0|409698.0|0|152901.0|0
0|2021-12-31|109080.0|0|402182.0|0|409698.0|0|152901.0|0
0|2022-01-01|109080.0|0|402182.0|0|409698.0|0|152901.0|0
0|2022-01-02|109080.0|0|402182.0|0|409698.0|0|152901.0|0
0|2022-01-03|109080.0|0|402182.0|0|409698.0|0|152901.0|0
0|2022-01-04|109080.0|0|402182.0|0|409698.0|0|152901.0|0
0|2022-01-05|109080.0|0|402182.0|0|409698.0|0|152901.0|0
0|2022-01-06|109080.0|0|402182.0|0|409698.0|0|152901.0|0
0|2022-01-07|109080.0|0|402182.0|0|409698.0|0|152901.0|0
0|2022-01-08|109080.0|0|402182.0|0|409698.0|0|152901.0|0
0|2022-01-09|109080.0|0|402182.0|0|409698.0|0|152901.0|0
0|2022-01-10|109080.0|0|402182.0|0|409698.0|0|152901.0|0
0|2022-01-11|109080.0|0|402182.0|0|409698.0|0|152901.0|0
0|2022-01-12|109080.0|0|402182.0|0|409698.0|0|152901.0|0
0|2022-01-13|109080.0|0|402182.0|0|409698.0|0|152901.0|0
0|2022-01-14|109080.0|0|402182.0|0|409698.0|0|152901.0|0
0|2022-01-15|109080.0|0|402182.0|0|409698.0|0|152901.0|0
0|2022-01-16|109080.0|0|402182.0|0|409698.0|0|152901.0|0
0|2022-01-17|109080.0|0|402182.0|0|409698.0|0|152901.0|0
