|dates|Henrico_Virginia_UnitedStates.JHU_ConfirmedCases.data|Henrico_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Henrico_Virginia_UnitedStates.NYT_ConfirmedCases.data|Henrico_Virginia_UnitedStates.NYT_ConfirmedCases.missing|Henrico_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Henrico_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Henrico_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Henrico_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-06|46502.0|0|46502.0|0|750.0|0|0.0|100
0|2022-01-07|47181.0|0|47181.0|0|750.0|0|0.0|100
0|2022-01-08|47181.0|0|47181.0|0|750.0|0|0.0|100
0|2022-01-09|47181.0|0|47181.0|0|750.0|0|0.0|100
0|2022-01-10|49176.0|0|49176.0|0|750.0|0|0.0|100
0|2022-01-11|49903.0|0|49903.0|0|753.0|0|0.0|100
0|2022-01-12|50648.0|0|50648.0|0|754.0|0|0.0|100
0|2022-01-13|50648.0|0|51281.0|0|754.0|0|0.0|100
0|2022-01-14|52040.0|0|52040.0|0|754.0|0|0.0|100
0|2022-01-15|52040.0|0|52040.0|0|754.0|0|0.0|100
0|2022-01-16|52040.0|0|52040.0|0|754.0|0|0.0|100
0|2022-01-17|53633.0|0|0.0|100|754.0|0|0.0|100
