|dates|Worcester_Maryland_UnitedStates.JHU_ConfirmedCases.data|Worcester_Maryland_UnitedStates.JHU_ConfirmedCases.missing|Worcester_Maryland_UnitedStates.NYT_ConfirmedCases.data|Worcester_Maryland_UnitedStates.NYT_ConfirmedCases.missing|Worcester_Maryland_UnitedStates.JHU_ConfirmedDeaths.data|Worcester_Maryland_UnitedStates.JHU_ConfirmedDeaths.missing|Worcester_Maryland_UnitedStates.JHU_ConfirmedRecoveries.data|Worcester_Maryland_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-09|5076.0|0|5077.0|0|123.0|0|0.0|100
0|2021-11-10|5080.0|0|5081.0|0|123.0|0|0.0|100
0|2021-11-11|5089.0|0|5090.0|0|123.0|0|0.0|100
0|2021-11-12|5103.0|0|5104.0|0|123.0|0|0.0|100
0|2021-11-13|5116.0|0|5117.0|0|124.0|0|0.0|100
0|2021-11-14|5126.0|0|5127.0|0|124.0|0|0.0|100
0|2021-11-15|5131.0|0|5132.0|0|124.0|0|0.0|100
0|2021-11-16|5131.0|0|5132.0|0|124.0|0|0.0|100
0|2021-11-17|5135.0|0|5136.0|0|125.0|0|0.0|100
0|2021-11-18|5144.0|0|5145.0|0|125.0|0|0.0|100
0|2021-11-19|5149.0|0|5150.0|0|125.0|0|0.0|100
0|2021-11-20|5160.0|0|5161.0|0|125.0|0|0.0|100
0|2021-11-21|5167.0|0|5168.0|0|125.0|0|0.0|100
0|2021-11-22|5173.0|0|5174.0|0|125.0|0|0.0|100
0|2021-11-23|5174.0|0|5175.0|0|124.0|0|0.0|100
0|2021-11-24|5187.0|0|5188.0|0|125.0|0|0.0|100
0|2021-11-25|5187.0|0|5188.0|0|125.0|0|0.0|100
0|2021-11-26|5187.0|0|5188.0|0|125.0|0|0.0|100
0|2021-11-27|5216.0|0|5217.0|0|125.0|0|0.0|100
0|2021-11-28|5218.0|0|5219.0|0|125.0|0|0.0|100
0|2021-11-29|5222.0|0|5223.0|0|125.0|0|0.0|100
0|2021-11-30|5241.0|0|5242.0|0|125.0|0|0.0|100
0|2021-12-01|5247.0|0|5248.0|0|125.0|0|0.0|100
0|2021-12-02|5268.0|0|5269.0|0|125.0|0|0.0|100
0|2021-12-03|5286.0|0|5287.0|0|125.0|0|0.0|100
0|2021-12-04|5309.0|0|5310.0|0|125.0|0|0.0|100
0|2021-12-05|5309.0|0|5310.0|0|125.0|0|0.0|100
0|2021-12-06|5309.0|0|5310.0|0|125.0|0|0.0|100
0|2021-12-07|5309.0|0|5310.0|0|125.0|0|0.0|100
0|2021-12-08|5309.0|0|5310.0|0|125.0|0|0.0|100
0|2021-12-09|5309.0|0|5310.0|0|125.0|0|0.0|100
0|2021-12-10|5309.0|0|5310.0|0|125.0|0|0.0|100
0|2021-12-11|5309.0|0|5310.0|0|125.0|0|0.0|100
0|2021-12-12|5309.0|0|5310.0|0|125.0|0|0.0|100
0|2021-12-13|5309.0|0|5310.0|0|125.0|0|0.0|100
0|2021-12-14|5309.0|0|5310.0|0|125.0|0|0.0|100
0|2021-12-15|5309.0|0|5310.0|0|125.0|0|0.0|100
0|2021-12-16|5309.0|0|5310.0|0|125.0|0|0.0|100
0|2021-12-17|5309.0|0|5310.0|0|125.0|0|0.0|100
0|2021-12-18|5309.0|0|5310.0|0|125.0|0|0.0|100
0|2021-12-19|5309.0|0|5310.0|0|125.0|0|0.0|100
0|2021-12-20|5309.0|0|5310.0|0|125.0|0|0.0|100
0|2021-12-21|5309.0|0|5310.0|0|125.0|0|0.0|100
0|2021-12-22|5309.0|0|5310.0|0|125.0|0|0.0|100
0|2021-12-23|5309.0|0|5310.0|0|125.0|0|0.0|100
0|2021-12-24|5309.0|0|5310.0|0|125.0|0|0.0|100
0|2021-12-25|5309.0|0|5310.0|0|125.0|0|0.0|100
0|2021-12-26|5309.0|0|5310.0|0|125.0|0|0.0|100
0|2021-12-27|5309.0|0|5310.0|0|125.0|0|0.0|100
0|2021-12-28|5724.0|0|5725.0|0|128.0|0|0.0|100
0|2021-12-29|5825.0|0|5826.0|0|129.0|0|0.0|100
0|2021-12-30|5873.0|0|5874.0|0|130.0|0|0.0|100
0|2021-12-31|5873.0|0|5874.0|0|130.0|0|0.0|100
0|2022-01-01|5873.0|0|5874.0|0|130.0|0|0.0|100
0|2022-01-02|6037.0|0|6038.0|0|130.0|0|0.0|100
0|2022-01-03|6196.0|0|6197.0|0|130.0|0|0.0|100
0|2022-01-04|6274.0|0|6275.0|0|132.0|0|0.0|100
0|2022-01-05|6325.0|0|6326.0|0|132.0|0|0.0|100
0|2022-01-06|6445.0|0|6446.0|0|132.0|0|0.0|100
0|2022-01-07|6549.0|0|6550.0|0|132.0|0|0.0|100
0|2022-01-08|6627.0|0|6628.0|0|132.0|0|0.0|100
0|2022-01-09|6752.0|0|6753.0|0|132.0|0|0.0|100
0|2022-01-10|6809.0|0|6810.0|0|132.0|0|0.0|100
0|2022-01-11|6860.0|0|6861.0|0|133.0|0|0.0|100
0|2022-01-12|6974.0|0|6975.0|0|134.0|0|0.0|100
0|2022-01-13|6974.0|0|7069.0|0|134.0|0|0.0|100
0|2022-01-14|7185.0|0|7186.0|0|136.0|0|0.0|100
0|2022-01-15|7295.0|0|7296.0|0|138.0|0|0.0|100
0|2022-01-16|7406.0|0|7407.0|0|138.0|0|0.0|100
0|2022-01-17|7459.0|0|0.0|100|138.0|0|0.0|100
