|dates|Clay_Illinois_UnitedStates.JHU_ConfirmedCases.data|Clay_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Clay_Illinois_UnitedStates.NYT_ConfirmedCases.data|Clay_Illinois_UnitedStates.NYT_ConfirmedCases.missing|Clay_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Clay_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Clay_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Clay_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-22|2768.0|0|2768.0|0|54.0|0|0.0|100
0|2021-11-23|2791.0|0|2791.0|0|54.0|0|0.0|100
0|2021-11-24|2808.0|0|2808.0|0|54.0|0|0.0|100
0|2021-11-25|2808.0|0|2808.0|0|54.0|0|0.0|100
0|2021-11-26|2808.0|0|2808.0|0|54.0|0|0.0|100
0|2021-11-27|2808.0|0|2808.0|0|54.0|0|0.0|100
0|2021-11-28|2808.0|0|2808.0|0|54.0|0|0.0|100
0|2021-11-29|2848.0|0|2848.0|0|54.0|0|0.0|100
0|2021-11-30|2888.0|0|2888.0|0|54.0|0|0.0|100
0|2021-12-01|2902.0|0|2902.0|0|54.0|0|0.0|100
0|2021-12-02|2902.0|0|2916.0|0|54.0|0|0.0|100
0|2021-12-03|2930.0|0|2930.0|0|54.0|0|0.0|100
0|2021-12-04|2930.0|0|2930.0|0|54.0|0|0.0|100
0|2021-12-05|2930.0|0|2930.0|0|54.0|0|0.0|100
0|2021-12-06|2962.0|0|2962.0|0|54.0|0|0.0|100
0|2021-12-07|2991.0|0|2991.0|0|54.0|0|0.0|100
0|2021-12-08|3010.0|0|3010.0|0|54.0|0|0.0|100
0|2021-12-09|3028.0|0|3028.0|0|54.0|0|0.0|100
0|2021-12-10|3051.0|0|3051.0|0|54.0|0|0.0|100
0|2021-12-11|3051.0|0|3051.0|0|54.0|0|0.0|100
0|2021-12-12|3051.0|0|3051.0|0|54.0|0|0.0|100
0|2021-12-13|3080.0|0|3080.0|0|54.0|0|0.0|100
0|2021-12-14|3080.0|0|3111.0|0|54.0|0|0.0|100
0|2021-12-15|3134.0|0|3134.0|0|55.0|0|0.0|100
0|2021-12-16|3161.0|0|3161.0|0|55.0|0|0.0|100
0|2021-12-17|3178.0|0|3178.0|0|55.0|0|0.0|100
0|2021-12-18|3178.0|0|3178.0|0|55.0|0|0.0|100
0|2021-12-19|3178.0|0|3178.0|0|55.0|0|0.0|100
0|2021-12-20|3202.0|0|3202.0|0|55.0|0|0.0|100
0|2021-12-21|3226.0|0|3226.0|0|55.0|0|0.0|100
0|2021-12-22|3246.0|0|3246.0|0|55.0|0|0.0|100
0|2021-12-23|3274.0|0|3274.0|0|55.0|0|0.0|100
0|2021-12-24|3274.0|0|3274.0|0|55.0|0|0.0|100
0|2021-12-25|3274.0|0|3274.0|0|55.0|0|0.0|100
0|2021-12-26|3274.0|0|3274.0|0|55.0|0|0.0|100
0|2021-12-27|3317.0|0|3317.0|0|57.0|0|0.0|100
0|2021-12-28|3365.0|0|3365.0|0|57.0|0|0.0|100
0|2021-12-29|3389.0|0|3389.0|0|57.0|0|0.0|100
0|2021-12-30|3403.0|0|3403.0|0|57.0|0|0.0|100
0|2021-12-31|3403.0|0|3403.0|0|57.0|0|0.0|100
0|2022-01-01|3403.0|0|3403.0|0|57.0|0|0.0|100
0|2022-01-02|3403.0|0|3403.0|0|57.0|0|0.0|100
0|2022-01-03|3433.0|0|3433.0|0|58.0|0|0.0|100
0|2022-01-04|3473.0|0|3473.0|0|59.0|0|0.0|100
0|2022-01-05|3518.0|0|3518.0|0|59.0|0|0.0|100
0|2022-01-06|3560.0|0|3560.0|0|59.0|0|0.0|100
0|2022-01-07|3604.0|0|3604.0|0|59.0|0|0.0|100
0|2022-01-08|3604.0|0|3604.0|0|59.0|0|0.0|100
0|2022-01-09|3604.0|0|3604.0|0|59.0|0|0.0|100
0|2022-01-10|3642.0|0|3642.0|0|59.0|0|0.0|100
0|2022-01-11|3729.0|0|3729.0|0|59.0|0|0.0|100
0|2022-01-12|3787.0|0|3787.0|0|59.0|0|0.0|100
0|2022-01-13|3787.0|0|3828.0|0|59.0|0|0.0|100
0|2022-01-14|3861.0|0|3861.0|0|60.0|0|0.0|100
0|2022-01-15|3861.0|0|3861.0|0|60.0|0|0.0|100
0|2022-01-16|3861.0|0|3861.0|0|60.0|0|0.0|100
0|2022-01-17|3861.0|0|0.0|100|60.0|0|0.0|100
