|dates|Lafayette_Missouri_UnitedStates.JHU_ConfirmedCases.data|Lafayette_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Lafayette_Missouri_UnitedStates.NYT_ConfirmedCases.data|Lafayette_Missouri_UnitedStates.NYT_ConfirmedCases.missing|Lafayette_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Lafayette_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Lafayette_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Lafayette_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-16|5373.0|0|5373.0|0|91.0|0|0.0|100
0|2021-12-17|5408.0|0|5408.0|0|91.0|0|0.0|100
0|2021-12-18|5451.0|0|5451.0|0|91.0|0|0.0|100
0|2021-12-19|5475.0|0|5475.0|0|91.0|0|0.0|100
0|2021-12-20|5494.0|0|5494.0|0|91.0|0|0.0|100
0|2021-12-21|5515.0|0|5515.0|0|91.0|0|0.0|100
0|2021-12-22|5549.0|0|5549.0|0|91.0|0|0.0|100
0|2021-12-23|5628.0|0|5628.0|0|91.0|0|0.0|100
0|2021-12-24|5628.0|0|5628.0|0|91.0|0|0.0|100
0|2021-12-25|5628.0|0|5628.0|0|91.0|0|0.0|100
0|2021-12-26|5628.0|0|5628.0|0|91.0|0|0.0|100
0|2021-12-27|5697.0|0|5697.0|0|91.0|0|0.0|100
0|2021-12-28|5722.0|0|5722.0|0|91.0|0|0.0|100
0|2021-12-29|5759.0|0|5759.0|0|91.0|0|0.0|100
0|2021-12-30|5812.0|0|5812.0|0|91.0|0|0.0|100
0|2021-12-31|5812.0|0|5812.0|0|91.0|0|0.0|100
0|2022-01-01|5812.0|0|5812.0|0|91.0|0|0.0|100
0|2022-01-02|5812.0|0|5812.0|0|91.0|0|0.0|100
0|2022-01-03|5812.0|0|5926.0|0|91.0|0|0.0|100
0|2022-01-04|5984.0|0|5984.0|0|93.0|0|0.0|100
0|2022-01-05|6034.0|0|6034.0|0|95.0|0|0.0|100
0|2022-01-06|6073.0|0|6073.0|0|95.0|0|0.0|100
0|2022-01-07|6123.0|0|6123.0|0|97.0|0|0.0|100
0|2022-01-08|6195.0|0|6195.0|0|97.0|0|0.0|100
0|2022-01-09|6206.0|0|6206.0|0|97.0|0|0.0|100
0|2022-01-10|6235.0|0|6235.0|0|97.0|0|0.0|100
0|2022-01-11|6299.0|0|6299.0|0|99.0|0|0.0|100
0|2022-01-12|6341.0|0|6341.0|0|100.0|0|0.0|100
0|2022-01-13|6341.0|0|6439.0|0|100.0|0|0.0|100
0|2022-01-14|6477.0|0|6477.0|0|102.0|0|0.0|100
0|2022-01-15|6576.0|0|6576.0|0|102.0|0|0.0|100
0|2022-01-16|6576.0|0|6576.0|0|102.0|0|0.0|100
0|2022-01-17|6576.0|0|0.0|100|102.0|0|0.0|100
