|dates|Hancock_WestVirginia_UnitedStates.JHU_ConfirmedCases.data|Hancock_WestVirginia_UnitedStates.JHU_ConfirmedCases.missing|Hancock_WestVirginia_UnitedStates.NYT_ConfirmedCases.data|Hancock_WestVirginia_UnitedStates.NYT_ConfirmedCases.missing|Hancock_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.data|Hancock_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.missing|Hancock_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.data|Hancock_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-14|4780.0|0|4795.0|0|122.0|0|0.0|100
0|2021-12-15|4820.0|0|4820.0|0|122.0|0|0.0|100
0|2021-12-16|4834.0|0|4834.0|0|122.0|0|0.0|100
0|2021-12-17|4856.0|0|4856.0|0|123.0|0|0.0|100
0|2021-12-18|4862.0|0|4862.0|0|123.0|0|0.0|100
0|2021-12-19|4872.0|0|4872.0|0|123.0|0|0.0|100
0|2021-12-20|4876.0|0|4876.0|0|123.0|0|0.0|100
0|2021-12-21|4884.0|0|4884.0|0|123.0|0|0.0|100
0|2021-12-22|4897.0|0|4897.0|0|123.0|0|0.0|100
0|2021-12-23|4911.0|0|4911.0|0|124.0|0|0.0|100
0|2021-12-24|4911.0|0|4911.0|0|124.0|0|0.0|100
0|2021-12-25|4911.0|0|4911.0|0|124.0|0|0.0|100
0|2021-12-26|4911.0|0|4911.0|0|124.0|0|0.0|100
0|2021-12-27|4946.0|0|4946.0|0|124.0|0|0.0|100
0|2021-12-28|4958.0|0|4958.0|0|124.0|0|0.0|100
0|2021-12-29|4980.0|0|4980.0|0|124.0|0|0.0|100
0|2021-12-30|5008.0|0|5008.0|0|124.0|0|0.0|100
0|2021-12-31|5008.0|0|5008.0|0|124.0|0|0.0|100
0|2022-01-01|5008.0|0|5008.0|0|124.0|0|0.0|100
0|2022-01-02|5008.0|0|5008.0|0|124.0|0|0.0|100
0|2022-01-03|5163.0|0|5163.0|0|126.0|0|0.0|100
0|2022-01-04|5224.0|0|5224.0|0|126.0|0|0.0|100
0|2022-01-05|5254.0|0|5254.0|0|126.0|0|0.0|100
0|2022-01-06|5322.0|0|5322.0|0|126.0|0|0.0|100
0|2022-01-07|5374.0|0|5374.0|0|126.0|0|0.0|100
0|2022-01-08|5424.0|0|5424.0|0|126.0|0|0.0|100
0|2022-01-09|5450.0|0|5450.0|0|126.0|0|0.0|100
0|2022-01-10|5505.0|0|5505.0|0|126.0|0|0.0|100
0|2022-01-11|5588.0|0|5588.0|0|126.0|0|0.0|100
0|2022-01-12|5613.0|0|5613.0|0|127.0|0|0.0|100
0|2022-01-13|5613.0|0|5659.0|0|127.0|0|0.0|100
0|2022-01-14|5700.0|0|5700.0|0|127.0|0|0.0|100
0|2022-01-15|5731.0|0|5731.0|0|127.0|0|0.0|100
0|2022-01-16|5763.0|0|5763.0|0|127.0|0|0.0|100
0|2022-01-17|5864.0|0|0.0|100|127.0|0|0.0|100
