|dates|Nevada_California_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Nevada_California_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Nevada_California_UnitedStates.Male_Total_Population.data|Nevada_California_UnitedStates.Male_Total_Population.missing|Nevada_California_UnitedStates.Female_Total_Population.data|Nevada_California_UnitedStates.Female_Total_Population.missing|Nevada_California_UnitedStates.MaleAndFemale_Under18_Population.data|Nevada_California_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-12-19|27380.0|0|48920.0|0|50776.0|0|17071.0|0
0|2021-12-20|27380.0|0|48920.0|0|50776.0|0|17071.0|0
0|2021-12-21|27380.0|0|48920.0|0|50776.0|0|17071.0|0
0|2021-12-22|27380.0|0|48920.0|0|50776.0|0|17071.0|0
0|2021-12-23|27380.0|0|48920.0|0|50776.0|0|17071.0|0
0|2021-12-24|27380.0|0|48920.0|0|50776.0|0|17071.0|0
0|2021-12-25|27380.0|0|48920.0|0|50776.0|0|17071.0|0
0|2021-12-26|27380.0|0|48920.0|0|50776.0|0|17071.0|0
0|2021-12-27|27380.0|0|48920.0|0|50776.0|0|17071.0|0
0|2021-12-28|27380.0|0|48920.0|0|50776.0|0|17071.0|0
0|2021-12-29|27380.0|0|48920.0|0|50776.0|0|17071.0|0
0|2021-12-30|27380.0|0|48920.0|0|50776.0|0|17071.0|0
0|2021-12-31|27380.0|0|48920.0|0|50776.0|0|17071.0|0
0|2022-01-01|27380.0|0|48920.0|0|50776.0|0|17071.0|0
0|2022-01-02|27380.0|0|48920.0|0|50776.0|0|17071.0|0
0|2022-01-03|27380.0|0|48920.0|0|50776.0|0|17071.0|0
0|2022-01-04|27380.0|0|48920.0|0|50776.0|0|17071.0|0
0|2022-01-05|27380.0|0|48920.0|0|50776.0|0|17071.0|0
0|2022-01-06|27380.0|0|48920.0|0|50776.0|0|17071.0|0
0|2022-01-07|27380.0|0|48920.0|0|50776.0|0|17071.0|0
0|2022-01-08|27380.0|0|48920.0|0|50776.0|0|17071.0|0
0|2022-01-09|27380.0|0|48920.0|0|50776.0|0|17071.0|0
0|2022-01-10|27380.0|0|48920.0|0|50776.0|0|17071.0|0
0|2022-01-11|27380.0|0|48920.0|0|50776.0|0|17071.0|0
0|2022-01-12|27380.0|0|48920.0|0|50776.0|0|17071.0|0
0|2022-01-13|27380.0|0|48920.0|0|50776.0|0|17071.0|0
0|2022-01-14|27380.0|0|48920.0|0|50776.0|0|17071.0|0
0|2022-01-15|27380.0|0|48920.0|0|50776.0|0|17071.0|0
0|2022-01-16|27380.0|0|48920.0|0|50776.0|0|17071.0|0
0|2022-01-17|27380.0|0|48920.0|0|50776.0|0|17071.0|0
