|dates|BuenaVista_Virginia_UnitedStates.JHU_ConfirmedCases.data|BuenaVista_Virginia_UnitedStates.JHU_ConfirmedCases.missing|BuenaVista_Virginia_UnitedStates.NYT_ConfirmedCases.data|BuenaVista_Virginia_UnitedStates.NYT_ConfirmedCases.missing|BuenaVista_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|BuenaVista_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|BuenaVista_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|BuenaVista_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-30|1505.0|0|1505.0|0|33.0|0|0.0|100
0|2021-12-31|1511.0|0|1511.0|0|34.0|0|0.0|100
0|2022-01-01|1511.0|0|1511.0|0|34.0|0|0.0|100
0|2022-01-02|1511.0|0|1511.0|0|34.0|0|0.0|100
0|2022-01-03|1530.0|0|1530.0|0|34.0|0|0.0|100
0|2022-01-04|1538.0|0|1538.0|0|34.0|0|0.0|100
0|2022-01-05|1543.0|0|1543.0|0|34.0|0|0.0|100
0|2022-01-06|1551.0|0|1551.0|0|34.0|0|0.0|100
0|2022-01-07|1557.0|0|1557.0|0|34.0|0|0.0|100
0|2022-01-08|1557.0|0|1557.0|0|34.0|0|0.0|100
0|2022-01-09|1557.0|0|1557.0|0|34.0|0|0.0|100
0|2022-01-10|1597.0|0|1597.0|0|34.0|0|0.0|100
0|2022-01-11|1608.0|0|1608.0|0|34.0|0|0.0|100
0|2022-01-12|1616.0|0|1616.0|0|34.0|0|0.0|100
0|2022-01-13|1616.0|0|1636.0|0|34.0|0|0.0|100
0|2022-01-14|1649.0|0|1649.0|0|34.0|0|0.0|100
0|2022-01-15|1649.0|0|1649.0|0|34.0|0|0.0|100
0|2022-01-16|1649.0|0|1649.0|0|34.0|0|0.0|100
0|2022-01-17|1691.0|0|0.0|100|34.0|0|0.0|100
