|dates|Placer_California_UnitedStates.JHU_ConfirmedCases.data|Placer_California_UnitedStates.JHU_ConfirmedCases.missing|Placer_California_UnitedStates.NYT_ConfirmedCases.data|Placer_California_UnitedStates.NYT_ConfirmedCases.missing|Placer_California_UnitedStates.JHU_ConfirmedDeaths.data|Placer_California_UnitedStates.JHU_ConfirmedDeaths.missing|Placer_California_UnitedStates.JHU_ConfirmedRecoveries.data|Placer_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-29|44531.0|0|44531.0|0|489.0|0|0.0|100
0|2021-12-30|44771.0|0|44771.0|0|489.0|0|0.0|100
0|2021-12-31|45083.0|0|45083.0|0|489.0|0|0.0|100
0|2022-01-01|45083.0|0|45083.0|0|489.0|0|0.0|100
0|2022-01-02|45083.0|0|45083.0|0|489.0|0|0.0|100
0|2022-01-03|45083.0|0|45083.0|0|489.0|0|0.0|100
0|2022-01-04|46280.0|0|46280.0|0|489.0|0|0.0|100
0|2022-01-05|46511.0|0|46511.0|0|494.0|0|0.0|100
0|2022-01-06|46908.0|0|46908.0|0|492.0|0|0.0|100
0|2022-01-07|47624.0|0|47624.0|0|495.0|0|0.0|100
0|2022-01-08|47624.0|0|47624.0|0|495.0|0|0.0|100
0|2022-01-09|47624.0|0|47624.0|0|495.0|0|0.0|100
0|2022-01-10|49533.0|0|49533.0|0|498.0|0|0.0|100
0|2022-01-11|50094.0|0|50094.0|0|498.0|0|0.0|100
0|2022-01-12|51997.0|0|50911.0|0|500.0|0|0.0|100
0|2022-01-13|51997.0|0|51997.0|0|500.0|0|0.0|100
0|2022-01-14|52773.0|0|52773.0|0|504.0|0|0.0|100
0|2022-01-15|52773.0|0|52773.0|0|504.0|0|0.0|100
0|2022-01-16|52773.0|0|52773.0|0|504.0|0|0.0|100
0|2022-01-17|55069.0|0|0.0|100|508.0|0|0.0|100
