|dates|Marion_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Marion_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Marion_SouthCarolina_UnitedStates.NYT_ConfirmedCases.data|Marion_SouthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Marion_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Marion_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Marion_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Marion_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-07|5561.0|0|5561.0|0|143.0|0|0.0|100
0|2021-12-08|5565.0|0|5565.0|0|143.0|0|0.0|100
0|2021-12-09|5567.0|0|5567.0|0|143.0|0|0.0|100
0|2021-12-10|5572.0|0|5572.0|0|143.0|0|0.0|100
0|2021-12-11|5572.0|0|5572.0|0|143.0|0|0.0|100
0|2021-12-12|5572.0|0|5572.0|0|143.0|0|0.0|100
0|2021-12-13|5579.0|0|5579.0|0|143.0|0|0.0|100
0|2021-12-14|5579.0|0|5580.0|0|143.0|0|0.0|100
0|2021-12-15|5582.0|0|5582.0|0|143.0|0|0.0|100
0|2021-12-16|5588.0|0|5588.0|0|143.0|0|0.0|100
0|2021-12-17|5595.0|0|5595.0|0|143.0|0|0.0|100
0|2021-12-18|5595.0|0|5595.0|0|143.0|0|0.0|100
0|2021-12-19|5595.0|0|5595.0|0|143.0|0|0.0|100
0|2021-12-20|5612.0|0|5612.0|0|143.0|0|0.0|100
0|2021-12-21|5612.0|0|5612.0|0|143.0|0|0.0|100
0|2021-12-22|5620.0|0|5620.0|0|143.0|0|0.0|100
0|2021-12-23|5622.0|0|5622.0|0|143.0|0|0.0|100
0|2021-12-24|5622.0|0|5622.0|0|143.0|0|0.0|100
0|2021-12-25|5622.0|0|5622.0|0|143.0|0|0.0|100
0|2021-12-26|5622.0|0|5622.0|0|143.0|0|0.0|100
0|2021-12-27|5622.0|0|5622.0|0|143.0|0|0.0|100
0|2021-12-28|5622.0|0|5622.0|0|143.0|0|0.0|100
0|2021-12-29|5672.0|0|5672.0|0|143.0|0|0.0|100
0|2021-12-30|5710.0|0|5710.0|0|143.0|0|0.0|100
0|2021-12-31|5754.0|0|5754.0|0|143.0|0|0.0|100
0|2022-01-01|5754.0|0|5754.0|0|143.0|0|0.0|100
0|2022-01-02|5754.0|0|5754.0|0|143.0|0|0.0|100
0|2022-01-03|5754.0|0|5754.0|0|143.0|0|0.0|100
0|2022-01-04|5939.0|0|5939.0|0|143.0|0|0.0|100
0|2022-01-05|5980.0|0|5980.0|0|143.0|0|0.0|100
0|2022-01-06|6103.0|0|6103.0|0|143.0|0|0.0|100
0|2022-01-07|6192.0|0|6192.0|0|143.0|0|0.0|100
0|2022-01-08|6192.0|0|6192.0|0|143.0|0|0.0|100
0|2022-01-09|6192.0|0|6192.0|0|143.0|0|0.0|100
0|2022-01-10|6430.0|0|6430.0|0|144.0|0|0.0|100
0|2022-01-11|6513.0|0|6513.0|0|146.0|0|0.0|100
0|2022-01-12|6597.0|0|6597.0|0|146.0|0|0.0|100
0|2022-01-13|6597.0|0|6671.0|0|146.0|0|0.0|100
0|2022-01-14|6798.0|0|6798.0|0|146.0|0|0.0|100
0|2022-01-15|6798.0|0|6798.0|0|147.0|0|0.0|100
0|2022-01-16|6798.0|0|6798.0|0|147.0|0|0.0|100
0|2022-01-17|6798.0|0|0.0|100|147.0|0|0.0|100
