|dates|Cass_Missouri_UnitedStates.JHU_ConfirmedCases.data|Cass_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Cass_Missouri_UnitedStates.NYT_ConfirmedCases.data|Cass_Missouri_UnitedStates.NYT_ConfirmedCases.missing|Cass_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Cass_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Cass_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Cass_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-04|18073.0|0|18073.0|0|230.0|0|0.0|100
0|2022-01-05|18284.0|0|18284.0|0|231.0|0|0.0|100
0|2022-01-06|18526.0|0|18526.0|0|231.0|0|0.0|100
0|2022-01-07|18749.0|0|18749.0|0|231.0|0|0.0|100
0|2022-01-08|19042.0|0|19042.0|0|231.0|0|0.0|100
0|2022-01-09|19109.0|0|19109.0|0|231.0|0|0.0|100
0|2022-01-10|19224.0|0|19224.0|0|231.0|0|0.0|100
0|2022-01-11|19439.0|0|19439.0|0|233.0|0|0.0|100
0|2022-01-12|19660.0|0|19660.0|0|233.0|0|0.0|100
0|2022-01-13|19660.0|0|20001.0|0|233.0|0|0.0|100
0|2022-01-14|20209.0|0|20209.0|0|233.0|0|0.0|100
0|2022-01-15|20505.0|0|20505.0|0|233.0|0|0.0|100
0|2022-01-16|20505.0|0|20505.0|0|233.0|0|0.0|100
0|2022-01-17|20505.0|0|0.0|100|233.0|0|0.0|100
