|dates|HotSprings_Wyoming_UnitedStates.JHU_ConfirmedCases.data|HotSprings_Wyoming_UnitedStates.JHU_ConfirmedCases.missing|HotSprings_Wyoming_UnitedStates.NYT_ConfirmedCases.data|HotSprings_Wyoming_UnitedStates.NYT_ConfirmedCases.missing|HotSprings_Wyoming_UnitedStates.JHU_ConfirmedDeaths.data|HotSprings_Wyoming_UnitedStates.JHU_ConfirmedDeaths.missing|HotSprings_Wyoming_UnitedStates.JHU_ConfirmedRecoveries.data|HotSprings_Wyoming_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-24|888.0|0|889.0|0|10.0|0|0.0|100
0|2021-11-25|888.0|0|889.0|0|10.0|0|0.0|100
0|2021-11-26|888.0|0|889.0|0|10.0|0|0.0|100
0|2021-11-27|888.0|0|889.0|0|10.0|0|0.0|100
0|2021-11-28|888.0|0|889.0|0|10.0|0|0.0|100
0|2021-11-29|888.0|0|889.0|0|10.0|0|0.0|100
0|2021-11-30|888.0|0|889.0|0|10.0|0|0.0|100
0|2021-12-01|888.0|0|889.0|0|10.0|0|0.0|100
0|2021-12-02|888.0|0|889.0|0|10.0|0|0.0|100
0|2021-12-03|889.0|0|890.0|0|10.0|0|0.0|100
0|2021-12-04|889.0|0|890.0|0|10.0|0|0.0|100
0|2021-12-05|889.0|0|890.0|0|10.0|0|0.0|100
0|2021-12-06|889.0|0|890.0|0|10.0|0|0.0|100
0|2021-12-07|890.0|0|891.0|0|11.0|0|0.0|100
0|2021-12-08|892.0|0|893.0|0|11.0|0|0.0|100
0|2021-12-09|892.0|0|893.0|0|11.0|0|0.0|100
0|2021-12-10|892.0|0|893.0|0|11.0|0|0.0|100
0|2021-12-11|892.0|0|893.0|0|11.0|0|0.0|100
0|2021-12-12|892.0|0|893.0|0|11.0|0|0.0|100
0|2021-12-13|893.0|0|894.0|0|11.0|0|0.0|100
0|2021-12-14|893.0|0|896.0|0|11.0|0|0.0|100
0|2021-12-15|895.0|0|896.0|0|11.0|0|0.0|100
0|2021-12-16|896.0|0|897.0|0|11.0|0|0.0|100
0|2021-12-17|896.0|0|897.0|0|11.0|0|0.0|100
0|2021-12-18|896.0|0|897.0|0|11.0|0|0.0|100
0|2021-12-19|896.0|0|897.0|0|11.0|0|0.0|100
0|2021-12-20|896.0|0|897.0|0|11.0|0|0.0|100
0|2021-12-21|898.0|0|899.0|0|11.0|0|0.0|100
0|2021-12-22|898.0|0|899.0|0|11.0|0|0.0|100
0|2021-12-23|898.0|0|899.0|0|11.0|0|0.0|100
0|2021-12-24|898.0|0|899.0|0|11.0|0|0.0|100
0|2021-12-25|898.0|0|899.0|0|11.0|0|0.0|100
0|2021-12-26|898.0|0|899.0|0|11.0|0|0.0|100
0|2021-12-27|898.0|0|899.0|0|11.0|0|0.0|100
0|2021-12-28|899.0|0|900.0|0|11.0|0|0.0|100
0|2021-12-29|899.0|0|900.0|0|11.0|0|0.0|100
0|2021-12-30|900.0|0|901.0|0|11.0|0|0.0|100
0|2021-12-31|900.0|0|901.0|0|11.0|0|0.0|100
0|2022-01-01|900.0|0|901.0|0|11.0|0|0.0|100
0|2022-01-02|900.0|0|901.0|0|11.0|0|0.0|100
0|2022-01-03|902.0|0|903.0|0|11.0|0|0.0|100
0|2022-01-04|905.0|0|906.0|0|11.0|0|0.0|100
0|2022-01-05|905.0|0|906.0|0|11.0|0|0.0|100
0|2022-01-06|908.0|0|909.0|0|11.0|0|0.0|100
0|2022-01-07|909.0|0|910.0|0|11.0|0|0.0|100
0|2022-01-08|909.0|0|910.0|0|11.0|0|0.0|100
0|2022-01-09|909.0|0|910.0|0|11.0|0|0.0|100
0|2022-01-10|909.0|0|910.0|0|11.0|0|0.0|100
0|2022-01-11|917.0|0|918.0|0|12.0|0|0.0|100
0|2022-01-12|920.0|0|921.0|0|12.0|0|0.0|100
0|2022-01-13|920.0|0|928.0|0|12.0|0|0.0|100
0|2022-01-14|930.0|0|931.0|0|12.0|0|0.0|100
0|2022-01-15|930.0|0|931.0|0|12.0|0|0.0|100
0|2022-01-16|930.0|0|931.0|0|12.0|0|0.0|100
0|2022-01-17|930.0|0|0.0|100|12.0|0|0.0|100
