|dates|Milwaukee_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|Milwaukee_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|Milwaukee_Wisconsin_UnitedStates.NYT_ConfirmedCases.data|Milwaukee_Wisconsin_UnitedStates.NYT_ConfirmedCases.missing|Milwaukee_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|Milwaukee_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|Milwaukee_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|Milwaukee_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-05|196088.0|0|196088.0|0|1824.0|0|0.0|100
0|2022-01-06|198958.0|0|198958.0|0|1829.0|0|0.0|100
0|2022-01-07|201865.0|0|201865.0|0|1832.0|0|0.0|100
0|2022-01-08|201865.0|0|201865.0|0|1832.0|0|0.0|100
0|2022-01-09|201865.0|0|201865.0|0|1832.0|0|0.0|100
0|2022-01-10|211584.0|0|211584.0|0|1852.0|0|0.0|100
0|2022-01-11|213964.0|0|213964.0|0|1857.0|0|0.0|100
0|2022-01-12|220055.0|0|220055.0|0|1857.0|0|0.0|100
0|2022-01-13|220055.0|0|222069.0|0|1857.0|0|0.0|100
0|2022-01-14|227463.0|0|227463.0|0|1863.0|0|0.0|100
0|2022-01-15|227463.0|0|227463.0|0|1863.0|0|0.0|100
0|2022-01-16|227463.0|0|227463.0|0|1863.0|0|0.0|100
0|2022-01-17|246456.0|0|0.0|100|1869.0|0|0.0|100
