|dates|Pinal_Arizona_UnitedStates.JHU_ConfirmedCases.data|Pinal_Arizona_UnitedStates.JHU_ConfirmedCases.missing|Pinal_Arizona_UnitedStates.NYT_ConfirmedCases.data|Pinal_Arizona_UnitedStates.NYT_ConfirmedCases.missing|Pinal_Arizona_UnitedStates.JHU_ConfirmedDeaths.data|Pinal_Arizona_UnitedStates.JHU_ConfirmedDeaths.missing|Pinal_Arizona_UnitedStates.JHU_ConfirmedRecoveries.data|Pinal_Arizona_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-18|78275.0|0|78275.0|0|1141.0|0|0.0|100
0|2021-11-19|78568.0|0|78568.0|0|1144.0|0|0.0|100
0|2021-11-20|78951.0|0|78951.0|0|1146.0|0|0.0|100
0|2021-11-21|78971.0|0|78971.0|0|1146.0|0|0.0|100
0|2021-11-22|78978.0|0|78978.0|0|1146.0|0|0.0|100
0|2021-11-23|79470.0|0|79470.0|0|1150.0|0|0.0|100
0|2021-11-24|79985.0|0|79985.0|0|1153.0|0|0.0|100
0|2021-11-25|80354.0|0|80354.0|0|1155.0|0|0.0|100
0|2021-11-26|80383.0|0|80383.0|0|1155.0|0|0.0|100
0|2021-11-27|80383.0|0|80383.0|0|1163.0|0|0.0|100
0|2021-11-28|80395.0|0|80395.0|0|1163.0|0|0.0|100
0|2021-11-29|80399.0|0|80399.0|0|1163.0|0|0.0|100
0|2021-11-30|80399.0|0|80703.0|0|1163.0|0|0.0|100
0|2021-12-01|81466.0|0|81466.0|0|1173.0|0|0.0|100
0|2021-12-02|81996.0|0|81996.0|0|1176.0|0|0.0|100
0|2021-12-03|82423.0|0|82423.0|0|1176.0|0|0.0|100
0|2021-12-04|82884.0|0|82884.0|0|1188.0|0|0.0|100
0|2021-12-05|82907.0|0|82907.0|0|1190.0|0|0.0|100
0|2021-12-06|82910.0|0|82910.0|0|1190.0|0|0.0|100
0|2021-12-07|83382.0|0|83382.0|0|1204.0|0|0.0|100
0|2021-12-08|83861.0|0|83861.0|0|1204.0|0|0.0|100
0|2021-12-09|84130.0|0|84130.0|0|1209.0|0|0.0|100
0|2021-12-10|84210.0|0|84210.0|0|1214.0|0|0.0|100
0|2021-12-11|84661.0|0|84661.0|0|1218.0|0|0.0|100
0|2021-12-12|84682.0|0|84682.0|0|1221.0|0|0.0|100
0|2021-12-13|84682.0|0|84692.0|0|1221.0|0|0.0|100
0|2021-12-14|84682.0|0|84980.0|0|1221.0|0|0.0|100
0|2021-12-15|85571.0|0|85571.0|0|1253.0|0|0.0|100
0|2021-12-16|85709.0|0|85709.0|0|1256.0|0|0.0|100
0|2021-12-17|85942.0|0|85942.0|0|1259.0|0|0.0|100
0|2021-12-18|85942.0|0|86270.0|0|1259.0|0|0.0|100
0|2021-12-19|86291.0|0|86291.0|0|1259.0|0|0.0|100
0|2021-12-20|86345.0|0|86345.0|0|1259.0|0|0.0|100
0|2021-12-21|86472.0|0|86472.0|0|1273.0|0|0.0|100
0|2021-12-22|86770.0|0|86770.0|0|1278.0|0|0.0|100
0|2021-12-23|87172.0|0|87172.0|0|1282.0|0|0.0|100
0|2021-12-24|87384.0|0|87384.0|0|1289.0|0|0.0|100
0|2021-12-25|87384.0|0|87501.0|0|1289.0|0|0.0|100
0|2021-12-26|87705.0|0|87705.0|0|1294.0|0|0.0|100
0|2021-12-27|87931.0|0|87931.0|0|1294.0|0|0.0|100
0|2021-12-28|87931.0|0|88173.0|0|1294.0|0|0.0|100
0|2021-12-29|88173.0|0|88354.0|0|1301.0|0|0.0|100
0|2021-12-30|88354.0|0|88597.0|0|1305.0|0|0.0|100
0|2021-12-31|89280.0|0|89280.0|0|1308.0|0|0.0|100
0|2022-01-01|89312.0|0|89312.0|0|1320.0|0|0.0|100
0|2022-01-02|89691.0|0|89691.0|0|1320.0|0|0.0|100
0|2022-01-03|90389.0|0|90389.0|0|1320.0|0|0.0|100
0|2022-01-04|91021.0|0|91021.0|0|1332.0|0|0.0|100
0|2022-01-05|91535.0|0|91535.0|0|1333.0|0|0.0|100
0|2022-01-06|91800.0|0|91800.0|0|1339.0|0|0.0|100
0|2022-01-07|92729.0|0|92729.0|0|1339.0|0|0.0|100
0|2022-01-08|93541.0|0|93541.0|0|1344.0|0|0.0|100
0|2022-01-09|93541.0|0|94189.0|0|1344.0|0|0.0|100
0|2022-01-10|94335.0|0|94335.0|0|1348.0|0|0.0|100
0|2022-01-11|95010.0|0|95010.0|0|1361.0|0|0.0|100
0|2022-01-12|96738.0|0|96738.0|0|1360.0|0|0.0|100
0|2022-01-13|96738.0|0|97878.0|0|1360.0|0|0.0|100
0|2022-01-14|99389.0|0|99389.0|0|1367.0|0|0.0|100
0|2022-01-15|99389.0|0|101392.0|0|1367.0|0|0.0|100
0|2022-01-16|99423.0|0|102326.0|0|1381.0|0|0.0|100
0|2022-01-17|102823.0|0|0.0|100|1385.0|0|0.0|100
