|dates|Schley_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Schley_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Schley_Georgia_UnitedStates.Male_Total_Population.data|Schley_Georgia_UnitedStates.Male_Total_Population.missing|Schley_Georgia_UnitedStates.Female_Total_Population.data|Schley_Georgia_UnitedStates.Female_Total_Population.missing|Schley_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Schley_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-12-31|897.0|0|2484.0|0|2752.0|0|1309.0|0
0|2022-01-01|897.0|0|2484.0|0|2752.0|0|1309.0|0
0|2022-01-02|897.0|0|2484.0|0|2752.0|0|1309.0|0
0|2022-01-03|897.0|0|2484.0|0|2752.0|0|1309.0|0
0|2022-01-04|897.0|0|2484.0|0|2752.0|0|1309.0|0
0|2022-01-05|897.0|0|2484.0|0|2752.0|0|1309.0|0
0|2022-01-06|897.0|0|2484.0|0|2752.0|0|1309.0|0
0|2022-01-07|897.0|0|2484.0|0|2752.0|0|1309.0|0
0|2022-01-08|897.0|0|2484.0|0|2752.0|0|1309.0|0
0|2022-01-09|897.0|0|2484.0|0|2752.0|0|1309.0|0
0|2022-01-10|897.0|0|2484.0|0|2752.0|0|1309.0|0
0|2022-01-11|897.0|0|2484.0|0|2752.0|0|1309.0|0
0|2022-01-12|897.0|0|2484.0|0|2752.0|0|1309.0|0
0|2022-01-13|897.0|0|2484.0|0|2752.0|0|1309.0|0
0|2022-01-14|897.0|0|2484.0|0|2752.0|0|1309.0|0
0|2022-01-15|897.0|0|2484.0|0|2752.0|0|1309.0|0
0|2022-01-16|897.0|0|2484.0|0|2752.0|0|1309.0|0
0|2022-01-17|897.0|0|2484.0|0|2752.0|0|1309.0|0
