|dates|Jasper_Missouri_UnitedStates.JHU_ConfirmedCases.data|Jasper_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Jasper_Missouri_UnitedStates.NYT_ConfirmedCases.data|Jasper_Missouri_UnitedStates.NYT_ConfirmedCases.missing|Jasper_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Jasper_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Jasper_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Jasper_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-07|26034.0|0|15861.0|0|456.0|0|0.0|100
0|2022-01-08|26241.0|0|15980.0|0|456.0|0|0.0|100
0|2022-01-09|26286.0|0|15994.0|0|456.0|0|0.0|100
0|2022-01-10|26369.0|0|16038.0|0|456.0|0|0.0|100
0|2022-01-11|26691.0|0|16235.0|0|457.0|0|0.0|100
0|2022-01-12|27007.0|0|16395.0|0|457.0|0|0.0|100
0|2022-01-13|27007.0|0|16550.0|0|457.0|0|0.0|100
0|2022-01-14|27570.0|0|16703.0|0|457.0|0|0.0|100
0|2022-01-15|27999.0|0|16879.0|0|458.0|0|0.0|100
0|2022-01-16|28000.0|0|16880.0|0|458.0|0|0.0|100
0|2022-01-17|28000.0|0|0.0|100|458.0|0|0.0|100
