|dates|Potter_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Potter_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Potter_Texas_UnitedStates.Male_Total_Population.data|Potter_Texas_UnitedStates.Male_Total_Population.missing|Potter_Texas_UnitedStates.Female_Total_Population.data|Potter_Texas_UnitedStates.Female_Total_Population.missing|Potter_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Potter_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-12-05|14922.0|0|61609.0|0|58039.0|0|32848.0|0
0|2021-12-06|14922.0|0|61609.0|0|58039.0|0|32848.0|0
0|2021-12-07|14922.0|0|61609.0|0|58039.0|0|32848.0|0
0|2021-12-08|14922.0|0|61609.0|0|58039.0|0|32848.0|0
0|2021-12-09|14922.0|0|61609.0|0|58039.0|0|32848.0|0
0|2021-12-10|14922.0|0|61609.0|0|58039.0|0|32848.0|0
0|2021-12-11|14922.0|0|61609.0|0|58039.0|0|32848.0|0
0|2021-12-12|14922.0|0|61609.0|0|58039.0|0|32848.0|0
0|2021-12-13|14922.0|0|61609.0|0|58039.0|0|32848.0|0
0|2021-12-14|14922.0|0|61609.0|0|58039.0|0|32848.0|0
0|2021-12-15|14922.0|0|61609.0|0|58039.0|0|32848.0|0
0|2021-12-16|14922.0|0|61609.0|0|58039.0|0|32848.0|0
0|2021-12-17|14922.0|0|61609.0|0|58039.0|0|32848.0|0
0|2021-12-18|14922.0|0|61609.0|0|58039.0|0|32848.0|0
0|2021-12-19|14922.0|0|61609.0|0|58039.0|0|32848.0|0
0|2021-12-20|14922.0|0|61609.0|0|58039.0|0|32848.0|0
0|2021-12-21|14922.0|0|61609.0|0|58039.0|0|32848.0|0
0|2021-12-22|14922.0|0|61609.0|0|58039.0|0|32848.0|0
0|2021-12-23|14922.0|0|61609.0|0|58039.0|0|32848.0|0
0|2021-12-24|14922.0|0|61609.0|0|58039.0|0|32848.0|0
0|2021-12-25|14922.0|0|61609.0|0|58039.0|0|32848.0|0
0|2021-12-26|14922.0|0|61609.0|0|58039.0|0|32848.0|0
0|2021-12-27|14922.0|0|61609.0|0|58039.0|0|32848.0|0
0|2021-12-28|14922.0|0|61609.0|0|58039.0|0|32848.0|0
0|2021-12-29|14922.0|0|61609.0|0|58039.0|0|32848.0|0
0|2021-12-30|14922.0|0|61609.0|0|58039.0|0|32848.0|0
0|2021-12-31|14922.0|0|61609.0|0|58039.0|0|32848.0|0
0|2022-01-01|14922.0|0|61609.0|0|58039.0|0|32848.0|0
0|2022-01-02|14922.0|0|61609.0|0|58039.0|0|32848.0|0
0|2022-01-03|14922.0|0|61609.0|0|58039.0|0|32848.0|0
0|2022-01-04|14922.0|0|61609.0|0|58039.0|0|32848.0|0
0|2022-01-05|14922.0|0|61609.0|0|58039.0|0|32848.0|0
0|2022-01-06|14922.0|0|61609.0|0|58039.0|0|32848.0|0
0|2022-01-07|14922.0|0|61609.0|0|58039.0|0|32848.0|0
0|2022-01-08|14922.0|0|61609.0|0|58039.0|0|32848.0|0
0|2022-01-09|14922.0|0|61609.0|0|58039.0|0|32848.0|0
0|2022-01-10|14922.0|0|61609.0|0|58039.0|0|32848.0|0
0|2022-01-11|14922.0|0|61609.0|0|58039.0|0|32848.0|0
0|2022-01-12|14922.0|0|61609.0|0|58039.0|0|32848.0|0
0|2022-01-13|14922.0|0|61609.0|0|58039.0|0|32848.0|0
0|2022-01-14|14922.0|0|61609.0|0|58039.0|0|32848.0|0
0|2022-01-15|14922.0|0|61609.0|0|58039.0|0|32848.0|0
0|2022-01-16|14922.0|0|61609.0|0|58039.0|0|32848.0|0
0|2022-01-17|14922.0|0|61609.0|0|58039.0|0|32848.0|0
