|dates|Ashtabula_Ohio_UnitedStates.JHU_ConfirmedCases.data|Ashtabula_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Ashtabula_Ohio_UnitedStates.NYT_ConfirmedCases.data|Ashtabula_Ohio_UnitedStates.NYT_ConfirmedCases.missing|Ashtabula_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Ashtabula_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Ashtabula_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Ashtabula_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-17|13983.0|0|13983.0|0|279.0|0|0.0|100
0|2021-12-18|14117.0|0|14117.0|0|279.0|0|0.0|100
0|2021-12-19|14161.0|0|14161.0|0|279.0|0|0.0|100
0|2021-12-20|14238.0|0|14238.0|0|279.0|0|0.0|100
0|2021-12-21|14374.0|0|14374.0|0|282.0|0|0.0|100
0|2021-12-22|14484.0|0|14484.0|0|282.0|0|0.0|100
0|2021-12-23|14632.0|0|14632.0|0|282.0|0|0.0|100
0|2021-12-24|14754.0|0|14754.0|0|297.0|0|0.0|100
0|2021-12-25|14754.0|0|14754.0|0|297.0|0|0.0|100
0|2021-12-26|14848.0|0|14848.0|0|297.0|0|0.0|100
0|2021-12-27|14899.0|0|14899.0|0|297.0|0|0.0|100
0|2021-12-28|15052.0|0|15052.0|0|298.0|0|0.0|100
0|2021-12-29|15189.0|0|15189.0|0|298.0|0|0.0|100
0|2021-12-30|15359.0|0|15359.0|0|298.0|0|0.0|100
0|2021-12-31|15510.0|0|15510.0|0|309.0|0|0.0|100
0|2022-01-01|15510.0|0|15510.0|0|309.0|0|0.0|100
0|2022-01-02|15700.0|0|15700.0|0|309.0|0|0.0|100
0|2022-01-03|15773.0|0|15773.0|0|309.0|0|0.0|100
0|2022-01-04|15983.0|0|15983.0|0|311.0|0|0.0|100
0|2022-01-05|16185.0|0|16185.0|0|311.0|0|0.0|100
0|2022-01-06|16334.0|0|16334.0|0|311.0|0|0.0|100
0|2022-01-07|16506.0|0|16506.0|0|314.0|0|0.0|100
0|2022-01-08|16652.0|0|16652.0|0|314.0|0|0.0|100
0|2022-01-09|16732.0|0|16732.0|0|314.0|0|0.0|100
0|2022-01-10|16826.0|0|16826.0|0|314.0|0|0.0|100
0|2022-01-11|17033.0|0|17033.0|0|326.0|0|0.0|100
0|2022-01-12|17208.0|0|17208.0|0|326.0|0|0.0|100
0|2022-01-13|17208.0|0|17334.0|0|326.0|0|0.0|100
0|2022-01-14|17535.0|0|17535.0|0|338.0|0|0.0|100
0|2022-01-15|17768.0|0|17768.0|0|338.0|0|0.0|100
0|2022-01-16|17862.0|0|17862.0|0|338.0|0|0.0|100
0|2022-01-17|17932.0|0|0.0|100|338.0|0|0.0|100
