|dates|Stone_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Stone_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Stone_Arkansas_UnitedStates.NYT_ConfirmedCases.data|Stone_Arkansas_UnitedStates.NYT_ConfirmedCases.missing|Stone_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Stone_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Stone_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Stone_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-05|2097.0|0|2097.0|0|49.0|0|0.0|100
0|2022-01-06|2118.0|0|2118.0|0|49.0|0|0.0|100
0|2022-01-07|2144.0|0|2144.0|0|49.0|0|0.0|100
0|2022-01-08|2156.0|0|2156.0|0|49.0|0|0.0|100
0|2022-01-09|2156.0|0|2156.0|0|49.0|0|0.0|100
0|2022-01-10|2173.0|0|2173.0|0|49.0|0|0.0|100
0|2022-01-11|2178.0|0|2178.0|0|50.0|0|0.0|100
0|2022-01-12|2218.0|0|2218.0|0|51.0|0|0.0|100
0|2022-01-13|2218.0|0|2238.0|0|51.0|0|0.0|100
0|2022-01-14|2264.0|0|2264.0|0|51.0|0|0.0|100
0|2022-01-15|2274.0|0|2274.0|0|51.0|0|0.0|100
0|2022-01-16|2281.0|0|2281.0|0|51.0|0|0.0|100
0|2022-01-17|2287.0|0|0.0|100|51.0|0|0.0|100
