|dates|Gates_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Gates_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Gates_NorthCarolina_UnitedStates.NYT_ConfirmedCases.data|Gates_NorthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Gates_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Gates_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Gates_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Gates_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-09|1108.0|0|1108.0|0|18.0|0|0.0|100
0|2021-11-10|1108.0|0|1109.0|0|18.0|0|0.0|100
0|2021-11-11|1109.0|0|1109.0|0|18.0|0|0.0|100
0|2021-11-12|1111.0|0|1111.0|0|18.0|0|0.0|100
0|2021-11-13|1111.0|0|1111.0|0|18.0|0|0.0|100
0|2021-11-14|1111.0|0|1111.0|0|18.0|0|0.0|100
0|2021-11-15|1115.0|0|1115.0|0|18.0|0|0.0|100
0|2021-11-16|1116.0|0|1116.0|0|18.0|0|0.0|100
0|2021-11-17|1118.0|0|1118.0|0|18.0|0|0.0|100
0|2021-11-18|1119.0|0|1119.0|0|18.0|0|0.0|100
0|2021-11-19|1124.0|0|1124.0|0|18.0|0|0.0|100
0|2021-11-20|1124.0|0|1124.0|0|18.0|0|0.0|100
0|2021-11-21|1124.0|0|1124.0|0|18.0|0|0.0|100
0|2021-11-22|1128.0|0|1128.0|0|18.0|0|0.0|100
0|2021-11-23|1128.0|0|1128.0|0|18.0|0|0.0|100
0|2021-11-24|1133.0|0|1133.0|0|18.0|0|0.0|100
0|2021-11-25|1133.0|0|1133.0|0|18.0|0|0.0|100
0|2021-11-26|1133.0|0|1133.0|0|18.0|0|0.0|100
0|2021-11-27|1133.0|0|1133.0|0|18.0|0|0.0|100
0|2021-11-28|1133.0|0|1133.0|0|18.0|0|0.0|100
0|2021-11-29|1137.0|0|1137.0|0|18.0|0|0.0|100
0|2021-11-30|1137.0|0|1137.0|0|18.0|0|0.0|100
0|2021-12-01|1139.0|0|1139.0|0|18.0|0|0.0|100
0|2021-12-02|1139.0|0|1139.0|0|18.0|0|0.0|100
0|2021-12-03|1139.0|0|1141.0|0|18.0|0|0.0|100
0|2021-12-04|1141.0|0|1141.0|0|18.0|0|0.0|100
0|2021-12-05|1141.0|0|1141.0|0|18.0|0|0.0|100
0|2021-12-06|1145.0|0|1145.0|0|18.0|0|0.0|100
0|2021-12-07|1150.0|0|1150.0|0|18.0|0|0.0|100
0|2021-12-08|1156.0|0|1156.0|0|18.0|0|0.0|100
0|2021-12-09|1158.0|0|1158.0|0|18.0|0|0.0|100
0|2021-12-10|1161.0|0|1161.0|0|18.0|0|0.0|100
0|2021-12-11|1161.0|0|1161.0|0|18.0|0|0.0|100
0|2021-12-12|1161.0|0|1161.0|0|18.0|0|0.0|100
0|2021-12-13|1173.0|0|1173.0|0|18.0|0|0.0|100
0|2021-12-14|1173.0|0|1177.0|0|18.0|0|0.0|100
0|2021-12-15|1179.0|0|1179.0|0|18.0|0|0.0|100
0|2021-12-16|1182.0|0|1182.0|0|18.0|0|0.0|100
0|2021-12-17|1185.0|0|1185.0|0|18.0|0|0.0|100
0|2021-12-18|1185.0|0|1185.0|0|18.0|0|0.0|100
0|2021-12-19|1185.0|0|1185.0|0|18.0|0|0.0|100
0|2021-12-20|1188.0|0|1188.0|0|18.0|0|0.0|100
0|2021-12-21|1190.0|0|1190.0|0|18.0|0|0.0|100
0|2021-12-22|1192.0|0|1192.0|0|18.0|0|0.0|100
0|2021-12-23|1192.0|0|1192.0|0|18.0|0|0.0|100
0|2021-12-24|1192.0|0|1192.0|0|18.0|0|0.0|100
0|2021-12-25|1192.0|0|1192.0|0|18.0|0|0.0|100
0|2021-12-26|1192.0|0|1192.0|0|18.0|0|0.0|100
0|2021-12-27|1192.0|0|1192.0|0|18.0|0|0.0|100
0|2021-12-28|1215.0|0|1215.0|0|18.0|0|0.0|100
0|2021-12-29|1216.0|0|1216.0|0|18.0|0|0.0|100
0|2021-12-30|1223.0|0|1223.0|0|18.0|0|0.0|100
0|2021-12-31|1223.0|0|1237.0|0|18.0|0|0.0|100
0|2022-01-01|1223.0|0|1237.0|0|18.0|0|0.0|100
0|2022-01-02|1223.0|0|1237.0|0|18.0|0|0.0|100
0|2022-01-03|1262.0|0|1262.0|0|18.0|0|0.0|100
0|2022-01-04|1262.0|0|1262.0|0|18.0|0|0.0|100
0|2022-01-05|1277.0|0|1277.0|0|18.0|0|0.0|100
0|2022-01-06|1296.0|0|1296.0|0|18.0|0|0.0|100
0|2022-01-07|1307.0|0|1307.0|0|18.0|0|0.0|100
0|2022-01-08|1307.0|0|1307.0|0|18.0|0|0.0|100
0|2022-01-09|1307.0|0|1307.0|0|18.0|0|0.0|100
0|2022-01-10|1339.0|0|1339.0|0|18.0|0|0.0|100
0|2022-01-11|1354.0|0|1354.0|0|18.0|0|0.0|100
0|2022-01-12|1372.0|0|1372.0|0|18.0|0|0.0|100
0|2022-01-13|1372.0|0|1395.0|0|18.0|0|0.0|100
0|2022-01-14|1463.0|0|1463.0|0|18.0|0|0.0|100
0|2022-01-15|1463.0|0|1463.0|0|18.0|0|0.0|100
0|2022-01-16|1463.0|0|1463.0|0|18.0|0|0.0|100
0|2022-01-17|1463.0|0|0.0|100|18.0|0|0.0|100
