|dates|Lackawanna_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Lackawanna_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Lackawanna_Pennsylvania_UnitedStates.NYT_ConfirmedCases.data|Lackawanna_Pennsylvania_UnitedStates.NYT_ConfirmedCases.missing|Lackawanna_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Lackawanna_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Lackawanna_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Lackawanna_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-03|25836.0|0|25836.0|0|551.0|0|0.0|100
0|2021-12-04|25946.0|0|25946.0|0|552.0|0|0.0|100
0|2021-12-05|26016.0|0|26016.0|0|553.0|0|0.0|100
0|2021-12-06|26062.0|0|26062.0|0|554.0|0|0.0|100
0|2021-12-07|26157.0|0|26157.0|0|557.0|0|0.0|100
0|2021-12-08|26288.0|0|26288.0|0|560.0|0|0.0|100
0|2021-12-09|26393.0|0|26393.0|0|561.0|0|0.0|100
0|2021-12-10|26552.0|0|26552.0|0|565.0|0|0.0|100
0|2021-12-11|26762.0|0|26762.0|0|567.0|0|0.0|100
0|2021-12-12|26864.0|0|26864.0|0|567.0|0|0.0|100
0|2021-12-13|26962.0|0|26962.0|0|567.0|0|0.0|100
0|2021-12-14|26962.0|0|27095.0|0|567.0|0|0.0|100
0|2021-12-15|27268.0|0|27268.0|0|570.0|0|0.0|100
0|2021-12-16|27395.0|0|27395.0|0|571.0|0|0.0|100
0|2021-12-17|27529.0|0|27529.0|0|572.0|0|0.0|100
0|2021-12-18|27665.0|0|27665.0|0|575.0|0|0.0|100
0|2021-12-19|27781.0|0|27781.0|0|575.0|0|0.0|100
0|2021-12-20|27826.0|0|27826.0|0|575.0|0|0.0|100
0|2021-12-21|27959.0|0|27959.0|0|578.0|0|0.0|100
0|2021-12-22|28111.0|0|28111.0|0|583.0|0|0.0|100
0|2021-12-23|28205.0|0|28205.0|0|585.0|0|0.0|100
0|2021-12-24|28361.0|0|28361.0|0|586.0|0|0.0|100
0|2021-12-25|28514.0|0|28514.0|0|586.0|0|0.0|100
0|2021-12-26|28591.0|0|28591.0|0|586.0|0|0.0|100
0|2021-12-27|28649.0|0|28649.0|0|586.0|0|0.0|100
0|2021-12-28|28815.0|0|28815.0|0|586.0|0|0.0|100
0|2021-12-29|29093.0|0|29093.0|0|592.0|0|0.0|100
0|2021-12-30|29398.0|0|29398.0|0|596.0|0|0.0|100
0|2021-12-31|29690.0|0|29690.0|0|598.0|0|0.0|100
0|2022-01-01|30022.0|0|30022.0|0|599.0|0|0.0|100
0|2022-01-02|30356.0|0|30356.0|0|599.0|0|0.0|100
0|2022-01-03|30583.0|0|30583.0|0|599.0|0|0.0|100
0|2022-01-04|30897.0|0|30897.0|0|604.0|0|0.0|100
0|2022-01-05|31291.0|0|31291.0|0|605.0|0|0.0|100
0|2022-01-06|31711.0|0|31711.0|0|606.0|0|0.0|100
0|2022-01-07|32210.0|0|32210.0|0|607.0|0|0.0|100
0|2022-01-08|32861.0|0|32861.0|0|607.0|0|0.0|100
0|2022-01-09|33253.0|0|33253.0|0|608.0|0|0.0|100
0|2022-01-10|33546.0|0|33546.0|0|610.0|0|0.0|100
0|2022-01-11|34038.0|0|34038.0|0|616.0|0|0.0|100
0|2022-01-12|34610.0|0|34610.0|0|617.0|0|0.0|100
0|2022-01-13|34610.0|0|35071.0|0|617.0|0|0.0|100
0|2022-01-14|35531.0|0|35531.0|0|622.0|0|0.0|100
0|2022-01-15|36035.0|0|36035.0|0|627.0|0|0.0|100
0|2022-01-16|36640.0|0|36640.0|0|627.0|0|0.0|100
0|2022-01-17|36845.0|0|0.0|100|627.0|0|0.0|100
