|dates|Burt_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Burt_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Burt_Nebraska_UnitedStates.NYT_ConfirmedCases.data|Burt_Nebraska_UnitedStates.NYT_ConfirmedCases.missing|Burt_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Burt_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Burt_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Burt_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-20|873.0|0|873.0|0|12.0|0|0.0|100
0|2021-11-21|873.0|0|873.0|0|12.0|0|0.0|100
0|2021-11-22|879.0|0|879.0|0|12.0|0|0.0|100
0|2021-11-23|884.0|0|884.0|0|12.0|0|0.0|100
0|2021-11-24|888.0|0|888.0|0|12.0|0|0.0|100
0|2021-11-25|888.0|0|888.0|0|12.0|0|0.0|100
0|2021-11-26|888.0|0|888.0|0|12.0|0|0.0|100
0|2021-11-27|888.0|0|888.0|0|12.0|0|0.0|100
0|2021-11-28|888.0|0|888.0|0|12.0|0|0.0|100
0|2021-11-29|897.0|0|897.0|0|12.0|0|0.0|100
0|2021-11-30|899.0|0|899.0|0|12.0|0|0.0|100
0|2021-12-01|907.0|0|907.0|0|12.0|0|0.0|100
0|2021-12-02|910.0|0|910.0|0|12.0|0|0.0|100
0|2021-12-03|912.0|0|912.0|0|12.0|0|0.0|100
0|2021-12-04|912.0|0|912.0|0|12.0|0|0.0|100
0|2021-12-05|912.0|0|912.0|0|12.0|0|0.0|100
0|2021-12-06|917.0|0|917.0|0|12.0|0|0.0|100
0|2021-12-07|917.0|0|917.0|0|12.0|0|0.0|100
0|2021-12-08|921.0|0|921.0|0|12.0|0|0.0|100
0|2021-12-09|920.0|0|920.0|0|12.0|0|0.0|100
0|2021-12-10|921.0|0|921.0|0|12.0|0|0.0|100
0|2021-12-11|921.0|0|921.0|0|12.0|0|0.0|100
0|2021-12-12|921.0|0|921.0|0|12.0|0|0.0|100
0|2021-12-13|926.0|0|926.0|0|12.0|0|0.0|100
0|2021-12-14|926.0|0|932.0|0|12.0|0|0.0|100
0|2021-12-15|935.0|0|935.0|0|12.0|0|0.0|100
0|2021-12-16|943.0|0|943.0|0|12.0|0|0.0|100
0|2021-12-17|942.0|0|942.0|0|12.0|0|0.0|100
0|2021-12-18|942.0|0|942.0|0|12.0|0|0.0|100
0|2021-12-19|942.0|0|942.0|0|12.0|0|0.0|100
0|2021-12-20|947.0|0|947.0|0|12.0|0|0.0|100
0|2021-12-21|949.0|0|949.0|0|12.0|0|0.0|100
0|2021-12-22|951.0|0|951.0|0|12.0|0|0.0|100
0|2021-12-23|955.0|0|955.0|0|12.0|0|0.0|100
0|2021-12-24|955.0|0|955.0|0|12.0|0|0.0|100
0|2021-12-25|955.0|0|955.0|0|12.0|0|0.0|100
0|2021-12-26|955.0|0|955.0|0|12.0|0|0.0|100
0|2021-12-27|955.0|0|955.0|0|12.0|0|0.0|100
0|2021-12-28|960.0|0|960.0|0|12.0|0|0.0|100
0|2021-12-29|961.0|0|961.0|0|12.0|0|0.0|100
0|2021-12-30|964.0|0|964.0|0|12.0|0|0.0|100
0|2021-12-31|964.0|0|964.0|0|12.0|0|0.0|100
0|2022-01-01|964.0|0|964.0|0|12.0|0|0.0|100
0|2022-01-02|964.0|0|964.0|0|12.0|0|0.0|100
0|2022-01-03|976.0|0|976.0|0|12.0|0|0.0|100
0|2022-01-04|979.0|0|979.0|0|12.0|0|0.0|100
0|2022-01-05|985.0|0|985.0|0|12.0|0|0.0|100
0|2022-01-06|990.0|0|990.0|0|12.0|0|0.0|100
0|2022-01-07|1003.0|0|1003.0|0|12.0|0|0.0|100
0|2022-01-08|1003.0|0|1003.0|0|12.0|0|0.0|100
0|2022-01-09|1003.0|0|1003.0|0|12.0|0|0.0|100
0|2022-01-10|1021.0|0|1021.0|0|12.0|0|0.0|100
0|2022-01-11|1026.0|0|1026.0|0|12.0|0|0.0|100
0|2022-01-12|1034.0|0|1034.0|0|12.0|0|0.0|100
0|2022-01-13|1034.0|0|1045.0|0|12.0|0|0.0|100
0|2022-01-14|1059.0|0|1059.0|0|12.0|0|0.0|100
0|2022-01-15|1059.0|0|1059.0|0|12.0|0|0.0|100
0|2022-01-16|1059.0|0|1059.0|0|12.0|0|0.0|100
0|2022-01-17|1077.0|0|0.0|100|12.0|0|0.0|100
