|dates|Harris_Georgia_UnitedStates.JHU_ConfirmedCases.data|Harris_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Harris_Georgia_UnitedStates.NYT_ConfirmedCases.data|Harris_Georgia_UnitedStates.NYT_ConfirmedCases.missing|Harris_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Harris_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Harris_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Harris_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-19|3832.0|0|3838.0|0|95.0|0|0.0|100
0|2021-11-20|3832.0|0|3838.0|0|95.0|0|0.0|100
0|2021-11-21|3832.0|0|3838.0|0|95.0|0|0.0|100
0|2021-11-22|3833.0|0|3839.0|0|95.0|0|0.0|100
0|2021-11-23|3836.0|0|3842.0|0|95.0|0|0.0|100
0|2021-11-24|3839.0|0|3845.0|0|95.0|0|0.0|100
0|2021-11-25|3839.0|0|3845.0|0|95.0|0|0.0|100
0|2021-11-26|3839.0|0|3845.0|0|95.0|0|0.0|100
0|2021-11-27|3839.0|0|3845.0|0|95.0|0|0.0|100
0|2021-11-28|3839.0|0|3845.0|0|95.0|0|0.0|100
0|2021-11-29|3842.0|0|3848.0|0|95.0|0|0.0|100
0|2021-11-30|3846.0|0|3852.0|0|95.0|0|0.0|100
0|2021-12-01|3846.0|0|3852.0|0|95.0|0|0.0|100
0|2021-12-02|3846.0|0|3855.0|0|95.0|0|0.0|100
0|2021-12-03|3852.0|0|3858.0|0|95.0|0|0.0|100
0|2021-12-04|3852.0|0|3858.0|0|95.0|0|0.0|100
0|2021-12-05|3852.0|0|3858.0|0|95.0|0|0.0|100
0|2021-12-06|3865.0|0|3872.0|0|95.0|0|0.0|100
0|2021-12-07|3870.0|0|3877.0|0|96.0|0|0.0|100
0|2021-12-08|3874.0|0|3881.0|0|96.0|0|0.0|100
0|2021-12-09|3875.0|0|3882.0|0|96.0|0|0.0|100
0|2021-12-10|3878.0|0|3885.0|0|96.0|0|0.0|100
0|2021-12-11|3878.0|0|3885.0|0|96.0|0|0.0|100
0|2021-12-12|3878.0|0|3885.0|0|96.0|0|0.0|100
0|2021-12-13|3881.0|0|3888.0|0|96.0|0|0.0|100
0|2021-12-14|3881.0|0|3890.0|0|96.0|0|0.0|100
0|2021-12-15|3888.0|0|3895.0|0|96.0|0|0.0|100
0|2021-12-16|3889.0|0|3896.0|0|96.0|0|0.0|100
0|2021-12-17|3899.0|0|3906.0|0|96.0|0|0.0|100
0|2021-12-18|3899.0|0|3906.0|0|96.0|0|0.0|100
0|2021-12-19|3899.0|0|3906.0|0|96.0|0|0.0|100
0|2021-12-20|3903.0|0|3910.0|0|96.0|0|0.0|100
0|2021-12-21|3909.0|0|3916.0|0|96.0|0|0.0|100
0|2021-12-22|3918.0|0|3925.0|0|96.0|0|0.0|100
0|2021-12-23|3933.0|0|3940.0|0|96.0|0|0.0|100
0|2021-12-24|3948.0|0|3955.0|0|96.0|0|0.0|100
0|2021-12-25|3948.0|0|3955.0|0|96.0|0|0.0|100
0|2021-12-26|3948.0|0|3955.0|0|96.0|0|0.0|100
0|2021-12-27|3982.0|0|3989.0|0|96.0|0|0.0|100
0|2021-12-28|4001.0|0|4008.0|0|96.0|0|0.0|100
0|2021-12-29|4029.0|0|4036.0|0|96.0|0|0.0|100
0|2021-12-30|4079.0|0|4086.0|0|96.0|0|0.0|100
0|2021-12-31|4152.0|0|4159.0|0|96.0|0|0.0|100
0|2022-01-01|4152.0|0|4159.0|0|96.0|0|0.0|100
0|2022-01-02|4152.0|0|4159.0|0|96.0|0|0.0|100
0|2022-01-03|4152.0|0|4159.0|0|96.0|0|0.0|100
0|2022-01-04|4248.0|0|4255.0|0|96.0|0|0.0|100
0|2022-01-05|4332.0|0|4339.0|0|96.0|0|0.0|100
0|2022-01-06|4332.0|0|4339.0|0|96.0|0|0.0|100
0|2022-01-07|4332.0|0|4339.0|0|96.0|0|0.0|100
0|2022-01-08|4332.0|0|4339.0|0|96.0|0|0.0|100
0|2022-01-09|4332.0|0|4339.0|0|96.0|0|0.0|100
0|2022-01-10|4654.0|0|4661.0|0|96.0|0|0.0|100
0|2022-01-11|4701.0|0|4708.0|0|96.0|0|0.0|100
0|2022-01-12|4790.0|0|4797.0|0|96.0|0|0.0|100
0|2022-01-13|4790.0|0|4888.0|0|96.0|0|0.0|100
0|2022-01-14|4945.0|0|4952.0|0|96.0|0|0.0|100
0|2022-01-15|4945.0|0|4952.0|0|96.0|0|0.0|100
0|2022-01-16|4945.0|0|4952.0|0|96.0|0|0.0|100
0|2022-01-17|5026.0|0|0.0|100|96.0|0|0.0|100
