|dates|Cobb_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Cobb_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Cobb_Georgia_UnitedStates.Male_Total_Population.data|Cobb_Georgia_UnitedStates.Male_Total_Population.missing|Cobb_Georgia_UnitedStates.Female_Total_Population.data|Cobb_Georgia_UnitedStates.Female_Total_Population.missing|Cobb_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Cobb_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-18|92777.0|0|366600.0|0|390265.0|0|178546.0|0
0|2021-11-19|92777.0|0|366600.0|0|390265.0|0|178546.0|0
0|2021-11-20|92777.0|0|366600.0|0|390265.0|0|178546.0|0
0|2021-11-21|92777.0|0|366600.0|0|390265.0|0|178546.0|0
0|2021-11-22|92777.0|0|366600.0|0|390265.0|0|178546.0|0
0|2021-11-23|92777.0|0|366600.0|0|390265.0|0|178546.0|0
0|2021-11-24|92777.0|0|366600.0|0|390265.0|0|178546.0|0
0|2021-11-25|92777.0|0|366600.0|0|390265.0|0|178546.0|0
0|2021-11-26|92777.0|0|366600.0|0|390265.0|0|178546.0|0
0|2021-11-27|92777.0|0|366600.0|0|390265.0|0|178546.0|0
0|2021-11-28|92777.0|0|366600.0|0|390265.0|0|178546.0|0
0|2021-11-29|92777.0|0|366600.0|0|390265.0|0|178546.0|0
0|2021-11-30|92777.0|0|366600.0|0|390265.0|0|178546.0|0
0|2021-12-01|92777.0|0|366600.0|0|390265.0|0|178546.0|0
0|2021-12-02|92777.0|0|366600.0|0|390265.0|0|178546.0|0
0|2021-12-03|92777.0|0|366600.0|0|390265.0|0|178546.0|0
0|2021-12-04|92777.0|0|366600.0|0|390265.0|0|178546.0|0
0|2021-12-05|92777.0|0|366600.0|0|390265.0|0|178546.0|0
0|2021-12-06|92777.0|0|366600.0|0|390265.0|0|178546.0|0
0|2021-12-07|92777.0|0|366600.0|0|390265.0|0|178546.0|0
0|2021-12-08|92777.0|0|366600.0|0|390265.0|0|178546.0|0
0|2021-12-09|92777.0|0|366600.0|0|390265.0|0|178546.0|0
0|2021-12-10|92777.0|0|366600.0|0|390265.0|0|178546.0|0
0|2021-12-11|92777.0|0|366600.0|0|390265.0|0|178546.0|0
0|2021-12-12|92777.0|0|366600.0|0|390265.0|0|178546.0|0
0|2021-12-13|92777.0|0|366600.0|0|390265.0|0|178546.0|0
0|2021-12-14|92777.0|0|366600.0|0|390265.0|0|178546.0|0
0|2021-12-15|92777.0|0|366600.0|0|390265.0|0|178546.0|0
0|2021-12-16|92777.0|0|366600.0|0|390265.0|0|178546.0|0
0|2021-12-17|92777.0|0|366600.0|0|390265.0|0|178546.0|0
0|2021-12-18|92777.0|0|366600.0|0|390265.0|0|178546.0|0
0|2021-12-19|92777.0|0|366600.0|0|390265.0|0|178546.0|0
0|2021-12-20|92777.0|0|366600.0|0|390265.0|0|178546.0|0
0|2021-12-21|92777.0|0|366600.0|0|390265.0|0|178546.0|0
0|2021-12-22|92777.0|0|366600.0|0|390265.0|0|178546.0|0
0|2021-12-23|92777.0|0|366600.0|0|390265.0|0|178546.0|0
0|2021-12-24|92777.0|0|366600.0|0|390265.0|0|178546.0|0
0|2021-12-25|92777.0|0|366600.0|0|390265.0|0|178546.0|0
0|2021-12-26|92777.0|0|366600.0|0|390265.0|0|178546.0|0
0|2021-12-27|92777.0|0|366600.0|0|390265.0|0|178546.0|0
0|2021-12-28|92777.0|0|366600.0|0|390265.0|0|178546.0|0
0|2021-12-29|92777.0|0|366600.0|0|390265.0|0|178546.0|0
0|2021-12-30|92777.0|0|366600.0|0|390265.0|0|178546.0|0
0|2021-12-31|92777.0|0|366600.0|0|390265.0|0|178546.0|0
0|2022-01-01|92777.0|0|366600.0|0|390265.0|0|178546.0|0
0|2022-01-02|92777.0|0|366600.0|0|390265.0|0|178546.0|0
0|2022-01-03|92777.0|0|366600.0|0|390265.0|0|178546.0|0
0|2022-01-04|92777.0|0|366600.0|0|390265.0|0|178546.0|0
0|2022-01-05|92777.0|0|366600.0|0|390265.0|0|178546.0|0
0|2022-01-06|92777.0|0|366600.0|0|390265.0|0|178546.0|0
0|2022-01-07|92777.0|0|366600.0|0|390265.0|0|178546.0|0
0|2022-01-08|92777.0|0|366600.0|0|390265.0|0|178546.0|0
0|2022-01-09|92777.0|0|366600.0|0|390265.0|0|178546.0|0
0|2022-01-10|92777.0|0|366600.0|0|390265.0|0|178546.0|0
0|2022-01-11|92777.0|0|366600.0|0|390265.0|0|178546.0|0
0|2022-01-12|92777.0|0|366600.0|0|390265.0|0|178546.0|0
0|2022-01-13|92777.0|0|366600.0|0|390265.0|0|178546.0|0
0|2022-01-14|92777.0|0|366600.0|0|390265.0|0|178546.0|0
0|2022-01-15|92777.0|0|366600.0|0|390265.0|0|178546.0|0
0|2022-01-16|92777.0|0|366600.0|0|390265.0|0|178546.0|0
0|2022-01-17|92777.0|0|366600.0|0|390265.0|0|178546.0|0
